seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred
15520,187,4.606795041417972,0.3921568627450981,0.00392156862745098,8,2,2
28845,180,4.333013917781457,0.3921568627450981,0.007843137254901933,2,3,2
12924,98,3.3284254526500243,0.3921568627450981,0.00784313725490196,2,4,2
30207,166,4.062114797045406,0.3921568627450981,0.007843137254901933,9,7,3
36689,162,4.287804473727922,0.3921568627450981,0.00392156862745098,8,3,4
10896,132,3.8151945353494825,0.3921568627450981,0.007843137254901933,3,5,2
20955,100,3.4495830504334513,0.3921568627450981,0.023529411764705882,4,9,2
25187,142,3.8134890798241075,0.3921568627450981,0.0039215686274509665,2,1,2
3759,117,3.6734382265746386,0.3921568627450981,0.00392156862745098,9,5,2
29794,109,3.597564215053043,0.3921568627450981,0.03921568627450989,3,9,2
25810,144,3.7880627574072916,0.3921568627450981,0.0039215686274509665,2,7,3
8157,146,3.865475296714717,0.3921568627450981,0.0039215686274509665,3,5,2
1615,88,3.2577285152105357,0.3921568627450981,0.00392156862745098,2,3,3
22825,150,4.684874678122314,0.3921568627450981,0.18039215686274512,3,8,2
21479,111,3.4338433681250824,0.3921568627450981,0.0039215686274509665,2,7,2
15904,128,4.064939977935892,0.3921568627450981,0.01568627450980392,4,1,2
23252,116,3.7078654306108048,0.3921568627450981,0.023529411764705882,0,6,2
356,153,4.010587679287967,0.3921568627450981,0.0039215686274509665,9,5,2
8433,157,3.8417904803071976,0.3921568627450981,0.0039215686274509665,2,3,2
12528,166,3.962938649210796,0.3921568627450981,0.007843137254901933,4,9,2
23093,164,4.1300839257056,0.3921568627450981,0.0039215686274509665,2,4,4
31497,130,3.6478873189258687,0.3921568627450981,0.007843137254901933,2,6,7
30789,168,4.157021824555049,0.3921568627450981,0.007843137254901933,2,7,3
10459,149,3.894879770612679,0.3921568627450981,0.0039215686274509665,2,3,2
25390,168,4.428777654269553,0.3921568627450981,0.01568627450980392,0,6,2
17444,129,3.6215956982756308,0.3921568627450981,0.0039215686274509665,3,5,3
26114,213,4.368303575138463,0.3921568627450981,0.0039215686274509665,2,7,3
32175,187,4.291090346629552,0.3921568627450981,0.0039215686274509665,2,0,2
168,168,4.633752771170372,0.3921568627450981,0.00784313725490196,4,9,2
20217,107,3.3368885308445377,0.3921568627450981,0.0039215686274509665,6,1,2
23736,161,4.460296030160198,0.3921568627450981,0.00392156862745098,4,6,2
14824,139,3.804380404912551,0.3921568627450981,0.0039215686274509665,6,8,3
31440,185,4.298976568747379,0.3921568627450981,0.0039215686274509665,2,6,5
25353,187,4.252875635687683,0.3921568627450981,0.007843137254901933,3,5,2
35961,162,4.377817980794991,0.3921568627450981,0.00392156862745098,4,9,2
35791,183,4.403085143973787,0.3921568627450981,0.0039215686274509665,0,6,2
8553,133,4.041215952466702,0.3921568627450981,0.0392156862745098,8,5,2
36273,156,4.472141113169563,0.3921568627450981,0.047058823529411764,4,7,2
26074,224,4.534681596100046,0.3921568627450981,0.007843137254901933,6,8,3
35008,107,3.425220254917098,0.3921568627450981,0.00392156862745098,4,7,3
25541,166,4.534459457117572,0.3921568627450981,0.011764705882352941,8,5,2
20439,134,4.17615758746117,0.3921568627450981,0.0392156862745098,5,8,3
39381,182,4.173155270714811,0.3921568627450981,0.007843137254901933,4,9,2
10713,174,4.4872633628420795,0.3921568627450981,0.01568627450980392,8,3,2
37390,125,3.675229594472658,0.3921568627450981,0.0039215686274509665,2,4,2
13554,128,3.9765769409918175,0.3921568627450981,0.027450980392156862,7,3,2
29151,90,3.2218090920245026,0.3921568627450981,0.0039215686274509665,4,9,2
19938,252,4.966756073910983,0.3921568627450981,0.0039215686274509665,2,7,4
25019,134,3.7815208631510617,0.3921568627450981,0.0039215686274509665,3,5,5
30414,258,4.885500206172716,0.3921568627450981,0.007843137254901933,3,8,3
28273,100,3.2497596989209048,0.3921568627450981,0.0039215686274509665,4,8,3
19910,125,3.6874945832397543,0.3921568627450981,0.0039215686274509665,2,4,2
17929,154,3.9337536185834736,0.3921568627450981,0.0039215686274509665,4,3,7
16389,97,3.480400441857027,0.3921568627450981,0.0196078431372549,4,5,2
31046,199,5.202662495261456,0.3921568627450981,0.011764705882352941,8,9,2
38062,184,4.1286407860801395,0.3921568627450981,0.00392156862745098,3,8,3
27630,212,4.7133519149868075,0.3921568627450981,0.0039215686274509665,0,6,2
546,152,3.9674298743350516,0.3921568627450981,0.0039215686274509665,9,7,3
30364,136,4.20962263415974,0.3921568627450981,0.0196078431372549,9,7,2
8960,96,3.543607616597461,0.3921568627450981,0.01568627450980392,4,9,2
30402,140,4.3263629503678995,0.3921568627450981,0.00392156862745098,7,3,2
5511,158,3.8870797131850967,0.3921568627450981,0.007843137254901933,2,3,2
1993,183,4.173586410919483,0.3921568627450981,0.007843137254901933,2,7,5
38506,129,4.010971113503113,0.3921568627450981,0.00392156862745098,4,9,3
24107,129,3.767074418325528,0.3921568627450981,0.00392156862745098,9,5,3
25219,139,3.849336736408661,0.3921568627450981,0.0039215686274509665,3,8,2
18198,154,3.779482845647794,0.3921568627450981,0.0039215686274509665,3,5,3
25594,112,3.6557286786961427,0.3921568627450981,0.00392156862745098,4,9,2
31287,100,3.4461865098941686,0.3921568627450981,0.03137254901960784,4,9,2
8237,106,3.282999444378231,0.3921568627450981,0.0039215686274509665,9,3,3
5049,132,3.950499167891245,0.3921568627450981,0.011764705882352941,4,9,2
28926,164,4.691684464474017,0.3921568627450981,0.0196078431372549,4,9,2
23052,149,3.704228285289999,0.3921568627450981,0.0039215686274509665,3,5,2
14826,94,3.328309940318589,0.3921568627450981,0.01568627450980392,4,9,2
27552,106,3.3119707617666836,0.3921568627450981,0.0039215686274509665,6,1,3
23720,172,4.081650313420511,0.3921568627450981,0.0039215686274509665,4,2,5
26658,179,4.055889817849207,0.3921568627450981,0.0039215686274509665,3,8,3
11792,115,3.457747376048538,0.3921568627450981,0.0039215686274509665,2,7,2
30984,226,4.478105135605498,0.3921568627450981,0.0039215686274509665,6,0,3
24729,145,4.214385572255342,0.3921568627450981,0.011764705882352941,4,9,2
21679,109,3.4095688223025626,0.3921568627450981,0.0039215686274509665,2,3,3
94,165,4.088022282502579,0.3921568627450981,0.007843137254901933,2,7,2
18991,66,2.7715670668687564,0.3921568627450981,0.00392156862745098,1,3,3
35426,172,4.1481484685377294,0.3921568627450981,0.0039215686274509665,6,8,3
354,205,4.528859995251964,0.3921568627450981,0.0039215686274509665,2,0,2
19872,145,3.738176542119677,0.3921568627450981,0.0039215686274509665,2,7,4
23522,147,4.325321312899557,0.3921568627450981,0.0196078431372549,4,6,4
34710,162,4.123185817316689,0.3921568627450981,0.007843137254901933,6,8,4
4790,234,4.6591338115463765,0.3921568627450981,0.0039215686274509665,0,6,2
29033,110,3.264460333461381,0.3921568627450981,0.0039215686274509665,2,7,2
22166,122,3.6601872077807083,0.3921568627450981,0.00784313725490196,2,7,2
20017,187,4.586144990584531,0.3921568627450981,0.00784313725490196,6,5,3
18205,65,2.833245809083049,0.3921568627450981,0.00392156862745098,1,9,2
15735,168,3.9732128822224806,0.3921568627450981,0.0039215686274509665,9,5,5
7272,221,4.660221286325792,0.3921568627450981,0.0039215686274509665,3,5,2
8169,201,4.358371458303039,0.3921568627450981,0.00392156862745098,3,8,2
2336,139,3.801472832201206,0.3921568627450981,0.0039215686274509665,2,7,2
4034,86,2.941145097871894,0.3921568627450981,0.00392156862745098,7,9,4
17137,103,3.5089428234957167,0.3921568627450981,0.01568627450980392,3,5,3
20770,127,4.021489755538655,0.3921568627450981,0.0392156862745098,4,6,2
2492,200,4.322509772612776,0.3921568627450981,0.0039215686274509665,2,0,2
6810,119,3.444186717547224,0.3921568627450981,0.0039215686274509665,3,5,2
35341,138,3.6036505904228107,0.3921568627450981,0.0039215686274509665,2,7,2
6804,125,3.676191884860959,0.3921568627450981,0.011764705882352941,4,9,3
22629,147,4.0412140497344184,0.3921568627450981,0.00784313725490196,6,8,2
33042,203,4.541027462081709,0.3921568627450981,0.00392156862745098,2,8,2
9289,191,4.349898247494128,0.3921568627450981,0.0039215686274509665,2,7,3
28304,105,3.514182830880905,0.3921568627450981,0.011764705882352941,4,9,2
6353,135,4.0288769264815105,0.3921568627450981,0.00784313725490196,9,5,3
30946,143,3.6577662764350816,0.3921568627450981,0.0039215686274509665,2,7,2
19495,78,3.2807173754380248,0.3921568627450981,0.11372549019607843,4,1,2
27209,121,3.9882140859713364,0.3921568627450981,0.0196078431372549,6,1,3
23709,166,3.9735457395057927,0.3921568627450981,0.007843137254901933,3,9,2
32604,157,3.660073762395309,0.3921568627450981,0.0039215686274509665,4,8,3
2874,217,4.353328016727272,0.3921568627450981,0.0039215686274509665,3,8,2
157,178,4.178105175846857,0.3921568627450981,0.0039215686274509665,0,6,3
28106,182,4.271621618252185,0.3921568627450981,0.0039215686274509665,3,5,2
23053,148,3.738629050088252,0.3921568627450981,0.0039215686274509665,3,9,2
16639,164,3.688657969546841,0.3921568627450981,0.0039215686274509665,2,7,2
31286,158,4.0564718014040615,0.3921568627450981,0.0039215686274509665,6,5,2
15330,108,3.622788736795101,0.3921568627450981,0.00784313725490196,7,5,3
38249,153,4.280301886179524,0.3921568627450981,0.00392156862745098,4,9,2
33308,140,3.734735689820385,0.3921568627450981,0.0039215686274509665,2,7,2
2928,166,4.044006296743933,0.3921568627450981,0.007843137254901933,2,3,2
26705,182,4.27497029359849,0.3921568627450981,0.0039215686274509665,3,5,2
27433,111,3.4612436511255242,0.3921568627450981,0.00392156862745098,7,9,2
33320,117,3.427664102495844,0.3921568627450981,0.007843137254901933,4,2,4
5909,167,3.9908507436164427,0.3921568627450981,0.0039215686274509665,2,4,2
33863,211,5.193492512288994,0.3921568627450981,0.00784313725490196,9,3,2
14210,139,3.706143781628528,0.3921568627450981,0.0039215686274509665,2,4,2
29191,95,3.358477255138035,0.3921568627450981,0.00392156862745098,4,9,2
10710,103,3.1686614247838936,0.3921568627450981,0.0039215686274509665,9,3,2
5538,182,4.92941020481358,0.3921568627450981,0.06274509803921569,4,9,2
23480,119,3.497450051501107,0.3921568627450981,0.007843137254901933,2,7,2
36933,199,5.090483088074557,0.3921568627450981,0.00392156862745098,0,6,2
27180,168,4.044462611549838,0.3921568627450981,0.0039215686274509665,0,5,4
24462,109,3.5877873930247177,0.3921568627450981,0.00392156862745098,9,1,3
22775,108,3.2602130069126063,0.3921568627450981,0.00784313725490196,2,7,2
35209,125,3.923960055150604,0.3921568627450981,0.11372549019607843,4,0,2
32566,133,3.6640821340997096,0.3921568627450981,0.007843137254901933,2,7,4
23331,104,3.535617637693483,0.3921568627450981,0.00784313725490196,7,3,3
6970,168,3.9733560916806407,0.3921568627450981,0.0039215686274509665,3,5,2
34881,164,4.70569934284663,0.3921568627450981,0.00784313725490196,4,9,2
1979,75,2.7291582032322523,0.3921568627450981,0.0039215686274509665,1,3,8
26503,159,3.8961233308049623,0.3921568627450981,0.0039215686274509665,3,9,2
20628,139,4.138184079285073,0.3921568627450981,0.0196078431372549,4,9,2
37426,200,4.3838752455329715,0.3921568627450981,0.0039215686274509665,2,6,4
35231,182,4.253475861127209,0.3921568627450981,0.0039215686274509665,6,8,2
27153,175,4.779159872698547,0.3921568627450981,0.011764705882352941,8,3,3
27806,165,4.0957269018193605,0.3921568627450981,0.0039215686274509665,3,5,2
13209,156,3.9012907100281886,0.3921568627450981,0.0039215686274509665,2,7,2
29817,146,4.298121510590421,0.3921568627450981,0.0196078431372549,4,8,2
1014,121,3.8871509270766844,0.3921568627450981,0.00392156862745098,4,9,2
36923,165,3.972165748113776,0.3921568627450981,0.0039215686274509665,3,8,5
1772,104,3.4172347405202546,0.3921568627450981,0.00784313725490196,1,2,2
769,197,4.246504770769261,0.3921568627450981,0.007843137254901933,2,6,3
9879,166,3.74320247686067,0.3921568627450981,0.0039215686274509665,2,7,2
39147,190,4.28899506435401,0.3921568627450981,0.00392156862745098,2,9,5
21708,223,4.621643081749878,0.3921568627450981,0.0039215686274509665,2,7,4
22215,127,3.9545262150533307,0.3921568627450981,0.011764705882352941,4,9,2
2938,173,4.587719092799047,0.3921568627450981,0.00392156862745098,8,3,2
13976,126,3.8307824620348865,0.3921568627450981,0.00392156862745098,4,9,2
38265,193,4.297871042938597,0.3921568627450981,0.007843137254901933,0,7,2
14943,113,3.4908591571056222,0.3921568627450981,0.0039215686274509665,2,4,2
33324,151,4.0504166037076885,0.3921568627450981,0.0039215686274509665,9,5,2
39609,178,4.225060257459278,0.3921568627450981,0.0039215686274509665,2,7,4
7673,123,3.7705020740005293,0.3921568627450981,0.00784313725490196,2,1,2
34488,156,4.60667486232719,0.3921568627450981,0.01568627450980392,4,3,4
3367,140,3.8559490329906003,0.3921568627450981,0.0039215686274509665,2,3,2
17251,205,4.3145525053937295,0.3921568627450981,0.0039215686274509665,2,6,4
30188,103,3.5956464769331666,0.3921568627450981,0.03529411764705882,4,9,2
27219,138,3.866451889194683,0.3921568627450981,0.00392156862745098,8,6,3
2694,105,3.3529090699070525,0.3921568627450981,0.00392156862745098,4,9,2
13802,163,3.978079111570833,0.3921568627450981,0.007843137254901933,9,7,3
20238,108,3.330166892818643,0.3921568627450981,0.0039215686274509665,2,1,3
10476,90,3.264853673861397,0.3921568627450981,0.0039215686274509665,4,3,8
16749,242,5.5565818352344145,0.3921568627450981,0.00392156862745098,8,5,2
11998,235,4.830142127508659,0.3921568627450981,0.007843137254901933,2,7,3
23080,133,3.620499964412464,0.3921568627450981,0.0039215686274509665,2,7,2
24506,120,3.443708916767177,0.3921568627450981,0.007843137254901933,6,1,2
36102,132,3.4416831088972204,0.3921568627450981,0.0039215686274509665,2,1,2
29988,149,3.8351076581644548,0.3921568627450981,0.0039215686274509665,3,5,3
3950,188,4.273092047666158,0.3921568627450981,0.0039215686274509665,6,0,3
35437,101,3.155383894264618,0.3921568627450981,0.0039215686274509665,6,1,2
36894,223,4.684351069705623,0.3921568627450981,0.007843137254901933,2,7,4
33734,146,4.011423518736754,0.3921568627450981,0.0039215686274509665,3,5,2
351,103,3.3291577075751397,0.3921568627450981,0.0039215686274509665,4,8,3
25803,91,3.3628474231273326,0.3921568627450981,0.11372549019607843,0,6,3
3993,121,3.4161432350058343,0.3921568627450981,0.0039215686274509665,2,7,2
7505,165,4.56956819397971,0.3921568627450981,0.00392156862745098,0,6,2
9528,143,3.705394718410358,0.3921568627450981,0.0039215686274509665,2,7,2
13427,131,3.757006014706466,0.3921568627450981,0.0039215686274509665,2,1,2
5306,147,3.771945653107446,0.3921568627450981,0.0039215686274509665,0,6,2
29977,176,4.291828559896499,0.3921568627450981,0.007843137254901933,2,3,3
36856,86,3.278349281268876,0.3921568627450981,0.11372549019607843,2,4,2
31687,125,3.656961045832227,0.3921568627450981,0.0039215686274509665,6,1,3
33084,135,4.093063871597668,0.3921568627450981,0.00784313725490196,4,9,2
31863,127,3.6706280373240054,0.3921568627450981,0.0039215686274509665,3,5,2
7538,159,3.8209101133864705,0.3921568627450981,0.0039215686274509665,3,5,3
39218,134,3.7134148989113958,0.3921568627450981,0.0039215686274509665,2,7,6
38106,214,4.431667524452788,0.3921568627450981,0.0039215686274509665,3,9,2
8186,171,4.083923526775327,0.3921568627450981,0.00392156862745098,2,7,4
21443,197,4.354767325831537,0.3921568627450981,0.0039215686274509665,3,9,2
21325,94,3.547686890925928,0.3921568627450981,0.11372549019607843,4,9,2
6197,223,4.499003264383511,0.3921568627450981,0.0039215686274509665,2,3,2
29037,179,4.455871891098398,0.3921568627450981,0.0039215686274509665,3,8,2
25619,88,2.9660957422723278,0.3921568627450981,0.00392156862745098,8,3,4
8347,134,3.5303266788010155,0.3921568627450981,0.0039215686274509665,2,4,2
15241,134,3.4923632839653926,0.3921568627450981,0.0039215686274509665,5,6,2
29584,166,4.071128454084668,0.3921568627450981,0.007843137254901933,9,7,2
5893,129,3.760812938205077,0.3921568627450981,0.0039215686274509665,2,1,2
26890,132,3.9498237006777894,0.3921568627450981,0.0039215686274509665,6,0,2
90,116,3.8017701617716626,0.3921568627450981,0.11372549019607843,3,8,3
18942,210,4.390064277417996,0.3921568627450981,0.007843137254901933,6,0,3
24705,137,3.6287162605178165,0.3921568627450981,0.0039215686274509665,6,4,2
2078,205,4.457072793373324,0.3921568627450981,0.0039215686274509665,3,5,2
13750,129,3.8089677465315517,0.3921568627450981,0.00392156862745098,4,9,2
6578,99,3.321232939029438,0.3921568627450981,0.00392156862745098,8,2,2
8541,124,3.722944434632385,0.3921568627450981,0.0039215686274509665,2,7,4
37194,169,4.001176297628721,0.3921568627450981,0.0039215686274509665,3,9,2
10503,104,3.367428853849218,0.3921568627450981,0.0039215686274509665,5,3,2
16172,212,4.548640957871854,0.3921568627450981,0.007843137254901933,3,5,2
7882,181,4.162894255360672,0.3921568627450981,0.00392156862745098,3,9,2
7128,137,3.5693384338075522,0.3921568627450981,0.0039215686274509665,2,7,3
27436,146,3.835745191807009,0.3921568627450981,0.0039215686274509665,2,3,2
32991,127,3.5599830661097367,0.3921568627450981,0.007843137254901933,2,7,5
5918,126,3.9068035766917193,0.3921568627450981,0.00392156862745098,8,5,2
22214,143,3.5828396162114267,0.3921568627450981,0.007843137254901933,2,7,2
11437,139,3.684686766951811,0.3921568627450981,0.0039215686274509665,3,5,2
12658,115,3.730275564383423,0.3921568627450981,0.00784313725490196,4,9,2
4151,144,3.8026397678655086,0.3921568627450981,0.00392156862745098,3,5,2
11392,102,3.8041257272886777,0.3921568627450981,0.16862745098039217,3,5,2
8780,101,3.3677667872657433,0.3921568627450981,0.00392156862745098,1,9,3
1940,187,4.860121050382927,0.3921568627450981,0.00784313725490196,8,3,3
36061,151,3.9213078344656003,0.3921568627450981,0.0039215686274509665,2,3,2
3827,130,3.7526686646814382,0.3921568627450981,0.0039215686274509665,2,3,2
28539,153,3.695836576057478,0.3921568627450981,0.00392156862745098,6,1,4
20171,129,3.974344870195723,0.3921568627450981,0.027450980392156862,8,3,2
26500,180,4.9144812651330865,0.3921568627450981,0.0392156862745098,8,9,2
32575,108,3.5473249122492585,0.3921568627450981,0.00784313725490196,1,3,3
24317,169,4.2302366317718345,0.3921568627450981,0.007843137254901933,2,7,2
10924,80,2.9273688968437823,0.3921568627450981,0.011764705882352941,2,7,2
11384,143,3.7781316974682175,0.3921568627450981,0.0039215686274509665,2,6,5
8796,142,3.679183835408717,0.3921568627450981,0.007843137254901933,6,8,3
8782,184,4.35057699443929,0.3921568627450981,0.0039215686274509665,0,6,2
17939,142,3.7551082726303964,0.3921568627450981,0.00392156862745098,2,5,5
37357,148,3.8551473003531553,0.3921568627450981,0.00392156862745098,2,7,2
14217,171,4.116272412932629,0.3921568627450981,0.0039215686274509665,3,5,2
6750,176,4.061189042611884,0.3921568627450981,0.007843137254901933,3,5,2
3628,151,4.252468808235218,0.3921568627450981,0.0196078431372549,4,7,4
17078,176,4.009216602080645,0.3921568627450981,0.0039215686274509665,3,9,2
29800,170,4.548831977198746,0.3921568627450981,0.01568627450980392,3,4,2
4392,186,4.885026435513242,0.3921568627450981,0.01568627450980392,3,5,3
34312,121,3.7143548755448834,0.3921568627450981,0.00392156862745098,4,9,2
32763,104,3.2667678820559938,0.3921568627450981,0.007843137254901933,3,7,2
30606,142,3.8104068427891016,0.3921568627450981,0.00784313725490196,2,7,2
26702,171,4.626418961023953,0.3921568627450981,0.00784313725490196,8,4,2
13791,128,3.4692010077896986,0.3921568627450981,0.0039215686274509665,2,6,3
35024,157,3.8217471965040977,0.3921568627450981,0.007843137254901933,2,7,3
17508,106,3.3356531719910447,0.3921568627450981,0.0039215686274509665,2,7,2
37814,143,3.7907392366153836,0.3921568627450981,0.0039215686274509665,3,8,3
11145,141,3.792815807461151,0.3921568627450981,0.0039215686274509665,5,6,6
1201,175,4.157757950220998,0.3921568627450981,0.007843137254901933,6,8,4
30000,184,4.399028238431995,0.3921568627450981,0.007843137254901933,3,5,2
92,101,3.1911088514266024,0.3921568627450981,0.00392156862745098,4,9,2
14808,167,4.451084044746274,0.3921568627450981,0.00392156862745098,4,9,2
39756,118,3.493992207426828,0.3921568627450981,0.00392156862745098,2,7,2
23726,165,4.5025961155853835,0.3921568627450981,0.01568627450980392,4,9,2
38474,128,4.098804694433061,0.3921568627450981,0.00392156862745098,8,1,2
9701,191,4.946847041855762,0.3921568627450981,0.00392156862745098,8,2,2
16010,181,4.689300852329709,0.3921568627450981,0.00392156862745098,4,5,2
11019,190,4.367525470898431,0.3921568627450981,0.0039215686274509665,6,0,3
37960,180,4.063992162304333,0.3921568627450981,0.0039215686274509665,9,5,6
12510,141,4.021636981857118,0.3921568627450981,0.01568627450980392,8,5,2
1375,213,4.353421630436122,0.3921568627450981,0.0039215686274509665,0,5,6
24277,115,3.3154746514718068,0.3921568627450981,0.0039215686274509665,2,7,2
33079,186,3.9804288610304237,0.3921568627450981,0.0039215686274509665,6,2,2
5488,168,4.574944719330374,0.3921568627450981,0.01568627450980392,0,2,2
10878,161,4.638211152079279,0.3921568627450981,0.01568627450980392,2,5,2
28471,129,3.9020258148093636,0.3921568627450981,0.011764705882352941,4,6,2
420,154,4.201458892372785,0.3921568627450981,0.00392156862745098,4,9,2
39568,176,4.58851013086697,0.3921568627450981,0.00392156862745098,5,8,2
17695,132,4.104582448684264,0.3921568627450981,0.0392156862745098,4,9,2
4972,193,4.969277392221713,0.3921568627450981,0.0392156862745098,2,7,2
10111,199,4.125091310023609,0.3921568627450981,0.0039215686274509665,2,7,2
13418,86,2.973055986568284,0.3921568627450981,0.00392156862745098,4,9,2
9517,170,4.145982802044425,0.3921568627450981,0.0039215686274509665,0,6,3
14363,135,4.230242084903158,0.3921568627450981,0.011764705882352941,4,9,2
16574,148,3.8353522590725126,0.3921568627450981,0.0039215686274509665,2,7,2
6618,146,4.368805220447568,0.3921568627450981,0.0392156862745098,5,3,2
1177,162,4.014745983663353,0.3921568627450981,0.0039215686274509665,2,3,2
34931,160,4.009797689242005,0.3921568627450981,0.007843137254901933,0,6,3
5477,102,3.5286208264083663,0.3921568627450981,0.00784313725490196,9,3,2
1176,123,3.565743286135735,0.3921568627450981,0.0039215686274509665,2,7,4
3761,132,4.094872592103373,0.3921568627450981,0.011764705882352941,2,1,2
390,72,2.9504298880694804,0.3921568627450981,0.03529411764705881,4,3,6
21497,125,3.5066718416248035,0.3921568627450981,0.0039215686274509665,2,7,4
5338,173,4.124878803574151,0.3921568627450981,0.0039215686274509665,6,0,5
35353,221,4.585502789484722,0.3921568627450981,0.007843137254901933,2,0,2
23531,161,4.454991714091724,0.3921568627450981,0.00784313725490196,4,3,3
29746,155,4.410335280413425,0.3921568627450981,0.011764705882352941,4,9,2
33078,130,3.959114382967998,0.3921568627450981,0.00392156862745098,0,6,2
24510,125,3.9042618104458566,0.3921568627450981,0.00784313725490196,4,9,2
21468,132,4.103565089489322,0.3921568627450981,0.0392156862745098,8,5,2
78,122,4.236136444923333,0.3921568627450981,0.25098039215686274,4,9,2
9728,108,3.432909459730651,0.3921568627450981,0.0039215686274509665,3,5,2
30968,123,3.8062030756560286,0.3921568627450981,0.00784313725490196,4,9,2
14606,101,3.406139152949858,0.3921568627450981,0.00392156862745098,4,9,2
28699,101,3.2311774165335603,0.3921568627450981,0.0039215686274509665,6,8,2
37975,150,4.185138753954289,0.3921568627450981,0.011764705882352941,8,9,2
23055,230,4.549891735195381,0.3921568627450981,0.00392156862745098,2,7,5
23733,114,3.7317305836285835,0.3921568627450981,0.01568627450980392,6,4,2
15281,78,3.215784312231036,0.3921568627450981,0.207843137254902,4,9,2
28672,140,3.942167468813602,0.3921568627450981,0.00392156862745098,9,3,2
23727,145,3.8912909591445004,0.3921568627450981,0.0039215686274509665,3,9,3
32164,146,4.118589994742189,0.3921568627450981,0.011764705882352941,8,3,2
179,216,4.579062390910819,0.3921568627450981,0.0039215686274509665,6,8,3
24706,166,3.988003926425562,0.3921568627450981,0.0039215686274509665,2,0,5
24712,213,4.595330528722013,0.3921568627450981,0.0039215686274509665,3,5,2
36289,82,2.9094445103332336,0.3921568627450981,0.0039215686274509665,6,8,4
17521,147,4.245309508838692,0.3921568627450981,0.01568627450980392,8,3,2
3365,102,3.08474935532201,0.3921568627450981,0.0039215686274509665,2,6,3
19524,183,4.109734694821842,0.3921568627450981,0.0039215686274509665,3,8,4
27435,134,3.7649162522922497,0.3921568627450981,0.0039215686274509665,6,5,2
31519,206,4.54344824479106,0.3921568627450981,0.0039215686274509665,2,7,2
37168,176,4.202361065358943,0.3921568627450981,0.007843137254901933,2,7,4
13974,133,3.617482859337543,0.3921568627450981,0.007843137254901933,2,3,2
32762,102,3.3221820393378563,0.3921568627450981,0.00392156862745098,4,9,2
20366,116,3.7054528229134656,0.3921568627450981,0.00784313725490196,4,8,2
29424,131,3.6733440300273172,0.3921568627450981,0.0039215686274509665,3,5,2
29342,155,3.880954392582929,0.3921568627450981,0.0039215686274509665,2,7,3
33695,208,4.714448086599924,0.3921568627450981,0.0039215686274509665,2,7,3
16429,120,3.649826063806327,0.3921568627450981,0.00392156862745098,6,5,2
10070,151,3.7040975056565393,0.3921568627450981,0.007843137254901933,4,8,4
