seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,first_largest,second_largest,third_largest,fourth_largest,fifth_largest,last_largest
24,,,,,,,,5.7784214,-0.7352038,-1.6553209,-9.543986,-13.135291,-47.30874
25,,,,,,,,32.113525,21.607018,18.995045,-24.77176,-28.093243,-83.08525
26,,,,,,,,25.255375,2.844203,-0.5590776,-5.977855,-7.01917,-39.39905
27,,,,,,,,79.36081,32.21312,5.6712546,-7.4421415,-19.736208,-144.5148
28,,,,,,,,46.599846,-0.8160217,-1.5266315,-7.355455,-14.728809,-64.60288
29,,,,,,,,12.754608,2.342257,-1.8363736,-2.7357805,-5.7068973,-26.264223
30,,,,,,,,20.385376,0.3527038,-8.021335,-11.849648,-22.034367,-73.28854
31,,,,,,,,22.282887,2.0249195,-11.740865,-13.947968,-16.04147,-47.29413
32,,,,,,,,44.1239,10.708422,4.0986238,-0.5375977,-4.784213,-41.016785
33,,,,,,,,19.872335,8.983434,8.459816,4.607078,-3.6417818,-51.140144
34,,,,,,,,40.860657,8.407153,3.052043,-1.6471262,-5.952917,-49.98118
35,,,,,,,,33.042686,3.3817706,-5.3309116,-5.7189374,-12.179107,-36.549267
36,,,,,,,,20.699821,-1.5973991,-3.934846,-10.020416,-11.775442,-44.82456
37,,,,,,,,42.62164,-0.30470154,-6.8640256,-7.5827546,-8.101432,-50.35093
38,,,,,,,,37.72125,13.809674,13.418197,0.81516224,-17.744757,-85.60787
39,,,,,,,,17.680792,0.63669026,-5.4151487,-7.1346498,-9.582861,-32.179726
40,,,,,,,,21.91131,1.7159747,-9.365393,-9.814667,-12.839999,-37.529915
41,,,,,,,,21.747688,-9.576612,-12.131154,-12.362973,-16.46776,-51.602028
42,,,,,,,,24.571775,9.148796,6.7465553,-3.8768485,-8.715358,-73.76457
43,,,,,,,,30.950802,3.1773677,-6.458041,-11.276985,-14.339846,-63.494274
44,,,,,,,,42.8122,17.419588,6.2296767,6.118105,-1.1215819,-71.0551
45,,,,,,,,36.171658,13.210736,-1.5024478,-11.438116,-14.846767,-67.06205
46,,,,,,,,19.161285,-5.0359373,-6.025821,-7.1505585,-22.926281,-61.2324
47,,,,,,,,72.90941,7.461747,-3.719852,-9.457689,-29.780016,-62.052338
48,,,,,,,,7.634449,2.7721949,-1.8044382,-1.8247579,-8.265687,-37.906612
49,,,,,,,,53.772423,28.278572,11.905025,-5.119775,-21.631351,-90.93849
50,,,,,,,,42.8564,19.364319,-1.0434371,-13.0239935,-22.307535,-65.56503
51,,,,,,,,62.360054,6.6775384,2.7633374,-12.2955065,-14.257533,-93.15031
52,,,,,,,,57.747887,12.680206,-0.65510154,-1.692279,-5.67705,-110.60736
53,,,,,,,,18.16951,10.439941,6.9188676,3.8836312,-6.2737336,-65.2117
54,,,,,,,,25.875336,15.474323,1.2155824,-6.058877,-6.798076,-70.00403
55,,,,,,,,25.700928,5.0880446,3.1401033,-11.562757,-17.987347,-53.679066
56,,,,,,,,49.82483,8.130007,-7.098234,-8.800285,-13.525596,-54.907352
57,,,,,,,,31.876743,17.972496,10.1284685,-7.329914,-21.979944,-56.475266
58,,,,,,,,32.336765,4.6286054,2.201925,-18.378456,-21.307652,-58.543808
59,,,,,,,,26.209976,6.6177006,0.48129305,-5.3804126,-6.1185083,-48.033066
60,,,,,,,,25.568174,9.510935,-9.421706,-10.223573,-14.073969,-73.69935
61,,,,,,,,29.949528,16.527306,1.1063539,-1.3739299,-10.714241,-58.175396
62,,,,,,,,32.094585,6.8352623,6.3794165,-1.4374267,-6.5838666,-59.74565
63,,,,,,,,43.11407,9.357165,2.6860192,-6.4170723,-7.1053953,-82.382355
64,,,,,,,,17.9594,11.6192465,1.3322525,-2.4908671,-13.085388,-48.51451
65,,,,,,,,38.925785,11.561979,-0.260524,-4.4521976,-14.310185,-40.299225
66,,,,,,,,33.84075,6.4121256,-6.4880724,-8.330901,-9.5226145,-52.336025
67,,,,,,,,17.357416,1.8993847,1.6792775,-4.525885,-16.794605,-27.48159
68,,,,,,,,29.766014,-0.1859976,-2.6176775,-5.8549566,-6.494351,-43.393284
69,,,,,,,,45.14721,0.56110656,-1.1646427,-2.887343,-5.067792,-48.610565
70,,,,,,,,21.845615,1.7610586,1.4616419,-2.385386,-7.087577,-56.30344
71,,,,,,,,37.111336,9.439435,4.263498,-2.7291498,-4.0989475,-26.798948
72,,,,,,,,26.154556,4.906677,-5.2572293,-6.5412064,-11.923825,-23.797604
73,,,,,,,,20.83822,-6.591815,-7.996171,-9.551532,-11.951737,-39.804222
74,,,,,,,,47.50377,19.319735,-7.6111884,-9.451049,-9.943021,-75.965324
75,,,,,,,,35.084984,5.9411893,-1.5922616,-3.0625567,-5.2136087,-57.04889
76,,,,,,,,29.624968,11.044115,2.023653,-10.607009,-21.69982,-89.92384
77,,,,,,,,18.162943,2.3593845,-2.1345856,-2.5222504,-7.4490376,-35.85554
78,,,,,,,,28.442936,12.296189,-3.3799937,-8.6148615,-8.722467,-54.961773
79,,,,,,,,29.736006,4.730491,3.3220735,1.6450589,-3.958738,-33.201637
80,,,,,,,,10.81299,7.4976807,4.2826986,4.183643,-4.4810376,-37.84666
81,,,,,,,,42.035633,2.1340394,-1.6288118,-3.1382143,-3.551968,-54.1349
82,,,,,,,,51.725178,2.1937253,-1.9719064,-12.434239,-17.563961,-79.65398
83,,,,,,,,32.80442,1.5550241,-2.2297626,-13.578654,-15.207966,-36.367638
84,,,,,,,,53.74403,6.0039043,4.860476,-13.606233,-15.721903,-77.71202
85,,,,,,,,15.358206,2.809088,-4.565503,-13.261093,-13.3750105,-61.076443
86,,,,,,,,12.433417,-9.904649,-10.110069,-13.234814,-14.373451,-41.08605
87,,,,,,,,40.691814,17.976873,15.116648,-14.81826,-19.816265,-77.93749
88,,,,,,,,49.201313,-0.056453466,-3.6172907,-3.7171474,-12.3793545,-54.51185
89,,,,,,,,51.672874,1.0670037,-13.493513,-17.411045,-24.360743,-48.903732
90,,,,,,,,46.192703,1.2395539,-3.731749,-9.722294,-10.697817,-57.44443
91,,,,,,,,35.674942,7.6618853,6.971852,2.2048335,0.0029551685,-38.81764
92,,,,,,,,17.908976,1.1630085,-7.562019,-9.073605,-12.524461,-19.658222
93,,,,,,,,19.866283,-3.0515754,-5.3516717,-15.954219,-19.058773,-51.29103
94,,,,,,,,34.886574,-4.3878994,-7.751645,-12.6731825,-24.305244,-39.752026
95,,,,,,,,56.36808,1.976715,-4.71292,-8.457947,-12.573461,-53.122437
96,,,,,,,,35.92736,3.6050577,-0.011448085,-10.009389,-14.067433,-81.01497
97,,,,,,,,32.38662,-3.171755,-5.9535856,-15.787666,-15.78996,-40.500965
98,,,,,,,,46.590588,19.485638,-3.1624103,-13.019719,-16.14162,-74.60869
99,,,,,,,,27.437435,20.325216,0.34784573,-4.7754374,-7.3090754,-36.58591
100,,,,,,,,27.20213,5.2416964,-1.4899285,-8.9804125,-14.169359,-37.26256
101,,,,,,,,32.53451,7.6938457,-0.7766705,-1.9935805,-4.356844,-34.2574
102,,,,,,,,24.513212,-3.174731,-4.539362,-4.710035,-15.348122,-22.776815
103,,,,,,,,38.94301,-1.5158844,-2.9284735,-4.058964,-8.728224,-70.90147
104,,,,,,,,18.917135,-7.273567,-7.416481,-10.489536,-11.080093,-32.72264
105,,,,,,,,20.260523,5.1196146,0.6260747,-0.714293,-5.266542,-41.100967
106,,,,,,,,22.315126,-0.31594077,-0.71596766,-12.611173,-13.349243,-47.028225
107,,,,,,,,66.07341,26.16609,4.115535,-6.0360994,-20.942972,-104.398125
108,,,,,,,,39.92096,5.457832,1.2634269,-3.0421152,-14.58613,-43.875175
109,,,,,,,,20.05853,12.213131,5.504199,-0.9581162,-4.2901707,-62.785248
110,,,,,,,,40.3965,9.6230545,2.2589748,-12.089123,-17.919977,-71.21731
111,,,,,,,,83.265495,58.200806,-3.0525753,-7.440328,-10.687503,-172.01732
112,,,,,,,,22.208899,-3.3910148,-3.400676,-13.570517,-13.868849,-29.173803
113,,,,,,,,21.619017,3.2319725,3.1029859,-3.3374546,-5.914536,-41.69638
114,,,,,,,,52.665985,9.891354,-6.9831066,-8.356673,-8.716125,-74.10047
115,,,,,,,,41.019062,9.460819,-9.657761,-19.465483,-20.122843,-47.752266
116,,,,,,,,38.76932,21.571207,4.8660026,-9.322673,-16.548813,-73.66071
117,,,,,,,,22.85071,15.243712,5.183725,2.7559228,-11.305236,-86.10872
118,,,,,,,,32.93488,12.604405,4.9349194,-6.9185295,-8.9064245,-23.713293
119,,,,,,,,67.33,3.4620333,-0.28486514,-1.5768459,-12.250013,-68.552795
120,,,,,,,,32.476826,24.560349,3.531753,-3.8696756,-19.849426,-86.24584
121,,,,,,,,51.901638,15.488492,9.660018,-3.325785,-20.005634,-79.96375
122,,,,,,,,51.095463,32.651554,7.281511,2.9538436,-33.08082,-104.752754
123,,,,,,,,55.220516,7.851283,-2.7126899,-3.078487,-7.4785194,-63.069176
124,,,,,,,,17.99557,-4.813658,-7.511473,-12.438949,-12.645682,-32.01479
125,,,,,,,,17.751999,-1.4745706,-8.282238,-10.984143,-13.789086,-44.709366
126,,,,,,,,23.605204,9.4351845,0.59636426,-10.740643,-15.443471,-41.968403
127,,,,,,,,16.409594,8.756809,1.1976744,-4.028902,-6.7349844,-29.558277
128,,,,,,,,13.088093,-4.4718595,-7.5064373,-17.903234,-19.374992,-37.787586
129,,,,,,,,32.584675,7.458305,0.2902039,-5.359104,-16.740969,-64.83131
130,,,,,,,,52.998398,14.470809,-3.0847487,-6.6751156,-10.549218,-88.75285
131,,,,,,,,33.57951,12.717027,-5.3714147,-6.881284,-20.689661,-43.13006
132,,,,,,,,22.740814,19.484993,14.924994,3.018939,-13.987457,-46.628063
133,,,,,,,,29.400911,9.304748,-4.692896,-6.7188416,-9.771894,-67.1359
134,,,,,,,,16.37877,-2.3153214,-3.6928656,-18.087772,-19.681908,-52.124546
135,,,,,,,,72.745964,28.265564,-0.3243249,-12.918716,-21.91977,-110.74033
136,,,,,,,,39.715763,-0.88675606,-4.91962,-6.593152,-18.48883,-86.328
137,,,,,,,,12.0901575,-0.1057131,-4.4789085,-7.100826,-11.618339,-69.52039
138,,,,,,,,22.495745,-1.702925,-4.2003746,-11.321268,-14.040884,-68.637924
139,,,,,,,,27.739508,7.693777,-7.720523,-14.217253,-17.496634,-35.996937
140,88,3.2464809564416446,0.3921568627450981,0.01568627450980392,7,1,4,10.452785,3.923967,-1.9063598,-4.1811824,-7.807026,-33.750805
141,,,,,,,,15.165475,11.1644535,5.8823295,1.8039213,-8.716967,-39.243446
142,,,,,,,,35.520683,5.8530965,-11.632663,-13.424665,-16.627705,-45.18062
143,,,,,,,,23.934195,4.6151614,3.112615,2.0622602,-1.9606253,-74.04267
144,,,,,,,,10.770902,3.902644,0.8875093,-11.13193,-11.306864,-27.200634
145,,,,,,,,35.566772,0.8569007,-1.4832703,-11.092716,-16.22633,-40.709793
146,,,,,,,,32.05815,2.6614118,-3.9219177,-14.538918,-19.211403,-63.038754
147,,,,,,,,22.817402,-0.7508452,-7.493538,-11.903702,-12.735899,-32.90123
148,125,3.6660647508467443,0.3921568627450981,0.00392156862745098,7,4,2,12.846717,6.0137253,2.162425,-5.2400794,-9.200536,-41.592
149,,,,,,,,60.369293,18.920889,-5.4895196,-12.148771,-14.914582,-103.26533
150,,,,,,,,22.320498,-7.3619523,-13.65122,-15.343725,-17.214762,-29.922665
151,,,,,,,,40.35829,12.329618,-4.6567607,-8.498913,-10.517867,-42.275917
152,,,,,,,,22.43981,-3.0100918,-3.5050101,-9.090836,-15.65318,-36.216015
153,,,,,,,,26.98526,9.285808,-3.1090093,-4.1596313,-11.697597,-51.076443
154,143,4.035059731373933,0.3921568627450981,0.00392156862745098,9,5,2,20.250776,10.22817,9.705514,-6.180595,-8.501524,-47.505325
155,,,,,,,,33.74268,7.3364043,-1.7666315,-11.760551,-15.75687,-49.478523
156,,,,,,,,38.955753,3.58228,1.252387,-5.9212055,-9.599539,-76.94923
157,,,,,,,,56.765522,31.09497,11.754433,-13.674571,-25.200499,-79.26502
158,,,,,,,,26.273468,7.2299423,-1.6042095,-7.0197463,-8.261521,-31.506445
159,,,,,,,,31.818077,11.74701,-1.0637531,-7.76161,-16.103683,-82.7691
160,133,3.9620848185253146,0.3921568627450981,0.00392156862745098,8,4,3,5.1116347,-1.2519851,-1.4482741,-6.8467164,-6.962582,-34.69464
161,,,,,,,,45.417572,14.525465,-1.4779713,-2.9405313,-9.845913,-100.03705
162,,,,,,,,35.332737,2.5011036,-3.9183416,-7.4814696,-8.994651,-58.80167
163,,,,,,,,31.880062,6.264598,-9.464058,-12.583165,-13.744524,-48.345894
164,,,,,,,,45.90058,14.945712,-14.822357,-23.445726,-26.34378,-91.16313
165,,,,,,,,48.832077,6.827774,-1.3795304,-5.3096476,-14.01816,-68.6575
166,,,,,,,,39.549046,3.4510393,0.74023443,-21.168297,-21.686426,-37.97086
167,,,,,,,,40.94097,11.046124,4.6018844,-10.155875,-13.919659,-70.41361
168,,,,,,,,31.526384,11.626936,10.013182,6.1282363,-4.597202,-82.362045
169,,,,,,,,42.409565,2.4743745,-0.45906514,-6.113929,-8.130669,-46.660442
170,,,,,,,,34.089706,8.615663,7.2903156,3.342411,-16.01099,-77.40016
171,,,,,,,,41.471462,4.713008,-0.46495113,-2.6297457,-16.048466,-96.41469
172,,,,,,,,18.459082,14.970476,12.530436,2.8821032,-12.287377,-51.837814
173,,,,,,,,25.040852,0.627151,-5.0992823,-6.554897,-6.6344485,-17.998386
174,,,,,,,,21.140726,2.706373,-4.57896,-7.61753,-7.949837,-31.491503
175,,,,,,,,41.92963,4.867521,-5.5494857,-8.853231,-10.146653,-44.748013
176,,,,,,,,29.6457,4.3793955,-7.439475,-9.544885,-11.077858,-81.75972
177,,,,,,,,27.311422,12.814213,-5.962426,-8.301923,-9.700491,-46.572178
178,,,,,,,,23.80487,-3.1314647,-4.857539,-10.713373,-10.999755,-38.471577
179,,,,,,,,55.814606,41.303326,11.692895,-10.462614,-11.246712,-120.5293
180,94,3.4622121145121456,0.3921568627450981,0.01568627450980392,2,1,2,14.526706,13.195439,-4.7477136,-6.4007807,-6.7256866,-46.68822
181,,,,,,,,58.204967,25.032654,14.933016,-2.4976428,-7.485903,-161.20047
182,,,,,,,,40.589848,23.406054,14.96355,-21.364693,-21.61149,-71.86859
183,,,,,,,,43.956318,12.031698,8.633613,-12.809906,-23.212564,-86.54182
184,,,,,,,,28.214523,0.24177864,-7.6825213,-10.502778,-13.630543,-44.685
185,,,,,,,,47.488617,9.888217,2.4103608,-2.8676689,-9.443784,-70.804146
186,,,,,,,,41.54708,6.81365,-1.2541686,-7.160057,-7.276631,-54.192406
187,,,,,,,,33.02616,4.088883,1.1235052,-3.0478692,-22.030968,-70.80335
188,,,,,,,,18.626455,3.4780726,-2.3276076,-2.7070532,-9.851895,-42.17898
189,,,,,,,,26.297749,3.401793,-1.2434754,-4.5033717,-7.198616,-66.292114
190,,,,,,,,28.310894,5.8250346,-4.2191787,-21.220797,-23.956871,-93.08514
191,,,,,,,,37.319565,-5.1252756,-7.6298866,-9.265455,-15.662698,-29.08582
192,,,,,,,,29.961971,8.536573,-3.1274774,-7.412961,-14.793928,-51.292397
193,,,,,,,,31.014761,2.1607304,0.15093297,-3.5509071,-3.829235,-40.80814
194,,,,,,,,37.551334,11.412254,-3.468236,-17.63574,-23.199448,-62.78321
195,,,,,,,,32.863495,2.275866,0.46121827,-1.5252794,-7.477164,-65.84863
196,,,,,,,,67.09201,2.5930538,-1.0050908,-3.0221565,-7.0503297,-82.23629
197,,,,,,,,23.209953,-11.091939,-13.918118,-16.270166,-17.894032,-38.372658
198,,,,,,,,44.468044,8.936083,5.2994776,-17.369812,-22.399551,-87.77586
199,,,,,,,,29.956758,8.547501,3.9749799,-4.7360744,-11.595282,-70.00339
200,,,,,,,,31.3931,-7.8744597,-9.124888,-15.202736,-16.686459,-44.32502
201,,,,,,,,30.577229,0.83821785,0.60863686,-6.9583044,-12.994522,-32.980232
202,165,4.423732786313599,0.3921568627450981,0.00392156862745098,8,5,2,16.843664,8.017558,2.2275033,-11.44878,-18.67303,-38.95333
203,,,,,,,,56.65162,32.052807,5.430393,2.3678093,-20.994316,-121.73538
204,,,,,,,,32.401913,0.85460734,-2.9381452,-6.8583302,-9.270378,-44.067093
205,,,,,,,,27.863775,2.3328016,1.8222744,-1.4269168,-11.942656,-39.05926
206,,,,,,,,57.80293,3.4640517,-0.0704702,-7.45251,-7.7978687,-70.126305
207,,,,,,,,23.92674,16.609411,7.1653857,-7.4695015,-11.407967,-95.25903
208,,,,,,,,25.422989,7.853857,-4.0246344,-8.346784,-9.336395,-43.638763
209,,,,,,,,61.805683,3.960428,-0.32937598,-9.192959,-13.819804,-68.22948
210,,,,,,,,25.984447,1.8189209,-0.26019466,-1.64735,-6.9490857,-21.322222
211,,,,,,,,18.089426,-5.984448,-7.342971,-17.144903,-17.517103,-44.310394
212,,,,,,,,16.446598,7.9319572,0.9951218,-4.8953166,-6.1739583,-68.44242
213,,,,,,,,50.39396,7.1863303,-1.7513138,-5.3186307,-8.111736,-101.62603
214,,,,,,,,55.269516,12.63909,11.224703,3.7878387,-10.854023,-100.10865
215,,,,,,,,73.99391,26.798355,-5.5608215,-12.488105,-33.415066,-100.855965
216,,,,,,,,26.078712,4.211867,0.40418288,-1.0348963,-6.0077705,-15.438713
217,,,,,,,,33.99296,6.6178613,-2.666185,-14.248858,-16.208378,-42.62025
218,,,,,,,,54.65271,12.044822,7.067729,0.06054254,-6.317865,-66.096176
219,,,,,,,,34.4723,1.3829619,-2.3903205,-9.94975,-10.370538,-66.063065
220,,,,,,,,51.573742,10.673572,3.9928327,-3.053669,-17.219515,-93.562325
221,,,,,,,,66.53655,0.6520433,-5.7591705,-7.0090365,-19.545027,-67.54612
222,,,,,,,,26.107197,18.568428,-10.920375,-20.136385,-26.68621,-83.34307
223,,,,,,,,37.95615,4.3000536,-1.5720943,-2.2649584,-7.40193,-50.680817
224,165,4.420929913434525,0.3921568627450981,0.00392156862745098,1,7,2,15.100704,8.165205,7.137452,1.5260401,-3.9610753,-44.71316
225,,,,,,,,31.105646,0.5013041,-8.610601,-17.286043,-18.690903,-49.978855
226,,,,,,,,32.389633,4.477602,-1.245107,-8.415673,-12.300011,-81.73184
227,,,,,,,,28.153559,2.7095966,1.3143348,-1.840848,-4.7155137,-56.24088
228,,,,,,,,14.404432,-0.28457123,-3.5882804,-7.0308537,-11.793423,-41.656864
229,,,,,,,,59.198307,11.352938,-2.836928,-3.2344675,-6.837825,-51.70973
230,,,,,,,,37.611168,4.2385445,-1.6438243,-7.502928,-7.742579,-58.49464
231,,,,,,,,19.896467,-5.1350317,-7.609462,-9.376355,-11.335638,-31.73176
232,,,,,,,,19.063377,4.553997,4.0353465,-1.0852054,-4.327423,-25.550303
233,,,,,,,,33.80109,5.9017353,2.5330613,-9.143468,-13.083522,-55.098515
234,,,,,,,,21.925425,2.1196508,1.6948781,0.5788689,-4.3143764,-30.908236
235,,,,,,,,59.44877,19.852543,6.426425,-17.585163,-26.285717,-82.58756
236,,,,,,,,73.40953,19.10725,-2.4893126,-12.53857,-15.889755,-76.313644
237,,,,,,,,40.26971,14.39365,-6.583986,-10.797167,-25.457575,-60.685825
238,,,,,,,,19.966434,4.1869965,-0.97157264,-10.329609,-19.071272,-41.389618
239,,,,,,,,37.79067,2.5131488,-4.599267,-14.222414,-16.702728,-37.03096
240,117,3.793766513619624,0.3921568627450981,0.011764705882352941,8,4,4,3.2040203,-3.139557,-6.175513,-7.666492,-8.026355,-28.533289
241,,,,,,,,50.34315,23.600857,2.4578185,-3.105497,-12.145698,-51.30676
242,,,,,,,,44.978638,2.9530654,-0.92013204,-7.689333,-42.889347,-74.38314
243,,,,,,,,51.50581,-0.24830255,-7.4220033,-7.89544,-9.202041,-77.09403
244,,,,,,,,35.185265,3.5592933,1.031728,-11.956276,-35.30256,-71.08872
245,,,,,,,,34.236103,-5.569027,-8.436882,-8.97817,-11.220412,-44.758392
246,,,,,,,,20.922153,6.760186,-1.4988041,-4.21919,-10.842938,-26.855947
247,,,,,,,,25.32049,6.319764,-5.3176355,-8.117975,-8.278031,-49.3083
248,,,,,,,,30.635317,-15.356923,-17.503986,-18.868065,-23.897465,-64.03356
249,,,,,,,,59.063217,5.636199,4.715699,-6.243911,-9.672194,-61.303005
250,,,,,,,,25.006994,1.1835357,-0.701141,-4.5757284,-4.785098,-91.59217
251,,,,,,,,32.17182,16.29129,2.6634839,-5.5385885,-11.948683,-52.745354
252,,,,,,,,35.427193,-3.8182237,-6.4498787,-13.598996,-15.9561,-62.623764
253,,,,,,,,47.01681,9.555023,-6.957972,-29.602108,-31.152437,-76.4605
254,,,,,,,,17.574968,7.450704,2.6053152,-3.392286,-21.063581,-29.091505
255,,,,,,,,63.285492,16.553764,-2.9856083,-6.7074394,-26.699486,-92.639175
256,,,,,,,,15.55363,4.5590696,4.431347,4.296817,1.7255845,-39.50722
257,,,,,,,,43.942703,8.106846,-15.868836,-16.475847,-21.37018,-39.3684
258,,,,,,,,35.429447,1.6031222,-1.682084,-7.3512735,-8.362853,-54.892426
259,,,,,,,,25.788849,6.914174,-5.4861026,-10.694654,-14.479072,-35.50288
260,,,,,,,,23.002157,7.3071547,-0.009634554,-0.9654456,-7.060803,-27.699299
261,,,,,,,,28.690392,-0.14972901,-7.656553,-10.152995,-15.337029,-37.280025
262,,,,,,,,4.087572,-9.55836,-10.705936,-13.036635,-13.141417,-34.644085
263,,,,,,,,56.18065,-3.6032567,-9.505118,-11.495094,-11.654228,-71.910385
264,132,3.887683011808907,0.3921568627450981,0.00784313725490196,9,4,2,17.139471,12.137442,-2.9135113,-16.889782,-17.552929,-35.662777
265,,,,,,,,33.854816,0.7578184,-10.507099,-12.290682,-14.013126,-57.821796
266,,,,,,,,34.980133,30.47611,14.326318,-7.021215,-24.725466,-92.28746
267,,,,,,,,22.204506,3.0625367,-0.94037485,-2.6490347,-5.077301,-56.223934
268,,,,,,,,30.86621,11.521295,-2.3926878,-6.597549,-14.247638,-58.21927
269,,,,,,,,22.861013,3.9782414,-0.20671958,-2.344506,-13.542002,-32.9885
270,,,,,,,,19.392391,-1.6166482,-3.0207517,-10.032171,-10.180252,-21.267998
271,,,,,,,,40.87599,-1.3991994,-10.238487,-15.597919,-16.041447,-36.235767
272,,,,,,,,29.999245,10.3504305,-0.92341375,-5.9379706,-22.679882,-55.796196
273,,,,,,,,23.512976,12.502284,0.5631803,-12.727969,-13.902276,-39.419136
274,,,,,,,,20.57451,10.075604,4.39831,-1.6434934,-5.2751083,-51.751442
275,,,,,,,,35.588936,-0.65520513,-15.746201,-16.89437,-18.934076,-44.82174
276,,,,,,,,21.843855,6.0045877,-3.1437693,-4.2481146,-7.846456,-34.019096
277,,,,,,,,61.932705,8.524937,4.7067604,-29.267925,-30.43505,-67.3028
278,,,,,,,,10.840965,2.965638,1.7914898,-6.822421,-15.527415,-55.150997
279,,,,,,,,53.575237,28.25623,3.545467,-8.103423,-8.360375,-101.16575
280,,,,,,,,28.904741,14.626042,-1.1592193,-12.927723,-13.126154,-55.58501
281,,,,,,,,71.8965,21.075474,6.082696,-1.6739407,-27.201208,-113.49784
282,112,3.534939027113948,0.3921568627450981,0.00784313725490196,9,5,2,12.949473,5.094211,1.4510447,-0.16049424,-3.8645065,-46.839954
283,,,,,,,,67.76731,0.10248262,-8.972266,-9.303916,-11.314971,-77.94811
284,,,,,,,,28.163881,21.803173,-2.1853154,-3.0371685,-24.292377,-63.768227
285,,,,,,,,23.089476,-2.404048,-6.7629337,-10.042421,-10.072026,-48.801647
286,,,,,,,,33.09695,-0.38767698,-7.176652,-13.018845,-17.042322,-44.390114
287,,,,,,,,24.152231,6.06163,2.1609216,0.86985743,-11.352875,-27.459572
288,,,,,,,,61.656345,11.990016,-2.249434,-7.6865273,-9.272109,-86.900246
289,,,,,,,,42.728226,6.7609777,-8.752073,-15.972942,-22.849775,-33.58283
290,,,,,,,,22.78849,5.2876596,0.5396252,-3.8624842,-8.50882,-38.917805
291,,,,,,,,49.314106,27.984583,-0.43245262,-9.45843,-14.597395,-71.25594
292,,,,,,,,16.228313,2.6509008,0.206042,-4.528821,-8.218324,-18.825956
293,,,,,,,,66.11243,7.6109667,-0.3322318,-14.544979,-16.562283,-61.5132
294,,,,,,,,35.42802,10.255033,-19.05796,-24.85214,-25.714722,-94.03965
295,,,,,,,,18.783047,-0.8465939,-6.3320193,-11.842075,-14.025186,-31.787989
296,,,,,,,,56.8006,-1.5844991,-3.6650817,-10.324606,-10.414757,-66.7541
297,,,,,,,,43.29507,10.702434,-13.233913,-17.906498,-20.549015,-36.888412
298,,,,,,,,67.51641,23.316504,-14.444595,-18.905722,-21.13771,-120.27598
299,,,,,,,,78.07015,2.9038181,0.55447775,-1.3111808,-10.589773,-68.1212
300,,,,,,,,19.316671,-3.3699875,-11.735381,-14.435163,-16.550468,-47.880154
301,,,,,,,,52.26189,8.958304,-2.0044315,-5.9503427,-9.531467,-74.570625
302,,,,,,,,29.58234,4.53151,-11.2005,-13.061394,-15.786391,-46.082195
303,,,,,,,,64.79073,2.7405307,2.2494652,-9.509451,-10.351639,-62.17538
304,,,,,,,,18.656689,-1.0201077,-6.583156,-9.624619,-9.695518,-60.564926
305,,,,,,,,40.211937,11.943459,2.3626807,-0.4767248,-17.437103,-55.569405
