seed_index,true_label,original_prediction,modified_prediction,is_valid,diff_pixels,l0_distance,l1_distance,l2_distance,linf_distance
42659,0,0,5,True,475,475.0,65.36078431372549,3.187627465393578,0.1960784313725491
54649,6,6,0,True,555,555.0,53.372549019607845,2.677997840491914,0.1960784313725491
54652,8,8,5,True,520,520.0,88.49803921568628,4.091932780395739,0.1960784313725491
36666,0,0,3,True,537,537.0,74.8549019607843,3.660821596793878,0.1960784313725491
24670,3,3,0,True,566,566.0,78.76470588235294,3.818401790508202,0.1960784313725491
54663,6,6,4,True,476,476.0,66.28627450980392,3.2234029840194696,0.1960784313725492
18668,4,4,5,True,360,360.0,36.41960784313726,2.2415975793626943,0.1960784313725491
6676,4,4,3,True,402,402.0,76.47843137254901,3.8571533130176494,0.1960784313725491
42693,3,3,6,True,344,344.0,60.61960784313725,3.3678307168003894,0.1960784313725491
24693,7,7,5,True,240,240.0,33.46666666666666,2.3042411125920896,0.19607843137254904
24694,6,6,0,True,491,491.0,75.27843137254902,3.508263436717253,0.1960784313725491
54686,7,7,5,True,272,272.0,41.62352941176471,2.7364120282147573,0.1960784313725491
24700,6,6,4,True,516,516.0,77.0156862745098,3.566073207857424,0.1960784313725491
18692,4,4,6,True,489,489.0,93.09803921568627,4.247694265645124,0.1960784313725491
6709,7,7,5,True,358,358.0,62.72941176470588,3.467607005816792,0.1960784313725491
24720,1,1,0,True,412,412.0,73.94509803921568,3.7250567343292302,0.1960784313725491
36722,8,8,5,True,449,449.0,69.16862745098038,3.423621497762053,0.1960784313725491
727,1,1,8,True,588,588.0,99.22745098039215,4.336675137650896,0.1960784313725491
48742,6,6,0,True,512,512.0,47.450980392156865,2.4936798234535384,0.1960784313725491
6737,7,7,0,True,333,333.0,46.396078431372544,2.806755732038509,0.1960784313725491
54737,6,6,5,True,566,566.0,97.65098039215687,4.281129969734906,0.1960784313725491
36761,7,7,5,True,259,259.0,44.35294117647059,2.885874865767554,0.1960784313725492
759,3,3,0,True,442,442.0,82.4235294117647,4.0060507868191575,0.1960784313725491
48771,4,4,2,True,551,551.0,102.03529411764706,4.449629232596129,0.1960784313725491
6764,8,8,7,True,359,359.0,64.61960784313726,3.5053603155660626,0.1960784313725491
781,4,4,2,True,486,486.0,91.30196078431372,4.217059511859739,0.1960784313725492
6777,6,6,0,True,548,548.0,45.86274509803921,2.246394864778768,0.1960784313725491
18783,7,7,5,True,187,187.0,27.48235294117647,2.2005486715768114,0.1960784313725491
787,6,6,4,True,508,508.0,89.89803921568627,4.148682294750449,0.1960784313725491
6786,7,7,5,True,232,232.0,36.69803921568627,2.6011797518624937,0.1960784313725492
792,7,7,5,True,270,270.0,41.99215686274509,2.739518138452671,0.1960784313725491
24803,6,6,2,True,293,293.0,51.86274509803921,3.146327567598415,0.1960784313725491
48802,3,3,0,True,259,259.0,27.63921568627451,1.9477922517305526,0.1960784313725491
6796,8,8,5,True,456,456.0,70.54117647058823,3.5848371351651895,0.1960784313725491
42810,8,8,5,True,505,505.0,82.94117647058823,3.891267246580955,0.1960784313725491
36813,7,7,5,True,339,339.0,53.87843137254902,3.1257362070130568,0.1960784313725491
24817,6,6,5,True,455,455.0,77.41960784313724,3.761497816141615,0.1960784313725491
6809,8,8,6,True,502,502.0,81.7843137254902,3.9422259845406167,0.1960784313725491
18816,4,4,6,True,516,516.0,98.73333333333333,4.389868101139897,0.1960784313725492
6817,9,9,7,True,378,378.0,65.41960784313726,3.5386762936969065,0.1960784313725491
42826,6,6,4,True,463,463.0,79.71764705882353,3.84350138331006,0.1960784313725491
42831,7,7,5,True,234,234.0,23.16470588235294,1.8248277056546667,0.1960784313725491
30828,7,7,5,True,193,193.0,27.168627450980395,2.152494685656642,0.1960784313725492
54820,0,0,8,True,524,524.0,70.81960784313725,3.4030924263504416,0.1960784313725491
36840,2,2,3,True,528,528.0,85.87450980392157,3.9794628491134385,0.1960784313725491
36844,4,4,2,True,522,522.0,101.30588235294118,4.451350075344761,0.1960784313725491
837,4,4,2,True,423,423.0,76.52549019607844,3.8466450577993334,0.1960784313725491
6835,7,7,5,True,223,223.0,38.180392156862744,2.6846739184569337,0.1960784313725491
30845,3,3,6,True,421,421.0,67.75294117647059,3.5264366545653494,0.1960784313725491
24853,8,8,9,True,414,414.0,72.46666666666667,3.691779369037393,0.1960784313725491
18846,9,9,5,True,392,392.0,62.996078431372545,3.3561663195490183,0.1960784313725491
54843,7,7,5,True,240,240.0,37.35294117647059,2.597923045867436,0.1960784313725491
54851,2,2,0,True,493,493.0,50.63137254901961,2.485207292446306,0.1960784313725491
6856,6,6,2,True,374,374.0,62.705882352941174,3.4784335831281523,0.1960784313725492
42879,3,3,8,True,423,423.0,69.91372549019607,3.6401452497731968,0.1960784313725491
48880,4,4,3,True,404,404.0,73.14901960784313,3.7491036991143365,0.1960784313725491
30880,6,6,2,True,517,517.0,85.11372549019606,3.9194033237797794,0.1960784313725491
880,3,3,1,True,375,375.0,67.56862745098039,3.6176125190975625,0.1960784313725491
18888,3,3,5,True,313,313.0,51.462745098039214,3.061489537024966,0.1960784313725491
30898,3,3,2,True,374,374.0,64.13725490196077,3.4855068741769313,0.1960784313725491
24908,8,8,7,True,369,369.0,67.76470588235293,3.6274107045988773,0.1960784313725491
6897,3,3,4,True,379,379.0,67.51372549019607,3.5938261383874086,0.1960784313725491
54900,1,1,3,True,246,246.0,44.8156862745098,2.9269985072490057,0.1960784313725491
18907,8,8,9,True,493,493.0,89.68627450980392,4.157332566864353,0.1960784313725491
24920,2,2,3,True,439,439.0,74.6,3.706056640781791,0.1960784313725491
6910,7,7,5,True,245,245.0,42.48235294117647,2.8349415342294164,0.1960784313725492
6915,4,4,2,True,469,469.0,87.58823529411765,4.129013257496807,0.1960784313725492
48931,6,6,4,True,545,545.0,91.02745098039216,4.031300068014023,0.1960784313725491
931,6,6,4,True,591,591.0,76.76862745098039,3.3572750342379023,0.1960784313725491
54929,4,4,3,True,402,402.0,51.03921568627451,2.833595889863467,0.1960784313725491
42946,2,2,0,True,573,573.0,75.34901960784313,3.3408818796761555,0.1960784313725491
36947,3,3,2,True,419,419.0,70.33725490196078,3.5762598837141484,0.1960784313725491
30953,2,2,3,True,511,511.0,94.9921568627451,4.2831734472154155,0.1960784313725491
30965,9,9,5,True,311,311.0,55.27843137254902,3.2676669136898773,0.1960784313725491
30983,6,6,2,True,387,387.0,69.28627450980392,3.6510161957765095,0.1960784313725491
36998,6,6,4,True,481,481.0,51.23529411764706,2.6975290215290624,0.1960784313725491
25005,4,4,6,True,563,563.0,104.99215686274509,4.510187536966532,0.1960784313725491
54992,7,7,5,True,345,345.0,60.49411764705883,3.3856653289034218,0.1960784313725491
54993,4,4,3,True,478,478.0,87.68235294117646,4.105294262807093,0.1960784313725491
43005,3,3,0,True,349,349.0,48.23529411764706,2.708069590565082,0.1960784313725491
43019,4,4,6,True,510,510.0,97.19607843137254,4.346823116183049,0.1960784313725491
31019,7,7,5,True,232,232.0,41.45098039215686,2.8048675217711545,0.1960784313725491
7013,2,2,8,True,460,460.0,78.48235294117646,3.821871938385418,0.1960784313725491
43027,4,4,2,True,462,462.0,73.50588235294117,3.5364852864770504,0.1960784313725491
7025,3,3,5,True,357,357.0,61.678431372549014,3.345785277541593,0.1960784313725491
37040,4,4,6,True,541,541.0,101.38039215686274,4.441276456477399,0.1960784313725492
37043,2,2,3,True,490,490.0,92.29803921568626,4.24171626381882,0.1960784313725492
1032,1,1,3,True,213,213.0,38.71764705882353,2.706714847782256,0.1960784313725491
7032,0,0,5,True,460,460.0,58.35686274509804,2.986472126635039,0.1960784313725491
37056,3,3,5,True,550,550.0,69.85882352941177,3.104465907950275,0.1960784313725492
7045,4,4,2,True,507,507.0,95.97647058823529,4.3205329530137435,0.1960784313725492
49061,8,8,7,True,377,377.0,64.08627450980393,3.4937281092694406,0.1960784313725491
43065,4,4,3,True,434,434.0,80.20392156862744,3.9459633401801084,0.1960784313725492
7061,4,4,2,True,460,460.0,82.9607843137255,4.006877977489433,0.1960784313725492
31079,0,0,3,True,311,311.0,58.76078431372548,3.3750879635965947,0.1960784313725492
19089,7,7,5,True,272,272.0,39.98039215686274,2.626728024623077,0.1960784313725491
49100,6,6,4,True,481,481.0,70.52941176470588,3.3615850054041836,0.1960784313725491
7089,7,7,5,True,270,270.0,38.090196078431376,2.601419185029569,0.1960784313725491
25110,2,2,0,True,573,573.0,102.4470588235294,4.422847951959403,0.1960784313725491
37109,3,3,4,True,445,445.0,63.666666666666664,3.225453840906029,0.1960784313725491
43109,4,4,2,True,439,439.0,79.76862745098038,3.928380358550531,0.1960784313725491
1105,8,8,0,True,568,568.0,100.49411764705883,4.32654423365427,0.1960784313725491
55105,4,4,2,True,486,486.0,86.10196078431372,4.039356555700802,0.1960784313725491
25126,8,8,7,True,458,458.0,69.84313725490196,3.4334492315350524,0.1960784313725491
49130,2,2,6,True,496,496.0,80.32549019607843,3.8292968066035575,0.1960784313725491
43127,2,2,0,True,551,551.0,79.03529411764706,3.5809741167397044,0.1960784313725491
19120,2,2,4,True,446,446.0,55.588235294117645,2.8869644316086265,0.1960784313725491
37135,2,2,3,True,527,527.0,97.27843137254902,4.323023846658423,0.1960784313725491
37141,2,2,0,True,528,528.0,77.92156862745098,3.5735368084056964,0.1960784313725491
49146,7,7,5,True,288,288.0,41.78431372549019,2.699751508635821,0.1960784313725491
31151,8,8,0,True,449,449.0,84.30588235294117,4.0557817530784845,0.1960784313725491
43158,0,0,8,True,550,550.0,102.70196078431373,4.454914043065638,0.1960784313725492
19151,2,2,1,True,573,573.0,70.25490196078431,3.2161859965610198,0.1960784313725491
37168,3,3,0,True,515,515.0,59.18431372549019,2.9507973365150244,0.1960784313725491
37194,4,4,2,True,484,484.0,85.94901960784313,4.067536352635055,0.1960784313725491
31200,8,8,5,True,317,317.0,55.97254901960784,3.256184486279757,0.1960784313725491
1199,3,3,0,True,396,396.0,66.46666666666667,3.519657545118509,0.1960784313725491
7198,2,2,3,True,501,501.0,89.15686274509804,4.156135711485801,0.1960784313725491
43215,6,6,4,True,494,494.0,78.70196078431373,3.6723537734811065,0.1960784313725491
37228,2,2,6,True,541,541.0,79.6,3.63902974508075,0.1960784313725491
19244,6,6,4,True,474,474.0,67.99215686274509,3.3437024420186146,0.1960784313725491
31252,1,1,0,True,500,500.0,45.99607843137255,2.5119629194264843,0.1960784313725491
37266,6,6,4,True,448,448.0,64.74509803921569,3.2440072806972022,0.1960784313725491
31265,3,3,0,True,409,409.0,62.40392156862745,3.2571478195643637,0.1960784313725491
55266,6,6,4,True,459,459.0,79.90196078431373,3.8583552242535175,0.1960784313725491
55267,7,7,5,True,237,237.0,38.11764705882353,2.651200826198977,0.1960784313725491
55268,0,0,8,True,468,468.0,62.89803921568628,3.2114390890508235,0.1960784313725491
37282,8,8,2,True,478,478.0,87.33333333333333,4.10724737127655,0.1960784313725492
37287,8,8,5,True,648,648.0,119.01960784313725,4.75794727626705,0.1960784313725491
7280,7,7,5,True,201,201.0,28.901960784313722,2.221650830038623,0.1960784313725491
1295,8,8,5,True,244,244.0,38.54117647058823,2.706444954300279,0.1960784313725491
49314,7,7,5,True,216,216.0,33.81176470588235,2.5201502429840588,0.1960784313725491
7300,3,3,8,True,300,300.0,55.38823529411764,3.2783094076196737,0.1960784313725491
37315,7,7,5,True,291,291.0,48.20392156862745,3.001878176653136,0.1960784313725491
1302,2,2,4,True,487,487.0,72.3529411764706,3.4408496576836956,0.1960784313725491
19307,6,6,4,True,529,529.0,84.38039215686275,3.8061869138981357,0.1960784313725491
55303,6,6,2,True,254,254.0,28.992156862745098,2.257383119169806,0.1960784313725491
1305,6,6,0,True,473,473.0,71.58823529411765,3.5184339076682623,0.1960784313725491
43316,2,2,4,True,428,428.0,77.34509803921569,3.8267658499618773,0.1960784313725491
25337,6,6,4,True,562,562.0,99.60392156862744,4.341385474183087,0.1960784313725491
19327,4,4,6,True,490,490.0,90.40392156862745,4.181868922104195,0.1960784313725491
37349,3,3,6,True,309,309.0,46.54117647058824,2.8234259240294146,0.1960784313725491
31351,6,6,5,True,625,625.0,107.05098039215686,4.459990879662689,0.1960784313725492
43360,3,3,8,True,325,325.0,56.247058823529414,3.290345646183265,0.1960784313725492
55348,7,7,5,True,255,255.0,41.34117647058823,2.742177718344492,0.1960784313725491
19356,3,3,0,True,351,351.0,64.94117647058823,3.526822579695571,0.1960784313725491
49371,1,1,3,True,376,376.0,68.36470588235295,3.6037210040416787,0.1960784313725491
25374,9,9,5,True,362,362.0,64.58039215686273,3.5341754344596232,0.1960784313725491
49375,7,7,5,True,246,246.0,33.678431372549014,2.430562800011173,0.1960784313725491
7365,2,2,0,True,529,529.0,60.41960784313726,2.811376350788827,0.1960784313725491
7371,8,8,5,True,309,309.0,51.96470588235294,3.094410881007855,0.1960784313725491
31381,6,6,0,True,483,483.0,56.46274509803922,2.8939901135617774,0.1960784313725491
55375,2,2,8,True,588,588.0,98.43529411764706,4.244987092695012,0.1960784313725491
55382,7,7,5,True,278,278.0,24.85882352941176,1.8193500493517252,0.1960784313725491
1393,0,0,5,True,356,356.0,30.764705882352946,1.8720757024227657,0.19607843137254904
55395,9,9,5,True,496,496.0,89.93725490196078,4.1591891381389186,0.1960784313725491
25423,3,3,6,True,430,430.0,81.33333333333333,3.969747187613339,0.1960784313725491
37422,6,6,4,True,508,508.0,87.08235294117648,3.984074409981268,0.1960784313725491
55414,6,6,5,True,434,434.0,43.92156862745098,2.3227739319500205,0.1960784313725491
37433,6,6,4,True,345,345.0,59.96078431372549,3.304595846712801,0.1960784313725491
43435,4,4,5,True,430,430.0,61.35686274509804,3.1376323302378726,0.1960784313725491
19427,6,6,4,True,507,507.0,93.92941176470589,4.243409073965403,0.1960784313725491
49445,3,3,0,True,288,288.0,48.13725490196079,2.9444504653446164,0.1960784313725491
25447,8,8,0,True,312,312.0,48.803921568627445,2.9283826315222723,0.1960784313725491
37452,4,4,3,True,523,523.0,96.37647058823529,4.314712899469012,0.1960784313725491
7440,3,3,8,True,420,420.0,70.11764705882354,3.600200771880227,0.1960784313725491
31452,8,8,0,True,555,555.0,87.51764705882353,3.9301024793108676,0.1960784313725491
19451,6,6,5,True,515,515.0,54.15686274509804,2.74137562742541,0.19607843137254904
37469,1,1,0,True,325,325.0,46.258823529411764,2.7475339332464372,0.1960784313725491
25473,4,4,2,True,460,460.0,85.04705882352941,4.066027517984702,0.1960784313725492
7458,4,4,2,True,501,501.0,93.8078431372549,4.267796491124879,0.1960784313725491
43476,6,6,0,True,490,490.0,78.31372549019608,3.6767210372210757,0.1960784313725491
1466,9,9,5,True,407,407.0,67.86274509803921,3.5277054698986623,0.1960784313725491
19472,6,6,4,True,442,442.0,74.52156862745097,3.637987876043028,0.1960784313725491
37489,6,6,4,True,510,510.0,80.86274509803921,3.7271781521796554,0.1960784313725491
7477,1,1,5,True,364,364.0,53.31372549019608,2.9589606122170764,0.19607843137254907
43494,4,4,2,True,468,468.0,84.38039215686274,3.9992290683454956,0.1960784313725491
25500,6,6,0,True,527,527.0,86.12941176470588,3.9429827096984793,0.1960784313725492
19488,4,4,0,True,374,374.0,52.094117647058816,2.939440010275766,0.1960784313725491
25507,8,8,5,True,175,175.0,27.074509803921565,2.2221214894508527,0.1960784313725491
25514,7,7,5,True,254,254.0,38.14901960784313,2.6301654108491976,0.1960784313725491
19507,4,4,2,True,462,462.0,85.02352941176471,4.056344795829469,0.1960784313725492
55508,3,3,6,True,409,409.0,75.98039215686273,3.8125009375333683,0.1960784313725491
31514,6,6,0,True,436,436.0,65.69803921568626,3.276369085859271,0.19607843137254907
31517,6,6,4,True,484,484.0,69.04313725490196,3.3082563057747194,0.1960784313725491
49526,3,3,0,True,298,298.0,36.88235294117647,2.330273162180911,0.1960784313725491
1515,4,4,2,True,562,562.0,104.99607843137255,4.508681872351042,0.1960784313725491
31525,6,6,4,True,435,435.0,48.321568627450986,2.727162697441433,0.1960784313725491
55534,1,1,5,True,509,509.0,28.799999999999997,1.8783372197943844,0.1960784313725491
7530,7,7,5,True,309,309.0,46.35294117647059,2.88502210679727,0.1960784313725491
49553,4,4,2,True,523,523.0,89.49019607843135,4.109661724826374,0.1960784313725492
25581,3,3,0,True,375,375.0,68.10588235294118,3.59915620851646,0.1960784313725491
55569,6,6,4,True,486,486.0,51.12549019607843,2.6341705120991628,0.1960784313725491
19568,3,3,6,True,404,404.0,66.72549019607843,3.49196474243356,0.1960784313725491
31583,6,6,5,True,506,506.0,74.49411764705881,3.4826399811041897,0.1960784313725491
55582,7,7,9,True,321,321.0,50.239215686274505,3.0439280355206626,0.1960784313725492
1588,6,6,4,True,510,510.0,66.4,3.129308563829811,0.19607843137254907
55596,6,6,4,True,468,468.0,55.93333333333333,2.798524903914847,0.1960784313725491
43604,6,6,4,True,509,509.0,74.09411764705882,3.475341820445152,0.1960784313725491
31608,2,2,0,True,555,555.0,97.73725490196078,4.244353056941931,0.1960784313725491
