idx,true_label,pred_label,L0 (before),L0 (after),L2 (before),L2 (after),epsilon
5869,9,4,66,20,5.953128468,3.888555157,"0,1"
5874,9,4,70,16,5.750958665,3.474332753,"0,1"
5878,9,4,64,5,5.156543642,1.93460166,"0,1"
5892,9,4,70,18,5.699245517,3.727669125,"0,1"
5893,9,4,54,19,4.805701151,3.721568627,"0,1"
5898,9,4,60,6,3.973926943,2.197796947,"0,1"
5918,9,4,69,23,5.878900948,4.003001565,"0,1"
5924,9,4,59,21,5.241635287,3.753252594,"0,1"
5937,9,4,55,21,5.479380102,3.897281656,"0,1"
5943,9,4,64,28,5.840103173,4.418654315,"0,1"
5979,9,4,65,28,5.845873816,4.942259452,"0,1"
5992,9,4,63,26,5.946249048,4.066903013,"0,1"
6019,9,4,71,20,6.471468746,4.061524156,"0,1"
6036,9,4,67,2,3.972742577,1.096672819,"0,1"
6051,9,4,70,22,6.071121474,4.468809416,"0,1"
6067,9,4,66,29,5.928939705,4.891928558,"0,1"
6084,9,4,64,18,6.599387154,3.795470702,"0,1"
6092,9,4,74,2,6.449765664,1.2140723,"0,1"
6205,9,4,71,30,6.171478842,4.837305372,"0,1"
6263,9,4,61,24,5.442312194,4.430503125,"0,1"
6272,9,4,55,8,3.60231247,2.368166427,"0,1"
6294,9,4,58,9,5.062918239,2.407868685,"0,1"
6295,9,4,76,13,6.621770393,3.475158174,"0,1"
6310,9,4,65,16,3.736510018,2.808412693,"0,1"
6334,9,4,59,14,4.463294704,2.999436061,"0,1"
6379,9,4,73,30,6.66911835,5.000811929,"0,1"
6382,9,4,65,7,4.488190322,2.080612987,"0,1"
6439,9,4,62,13,5.018618162,3.413042357,"0,1"
6479,9,4,57,15,5.354864267,3.243229721,"0,1"
6491,9,4,62,17,5.293395739,3.170536699,"0,1"
6535,9,4,62,26,5.32983305,4.432857638,"0,1"
6542,9,4,58,7,5.505344647,2.362858186,"0,1"
6577,9,4,69,26,5.867763607,4.290477461,"0,1"
6589,9,4,63,21,5.861748227,3.978266601,"0,1"
6599,9,4,64,14,5.558160558,3.21092426,"0,1"
6625,9,4,67,12,5.493949697,2.537621575,"0,1"
6641,9,4,62,25,5.796386205,4.166561014,"0,1"
6643,9,4,57,12,5.780498576,3.275178985,"0,1"
6661,9,4,63,9,4.817913198,2.016041016,"0,1"
6668,9,4,65,16,4.826101658,3.586237524,"0,1"
6679,9,4,68,9,5.761848031,2.460542914,"0,1"
6694,9,4,83,8,6.174764782,2.635871785,"0,1"
6699,9,4,55,12,4.77487014,2.70031254,"0,1"
6717,9,4,54,13,4.586518868,3.104381693,"0,1"
6741,9,4,64,13,5.72168286,3.22493648,"0,1"
6751,9,4,58,23,5.904317164,3.93564337,"0,1"
6765,9,4,61,16,5.515153359,3.489197919,"0,1"
6769,9,4,61,7,5.429007767,2.299210034,"0,1"
6779,9,4,61,15,5.015255466,3.244585588,"0,1"
6787,9,4,60,14,5.16637161,3.134086636,"0,1"
6790,9,4,77,16,6.036711984,3.707792847,"0,1"
6813,9,4,58,18,4.579324345,3.356331276,"0,1"
6820,9,4,60,19,5.27526928,3.656956841,"0,1"
6821,9,4,64,23,5.588378395,3.74792625,"0,1"
6842,9,4,67,16,5.810119902,3.19945449,"0,1"
6886,9,4,62,13,5.86943418,3.302931719,"0,1"
6893,9,4,64,14,5.542566746,3.174681171,"0,1"
6922,9,4,58,11,5.46155414,2.851554814,"0,1"
6934,9,4,80,37,7.096584186,5.351741588,"0,1"
6961,9,4,70,28,5.905408413,4.829686808,"0,1"
6964,9,4,60,19,6.059885686,4.040814456,"0,1"
6969,9,4,68,15,6.216146454,3.656582547,"0,1"
6993,9,4,71,15,6.098909212,3.481789833,"0,1"
7016,9,4,63,25,4.972862921,4.009310579,"0,1"
7023,9,4,69,27,6.39586083,4.671169355,"0,1"
7053,9,4,52,24,5.00690949,4.197676075,"0,1"
7061,9,4,47,9,4.45307716,2.284457624,"0,1"
7071,9,4,59,21,4.929985772,3.752410477,"0,1"
7087,9,4,53,10,4.369591896,2.770243377,"0,1"
7094,9,4,59,14,4.275605184,2.982398705,"0,1"
7148,9,4,63,14,4.590599357,2.872976613,"0,1"
7155,9,4,50,8,4.30538945,2.307319147,"0,1"
7157,9,4,56,13,4.965661402,3.240181691,"0,1"
7171,9,4,58,3,5.348802537,1.484788952,"0,1"
7180,9,4,64,21,5.721830687,3.738168314,"0,1"
7194,9,4,59,25,5.665267484,4.519913647,"0,1"
7201,9,4,68,6,5.405961651,2.148518619,"0,1"
7208,9,4,71,31,5.927350767,4.451548724,"0,1"
7217,9,4,54,9,4.796881596,2.659974301,"0,1"
7233,9,4,62,6,5.139584863,2.373731677,"0,1"
7239,9,4,64,6,4.308035463,1.851167322,"0,1"
7241,9,4,63,9,4.773539781,2.462439097,"0,1"
7245,9,4,62,15,4.35476556,3.070735979,"0,1"
7251,9,4,62,11,4.76825979,2.451488575,"0,1"
7252,9,4,61,14,5.713549192,3.307726325,"0,1"
7256,9,4,62,19,5.519681329,3.381918131,"0,1"
7264,9,4,57,1,4.042336506,0.945098039,"0,1"
7269,9,4,59,13,5.28866095,2.896783936,"0,1"
7310,9,4,60,15,5.865351903,3.272184216,"0,1"
7312,9,4,61,10,4.74802211,2.64300052,"0,1"
7335,9,4,58,9,5.183475652,2.839296933,"0,1"
7365,9,4,55,11,4.563588907,2.663423634,"0,1"
7381,9,4,78,15,5.387473189,2.364504267,"0,1"
7407,9,4,59,26,4.982492995,3.751859208,"0,1"
7447,9,4,54,20,4.757245834,3.412866624,"0,1"
7492,9,4,66,16,5.491299609,3.374835067,"0,1"
7505,9,4,65,10,5.43270034,2.411796588,"0,1"
7511,9,4,65,24,5.855014905,4.490216628,"0,1"
7538,9,4,66,15,5.323862699,3.384191032,"0,1"
7647,9,4,76,30,6.502705792,4.973688556,"0,1"
7667,9,4,67,13,5.928896907,3.274390041,"0,1"
7680,9,4,59,17,5.06661962,3.613624949,"0,1"
7702,9,4,62,10,5.68498836,2.817780094,"0,1"
7713,9,4,70,15,6.210931564,3.592199674,"0,1"
7714,9,4,66,21,5.354656049,3.529459695,"0,1"
7727,9,4,58,21,5.182377794,3.578286863,"0,1"
7733,9,4,65,15,5.852435029,3.682764286,"0,1"
7742,9,4,55,12,5.274646838,3.208078039,"0,1"
7755,9,4,61,12,6.111877621,3.112339791,"0,1"
7756,9,4,61,6,4.628793424,1.82817456,"0,1"
7757,9,4,64,20,5.730387377,4.014127302,"0,1"
7773,9,4,73,14,6.17544467,2.961456877,"0,1"
7791,9,4,69,10,5.590330533,2.66009282,"0,1"
7805,9,4,74,26,6.024355284,4.326526461,"0,1"
7811,9,4,68,21,6.100815206,4.080819437,"0,1"
7812,9,4,63,15,5.338443342,3.640183272,"0,1"
7922,9,4,62,5,4.440921518,1.790229366,"0,1"
7936,9,4,55,8,3.862026409,2.510539108,"0,1"
8015,9,4,63,17,5.747435782,3.798761408,"0,1"
8030,9,4,60,22,5.631334316,4.200939094,"0,1"
8035,9,4,78,15,5.75523966,3.391991382,"0,1"
8036,9,4,62,28,5.726777991,4.480182344,"0,1"
8066,9,4,63,20,4.900054531,3.149620239,"0,1"
8111,9,4,59,14,5.667385801,3.262396286,"0,1"
8127,9,4,55,14,4.79131439,3.033647017,"0,1"
8141,9,4,56,4,5.35488437,1.811140713,"0,1"
8155,9,4,65,32,5.742092502,4.442026063,"0,1"
8165,9,4,57,20,5.544027409,3.725921544,"0,1"
8199,9,4,66,13,5.824386284,3.021685051,"0,1"
8220,9,4,66,6,5.800746349,1.632800092,"0,1"
8231,9,4,54,22,5.629278927,4.195116254,"0,1"
8238,9,4,47,3,3.843563402,1.600321959,"0,1"
8244,9,4,63,30,5.923070839,4.417526521,"0,1"
8271,9,4,60,13,5.207826896,3.119582578,"0,1"
8287,9,4,64,8,4.809288718,2.771952677,"0,1"
8301,9,4,70,10,5.285120896,2.979295464,"0,1"
8315,9,4,64,6,4.809845087,2.316595097,"0,1"
8316,9,4,69,11,4.98697419,2.723949346,"0,1"
8322,9,4,69,4,5.920245275,1.866860263,"0,1"
