seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,delta_first_prod_vs_second_prob,delta_first_prod_vs_third_prob,delta_first_prod_vs_fourth_prob
48,,,,,,,,4.862254,9.438888,9.459207
49,,,,,,,,25.49385,41.867397,58.892197
50,,,,,,,,23.49208,43.899837,55.880394
51,,,,,,,,55.682514,59.596718,74.65556
52,,,,,,,,45.06768,58.40299,59.440166
53,,,,,,,,7.7295685,11.250643,14.285879
54,,,,,,,,10.401012,24.659754,31.934212
55,,,,,,,,20.612883,22.560825,37.263683
56,,,,,,,,41.694824,56.923065,58.625114
57,,,,,,,,13.904247,21.748276,39.206657
58,,,,,,,,27.70816,30.13484,50.71522
59,,,,,,,,19.592276,25.728683,31.59039
60,,,,,,,,16.05724,34.98988,35.791748
61,,,,,,,,13.422222,28.843174,31.323458
62,,,,,,,,25.259323,25.715168,33.532013
63,,,,,,,,33.756905,40.42805,49.531143
64,,,,,,,,6.3401537,16.627148,20.450268
65,,,,,,,,27.363806,39.18631,43.377983
66,,,,,,,,27.428627,40.328823,42.171654
67,,,,,,,,15.458032,15.678139,21.8833
68,,,,,,,,29.952011,32.38369,35.62097
69,,,,,,,,44.5861,46.31185,48.034554
70,,,,,,,,20.084557,20.383974,24.231
71,,,,,,,,27.671902,32.84784,39.840485
72,,,,,,,,21.247879,31.411785,32.695763
73,,,,,,,,27.430035,28.834393,30.389751
74,,,,,,,,28.184034,55.114956,56.95482
75,,,,,,,,29.143795,36.677246,38.14754
76,,,,,,,,18.580853,27.601315,40.231976
77,,,,,,,,15.803558,20.29753,20.685194
78,,,,,,,,16.146748,31.82293,37.057796
79,,,,,,,,25.005514,26.413933,28.090946
80,,,,,,,,3.3153095,6.5302916,6.6293473
81,,,,,,,,39.901592,43.664444,45.173847
82,,,,,,,,49.531452,53.697083,64.15942
83,,,,,,,,31.249397,35.034184,46.383076
84,,,,,,,,47.740128,48.883553,67.350266
85,,,,,,,,12.549118,19.92371,28.619299
86,,,,,,,,22.338066,22.543488,25.668232
87,,,,,,,,22.714941,25.575167,55.510075
88,,,,,,,,49.257767,52.818604,52.91846
89,,,,,,,,50.60587,65.16639,69.08392
90,,,,,,,,44.953148,49.924454,55.914997
91,,,,,,,,28.013058,28.70309,33.470108
92,,,,,,,,16.745968,25.470995,26.98258
93,,,,,,,,22.917858,25.217955,35.820503
94,,,,,,,,39.274475,42.638218,47.559757
95,,,,,,,,54.391365,61.081,64.82603
96,,,,,,,,32.322304,35.93881,45.93675
97,,,,,,,,35.558376,38.340206,48.174286
98,,,,,,,,27.10495,49.753,59.610306
99,,,,,,,,7.112219,27.08959,32.21287
100,,,,,,,,21.960434,28.692059,36.18254
101,,,,,,,,24.840666,33.311184,34.52809
102,,,,,,,,27.687943,29.052574,29.223248
103,,,,,,,,40.458893,41.871483,43.001972
104,,,,,,,,26.190702,26.333616,29.406672
105,,,,,,,,15.140908,19.634449,20.974815
106,,,,,,,,22.631067,23.031094,34.9263
107,,,,,,,,39.90732,61.957874,72.10951
108,,,,,,,,34.463127,38.65753,42.963074
109,,,,,,,,7.8454,14.554332,21.016647
110,,,,,,,,30.773445,38.137524,52.485622
111,,,,,,,,25.06469,86.31807,90.705826
112,,,,,,,,25.599913,25.609575,35.779415
113,,,,,,,,18.387045,18.516031,24.95647
114,,,,,,,,42.77463,59.649094,61.02266
115,,,,,,,,31.558243,50.676823,60.484543
116,,,,,,,,17.198114,33.90332,48.091995
117,,,,,,,,7.6069975,17.666985,20.094788
118,,,,,,,,20.330475,27.99996,39.85341
119,,,,,,,,63.86797,67.61487,68.906845
120,,,,,,,,7.916477,28.945072,36.3465
121,,,,,,,,36.413147,42.24162,55.227425
122,,,,,,,,18.443909,43.813953,48.14162
123,,,,,,,,47.369232,57.933205,58.299004
124,,,,,,,,22.809227,25.507042,30.434517
125,,,,,,,,19.22657,26.034237,28.736141
126,,,,,,,,14.170019,23.008839,34.345848
127,,,,,,,,7.6527843,15.211919,20.438496
128,,,,,,,,17.559952,20.59453,30.991327
129,,,,,,,,25.12637,32.29447,37.94378
130,,,,,,,,38.527588,56.083145,59.673515
131,,,,,,,,20.862484,38.950924,40.460793
132,,,,,,,,3.2558212,7.8158197,19.721874
133,,,,,,,,20.096165,34.093807,36.11975
134,,,,,,,,18.694092,20.071636,34.466545
135,,,,,,,,44.4804,73.07029,85.66468
136,,,,,,,,40.60252,44.635384,46.308914
137,,,,,,,,12.19587,16.569065,19.190983
138,,,,,,,,24.19867,26.69612,33.817013
139,,,,,,,,20.04573,35.46003,41.95676
140,88,3.2464809564416446,0.3921568627450981,0.01568627450980392,7,1,4,6.5288177,12.359144,14.633966
141,,,,,,,,4.0010214,9.283146,13.361553
142,,,,,,,,29.667587,47.153347,48.94535
143,,,,,,,,19.319033,20.821579,21.871935
144,,,,,,,,6.8682575,9.883392,21.902832
145,,,,,,,,34.709873,37.05004,46.65949
146,,,,,,,,29.39674,35.98007,46.59707
147,,,,,,,,23.568247,30.31094,34.721104
148,125,3.6660647508467443,0.3921568627450981,0.00392156862745098,7,4,2,6.8329916,10.684292,18.086796
149,,,,,,,,41.448402,65.85881,72.51807
150,,,,,,,,29.68245,35.971718,37.664223
151,,,,,,,,28.028673,45.015053,48.857204
152,,,,,,,,25.449902,25.94482,31.530645
153,,,,,,,,17.699451,30.094269,31.144892
154,143,4.035059731373933,0.3921568627450981,0.00392156862745098,9,5,2,10.022606,10.545262,26.431372
155,,,,,,,,26.406275,35.50931,45.50323
156,,,,,,,,35.373474,37.703365,44.87696
157,,,,,,,,25.670551,45.01109,70.440094
158,,,,,,,,19.043526,27.877678,33.293213
159,,,,,,,,20.071068,32.88183,39.57969
160,133,3.9620848185253146,0.3921568627450981,0.00392156862745098,8,4,3,6.36362,6.559909,11.958351
161,,,,,,,,30.892107,46.895542,48.358105
162,,,,,,,,32.831635,39.25108,42.814205
163,,,,,,,,25.615463,41.34412,44.463226
164,,,,,,,,30.954868,60.72294,69.346306
165,,,,,,,,42.004303,50.21161,54.141724
166,,,,,,,,36.098007,38.80881,60.717342
167,,,,,,,,29.894848,36.33909,51.096848
168,,,,,,,,19.899448,21.513203,25.398148
169,,,,,,,,39.935192,42.86863,48.523495
170,,,,,,,,25.474045,26.79939,30.747295
171,,,,,,,,36.758453,41.936413,44.101208
172,,,,,,,,3.4886055,5.928646,15.576979
173,,,,,,,,24.4137,30.140133,31.595749
174,,,,,,,,18.434353,25.719687,28.758255
175,,,,,,,,37.06211,47.479115,50.78286
176,,,,,,,,25.266304,37.085175,39.190586
177,,,,,,,,14.49721,33.27385,35.613346
178,,,,,,,,26.936335,28.66241,34.51824
179,,,,,,,,14.51128,44.12171,66.27722
180,94,3.4622121145121456,0.3921568627450981,0.01568627450980392,2,1,2,1.3312664,19.27442,20.927486
181,,,,,,,,33.172314,43.27195,60.70261
182,,,,,,,,17.183794,25.626297,61.95454
183,,,,,,,,31.92462,35.322704,56.766224
184,,,,,,,,27.972744,35.897045,38.7173
185,,,,,,,,37.6004,45.078255,50.356285
186,,,,,,,,34.73343,42.80125,48.707138
187,,,,,,,,28.937279,31.902657,36.07403
188,,,,,,,,15.148382,20.954063,21.333508
189,,,,,,,,22.895956,27.541224,30.80112
190,,,,,,,,22.485859,32.53007,49.531693
191,,,,,,,,42.44484,44.94945,46.585022
192,,,,,,,,21.425398,33.089447,37.37493
193,,,,,,,,28.85403,30.863829,34.565666
194,,,,,,,,26.13908,41.01957,55.187073
195,,,,,,,,30.58763,32.402275,34.388775
196,,,,,,,,64.498955,68.0971,70.11417
197,,,,,,,,34.30189,37.12807,39.480118
198,,,,,,,,35.53196,39.168568,61.837856
199,,,,,,,,21.409258,25.98178,34.692833
200,,,,,,,,39.26756,40.51799,46.595837
201,,,,,,,,29.73901,29.968592,37.535534
202,165,4.423732786313599,0.3921568627450981,0.00392156862745098,8,5,2,8.826106,14.616161,28.292444
203,,,,,,,,24.598812,51.221226,54.28381
204,,,,,,,,31.547306,35.340057,39.260242
205,,,,,,,,25.530973,26.0415,29.290691
206,,,,,,,,54.33888,57.873398,65.25544
207,,,,,,,,7.3173294,16.761354,31.396242
208,,,,,,,,17.569132,29.447624,33.76977
209,,,,,,,,57.845257,62.13506,70.99864
210,,,,,,,,24.165527,26.244642,27.631798
211,,,,,,,,24.073874,25.432396,35.23433
212,,,,,,,,8.514641,15.451476,21.341915
213,,,,,,,,43.20763,52.14527,55.71259
214,,,,,,,,42.630424,44.044815,51.481678
215,,,,,,,,47.195557,79.55473,86.48202
216,,,,,,,,21.866846,25.67453,27.11361
217,,,,,,,,27.375101,36.659145,48.24182
218,,,,,,,,42.607887,47.58498,54.592167
219,,,,,,,,33.08934,36.86262,44.42205
220,,,,,,,,40.90017,47.58091,54.62741
221,,,,,,,,65.88451,72.29572,73.545586
222,,,,,,,,7.538769,37.027573,46.243584
223,,,,,,,,33.656097,39.528244,40.221107
224,165,4.420929913434525,0.3921568627450981,0.00392156862745098,1,7,2,6.935499,7.963252,13.574664
225,,,,,,,,30.604342,39.716248,48.39169
226,,,,,,,,27.912031,33.63474,40.805305
227,,,,,,,,25.443962,26.839224,29.994408
228,,,,,,,,14.689004,17.992712,21.435286
229,,,,,,,,47.845367,62.035236,62.432774
230,,,,,,,,33.372623,39.254993,45.114098
231,,,,,,,,25.031498,27.505928,29.272823
232,,,,,,,,14.50938,15.02803,20.148582
233,,,,,,,,27.899355,31.268028,42.944557
234,,,,,,,,19.805775,20.230547,21.346556
235,,,,,,,,39.596226,53.022343,77.033936
236,,,,,,,,54.30228,75.89884,85.948105
237,,,,,,,,25.87606,46.853695,51.06688
238,,,,,,,,15.779438,20.938007,30.296043
239,,,,,,,,35.27752,42.389935,52.013084
240,117,3.793766513619624,0.3921568627450981,0.011764705882352941,8,4,4,6.3435774,9.379533,10.870512
241,,,,,,,,26.742294,47.885334,53.448647
242,,,,,,,,42.025574,45.89877,52.66797
243,,,,,,,,51.754112,58.927814,59.40125
244,,,,,,,,31.62597,34.153538,47.14154
245,,,,,,,,39.80513,42.672985,43.21427
246,,,,,,,,14.161967,22.420958,25.141344
247,,,,,,,,19.000725,30.638126,33.438465
248,,,,,,,,45.99224,48.139305,49.50338
249,,,,,,,,53.427017,54.34752,65.30713
250,,,,,,,,23.823458,25.708136,29.582722
251,,,,,,,,15.880531,29.508337,37.71041
252,,,,,,,,39.245415,41.87707,49.026188
253,,,,,,,,37.46179,53.974785,76.61892
254,,,,,,,,10.124264,14.969653,20.967255
255,,,,,,,,46.731728,66.2711,69.992935
256,,,,,,,,10.99456,11.122283,11.256813
257,,,,,,,,35.835857,59.81154,60.41855
258,,,,,,,,33.826324,37.11153,42.78072
259,,,,,,,,18.874676,31.274952,36.483505
260,,,,,,,,15.695003,23.011791,23.967604
261,,,,,,,,28.84012,36.346943,38.843388
262,,,,,,,,13.645932,14.793509,17.124207
263,,,,,,,,59.783905,65.68577,67.67574
264,132,3.887683011808907,0.3921568627450981,0.00784313725490196,9,4,2,5.0020294,20.052982,34.02925
265,,,,,,,,33.096996,44.361916,46.1455
266,,,,,,,,4.5040226,20.653816,42.001347
267,,,,,,,,19.14197,23.14488,24.85354
268,,,,,,,,19.344917,33.2589,37.46376
269,,,,,,,,18.882772,23.067734,25.205519
270,,,,,,,,21.009039,22.413143,29.424562
271,,,,,,,,42.275192,51.11448,56.47391
272,,,,,,,,19.648815,30.922659,35.937214
273,,,,,,,,11.010692,22.949795,36.240944
274,,,,,,,,10.498906,16.1762,22.218004
275,,,,,,,,36.24414,51.335136,52.483307
276,,,,,,,,15.839268,24.987625,26.091969
277,,,,,,,,53.40777,57.225945,91.20063
278,,,,,,,,7.875327,9.049476,17.663387
279,,,,,,,,25.319008,50.02977,61.67866
280,,,,,,,,14.278699,30.063961,41.832466
281,,,,,,,,50.821026,65.813805,73.57044
282,112,3.534939027113948,0.3921568627450981,0.00784313725490196,9,5,2,7.8552623,11.498428,13.109967
283,,,,,,,,67.664825,76.73958,77.07123
284,,,,,,,,6.360708,30.349197,31.20105
285,,,,,,,,25.493523,29.85241,33.131897
286,,,,,,,,33.484627,40.2736,46.115795
287,,,,,,,,18.090601,21.99131,23.282373
288,,,,,,,,49.66633,63.90578,69.34287
289,,,,,,,,35.967247,51.4803,58.701168
290,,,,,,,,17.500832,22.248865,26.650974
291,,,,,,,,21.329523,49.74656,58.772537
292,,,,,,,,13.577413,16.022272,20.757133
293,,,,,,,,58.50146,66.44466,80.65741
294,,,,,,,,25.172989,54.48598,60.28016
295,,,,,,,,19.62964,25.115067,30.625122
296,,,,,,,,58.385098,60.46568,67.125206
297,,,,,,,,32.592636,56.528984,61.20157
298,,,,,,,,44.199905,81.961006,86.422134
299,,,,,,,,75.166336,77.51567,79.38133
300,,,,,,,,22.686659,31.052052,33.751835
301,,,,,,,,43.303585,54.266323,58.212234
302,,,,,,,,25.05083,40.78284,42.643734
303,,,,,,,,62.0502,62.541267,74.300186
304,,,,,,,,19.676796,25.239845,28.281307
305,,,,,,,,28.268478,37.849255,40.688663
306,,,,,,,,29.832874,42.77486,62.340508
307,,,,,,,,26.356564,30.405464,38.90621
308,,,,,,,,44.89877,46.58972,64.24832
309,,,,,,,,14.319063,16.14584,23.811241
310,,,,,,,,15.93337,19.422913,19.674576
311,,,,,,,,31.720787,44.438965,48.630806
312,,,,,,,,31.425095,52.8071,53.238495
313,,,,,,,,26.264458,29.342161,29.856867
314,,,,,,,,29.144617,29.201279,33.54074
315,,,,,,,,19.007414,27.864885,33.847427
316,,,,,,,,11.122139,17.817236,26.79286
317,,,,,,,,35.912884,36.24892,56.418705
318,,,,,,,,17.892338,20.682833,21.240555
319,,,,,,,,16.937351,33.385254,42.645416
320,,,,,,,,35.5043,39.079712,52.73501
321,,,,,,,,34.93368,49.37232,51.145065
322,,,,,,,,22.665064,23.42745,25.320406
323,,,,,,,,44.861717,56.411495,57.76674
324,,,,,,,,29.39718,52.08792,55.187935
325,,,,,,,,34.1814,37.535316,76.4613
326,,,,,,,,39.09303,42.635395,47.353775
327,,,,,,,,37.44795,39.02649,50.431717
328,,,,,,,,43.430786,46.338768,46.816742
329,,,,,,,,45.9275,73.480804,74.43302
330,,,,,,,,23.128162,51.322197,58.74498
331,,,,,,,,17.36333,22.686552,25.039322
332,,,,,,,,32.918404,39.503975,43.480778
333,,,,,,,,32.78197,37.716686,47.93192
334,,,,,,,,15.429869,24.88909,33.557167
335,,,,,,,,20.771614,24.546467,28.44942
336,,,,,,,,20.553152,52.08898,57.57066
337,,,,,,,,46.007694,57.209244,61.553963
338,,,,,,,,26.799936,39.53456,47.905724
339,,,,,,,,38.620544,45.4423,63.03245
340,,,,,,,,5.5787,11.894661,13.599098
341,,,,,,,,55.731033,61.80502,74.36238
342,,,,,,,,20.283144,20.94337,24.458612
343,,,,,,,,21.770658,28.044373,34.13468
344,101,3.7067246682541386,0.3921568627450981,0.11372549019607843,9,4,2,19.128536,30.5216,32.55913
345,,,,,,,,17.123615,30.939486,32.215378
346,,,,,,,,7.8799114,16.138758,19.654251
347,,,,,,,,38.732433,53.053753,62.67516
348,,,,,,,,23.14853,27.6169,28.908665
349,,,,,,,,50.975986,51.372562,63.75165
350,,,,,,,,26.257998,30.785995,38.593243
351,,,,,,,,20.208324,24.201242,29.763842
352,,,,,,,,21.526278,30.905317,38.077023
353,,,,,,,,33.90336,34.185497,36.22135
354,,,,,,,,27.81614,32.47759,36.43258
355,,,,,,,,25.75655,28.24436,36.09107
356,,,,,,,,28.457335,34.936783,41.784855
357,,,,,,,,16.602772,26.301228,31.03262
358,,,,,,,,32.515602,34.053036,37.170227
359,,,,,,,,45.77063,49.701744,51.905766
360,,,,,,,,49.60669,58.906036,71.44586
361,,,,,,,,26.857746,53.19747,59.492302
362,,,,,,,,13.666626,14.993204,31.17532
363,,,,,,,,31.649286,36.961433,38.67554
364,,,,,,,,10.353957,18.87177,31.626637
365,,,,,,,,30.918034,47.460854,55.613247
366,,,,,,,,27.528816,30.278679,30.69441
367,,,,,,,,32.879246,33.604366,34.31337
368,,,,,,,,21.856411,24.130161,25.097454
369,,,,,,,,44.268143,62.162544,64.47566
370,,,,,,,,5.346325,11.274282,21.333715
371,,,,,,,,46.62478,52.717476,59.41293
372,,,,,,,,34.55136,44.691647,54.716335
373,,,,,,,,28.082993,56.193336,57.94964
374,,,,,,,,8.775482,21.95192,38.104813
375,,,,,,,,24.704643,40.20381,52.00716
376,,,,,,,,9.59889,25.493073,38.48515
377,,,,,,,,51.433083,59.751247,71.95317
378,,,,,,,,64.503265,70.745346,87.303314
379,,,,,,,,34.616657,40.86675,44.021828
380,,,,,,,,34.925137,43.993298,45.881886
381,,,,,,,,32.075768,36.25012,54.312164
382,,,,,,,,18.883894,19.429213,23.331278
383,,,,,,,,32.01826,46.710487,60.911636
384,131,3.9262618974674637,0.3921568627450981,0.00392156862745098,7,4,2,7.1889515,34.472767,35.905006
385,,,,,,,,48.961372,59.058384,78.355774
386,,,,,,,,18.837448,30.933996,38.890453
387,,,,,,,,41.309517,46.04055,56.35221
388,,,,,,,,20.637926,21.313633,22.303036
389,,,,,,,,20.951365,34.40988,45.34108
390,,,,,,,,23.933193,25.009886,34.18442
391,,,,,,,,14.366648,17.25494,22.832615
392,,,,,,,,46.068176,63.314682,69.05443
393,,,,,,,,28.500443,31.163242,47.625072
394,,,,,,,,15.389329,20.501543,29.490242
395,,,,,,,,26.946,41.675488,42.325027
396,,,,,,,,20.575172,35.866047,42.954956
397,,,,,,,,22.995678,29.254272,32.37131
398,,,,,,,,29.970066,31.064548,33.227085
399,,,,,,,,50.845074,54.17621,60.570744
400,,,,,,,,37.64635,54.279064,57.74508
401,,,,,,,,16.118914,25.564192,25.943073
402,,,,,,,,26.273975,34.56179,48.65202
403,,,,,,,,21.092262,22.983814,51.416016
404,,,,,,,,10.854627,28.148083,35.609493
405,,,,,,,,41.441963,49.257652,63.858727
406,,,,,,,,25.291616,28.059704,32.26484
407,,,,,,,,20.52982,21.287771,41.947105
408,,,,,,,,18.407776,21.931366,22.007973
409,,,,,,,,8.208286,35.17883,47.83843
410,,,,,,,,40.373173,45.924145,48.076256
411,,,,,,,,36.63614,41.958416,44.50352
412,,,,,,,,24.477867,31.450638,32.058094
413,,,,,,,,31.525007,43.794697,45.924088
414,,,,,,,,25.694113,28.99647,29.784004
415,,,,,,,,24.086235,26.718607,30.094675
416,,,,,,,,15.702021,17.119503,31.713795
417,,,,,,,,23.304474,24.28386,26.496353
418,97,3.021127705101923,0.3921568627450981,0.00392156862745098,8,4,3,2.3243303,4.0636144,6.1119776
419,,,,,,,,16.083109,33.1007,40.24601
420,,,,,,,,7.962015,32.24375,53.268234
421,,,,,,,,41.080868,46.26133,49.36575
422,,,,,,,,31.13144,40.315586,54.18714
423,,,,,,,,19.381542,30.585667,43.14753
424,,,,,,,,17.26168,25.462807,31.552591
425,,,,,,,,29.346622,33.101284,33.697556
426,,,,,,,,49.31436,57.69339,67.41395
427,,,,,,,,52.64534,55.215897,57.136612
428,,,,,,,,39.167828,46.246834,48.467262
429,,,,,,,,69.68142,78.490204,80.18152
430,,,,,,,,14.717042,18.009012,30.790695
431,,,,,,,,36.807182,47.97269,52.466072
432,,,,,,,,31.656113,38.26547,47.797024
433,,,,,,,,20.58311,30.323935,59.08532
434,,,,,,,,32.547802,33.208977,41.15007
435,,,,,,,,48.737385,51.365196,57.24183
436,,,,,,,,15.776018,18.993015,21.286585
437,,,,,,,,25.076868,28.55487,30.228931
438,,,,,,,,32.326546,44.788834,77.75198
439,,,,,,,,9.026813,16.73774,24.598534
440,,,,,,,,9.26865,11.887798,58.31862
441,,,,,,,,24.835587,26.533304,32.232704
442,,,,,,,,33.522182,41.73021,48.525253
443,,,,,,,,18.061348,30.084648,31.405994
444,105,3.403304814460603,0.3921568627450981,0.00784313725490196,2,8,2,7.4947743,14.11373,19.951212
445,,,,,,,,39.958076,45.0791,54.312225
446,,,,,,,,13.070011,18.845566,27.354712
447,,,,,,,,22.935959,25.212662,27.286766
448,,,,,,,,22.047712,26.419312,35.415573
449,,,,,,,,12.972637,26.567448,30.161285
450,,,,,,,,17.301157,28.30755,35.810474
451,,,,,,,,16.696426,30.532429,37.870037
452,,,,,,,,26.605263,32.99977,39.09399
453,,,,,,,,46.024635,48.36254,48.86965
454,,,,,,,,14.972414,20.679459,27.64653
455,,,,,,,,11.8865185,30.079538,32.168488
456,,,,,,,,10.678823,13.078817,19.447763
457,,,,,,,,21.886671,24.964533,26.544708
458,,,,,,,,59.005875,63.045475,64.21367
459,,,,,,,,35.65237,39.16832,39.621094
460,,,,,,,,18.453636,32.20318,41.155003
461,,,,,,,,35.49401,36.425697,61.837402
462,,,,,,,,38.926796,51.02751,61.732887
463,,,,,,,,25.10692,27.607573,31.027004
464,,,,,,,,42.303703,66.558075,77.024185
465,,,,,,,,38.490303,44.727264,48.473835
466,,,,,,,,9.256828,22.388535,27.875368
467,,,,,,,,37.85507,42.504406,51.93131
468,,,,,,,,28.971703,33.026543,33.126877
469,,,,,,,,15.652074,43.7342,45.156364
470,,,,,,,,9.95484,11.875266,14.207487
471,,,,,,,,19.872952,21.123161,22.919315
472,107,3.392057121961049,0.3921568627450981,0.00784313725490196,2,1,2,2.9862003,22.398808,23.65584
473,,,,,,,,34.77664,51.775734,58.625187
474,,,,,,,,43.680534,68.88698,69.28019
475,,,,,,,,23.375696,29.422562,33.296623
476,,,,,,,,33.177254,33.34061,43.955353
477,,,,,,,,22.653297,30.309834,36.67919
478,,,,,,,,35.525345,56.864475,58.975582
479,,,,,,,,36.78008,56.771614,62.263454
480,,,,,,,,54.217766,61.50972,82.57104
481,,,,,,,,28.724775,37.95728,38.737915
482,121,3.7813927566857246,0.3921568627450981,0.011764705882352941,9,4,2,2.8667793,19.356903,37.403725
483,,,,,,,,19.798233,25.497242,29.362019
484,,,,,,,,20.501368,27.943958,28.174757
485,,,,,,,,32.7302,46.777565,46.904125
486,,,,,,,,54.710613,54.967422,75.236244
487,,,,,,,,7.695896,26.283283,30.86369
488,,,,,,,,7.733716,16.639639,24.98393
489,,,,,,,,16.097797,17.100895,32.414833
490,,,,,,,,39.94984,59.20456,90.01916
491,,,,,,,,10.620791,13.86037,17.436281
492,,,,,,,,15.135327,18.657925,28.6945
493,,,,,,,,43.315025,43.8792,45.47163
494,,,,,,,,2.7970676,13.030344,35.312004
495,,,,,,,,35.91087,43.456314,74.06528
496,,,,,,,,29.17296,30.245642,30.934864
497,,,,,,,,11.008085,17.46186,21.96863
498,,,,,,,,25.69706,34.282627,34.856655
499,,,,,,,,24.847431,38.82775,40.532143
500,114,3.6779191917346976,0.3921568627450981,0.0196078431372549,3,7,2,2.009408,4.682315,20.472927
501,,,,,,,,9.929026,35.764244,36.892796
502,,,,,,,,4.7965164,32.1299,37.69914
503,,,,,,,,33.400257,35.898254,37.645607
504,,,,,,,,8.26786,71.03281,71.934814
505,,,,,,,,43.013645,47.63209,59.545914
506,,,,,,,,26.910809,43.387875,48.594025
507,,,,,,,,17.543674,26.560003,29.650356
508,,,,,,,,30.184416,33.75078,33.979076
509,,,,,,,,3.5207214,36.17047,46.4039
510,,,,,,,,15.684643,20.71343,23.283035
511,,,,,,,,18.340221,20.44714,20.58123
512,,,,,,,,33.49436,57.81538,67.83174
513,,,,,,,,38.49283,40.918747,51.20922
514,,,,,,,,9.783968,17.133839,40.031055
515,,,,,,,,47.50966,47.901524,49.816544
516,,,,,,,,42.743607,52.40122,65.71254
517,,,,,,,,6.306142,25.344982,30.607368
518,,,,,,,,14.484298,22.89825,27.94522
519,,,,,,,,26.223944,33.13717,35.95868
520,,,,,,,,47.008724,49.84713,51.506573
521,,,,,,,,27.508736,32.2075,37.70586
522,,,,,,,,62.52475,70.42437,72.523224
523,,,,,,,,23.88173,24.857231,25.258913
524,,,,,,,,22.792366,28.304646,28.902313
525,,,,,,,,17.477402,26.864418,32.961456
526,,,,,,,,50.291935,75.06098,77.68808
527,,,,,,,,17.940102,20.286596,22.474957
528,,,,,,,,0.3530283,5.458927,12.287268
529,135,4.179233183712615,0.3921568627450981,0.0392156862745098,9,4,2,13.774422,44.16871,44.685165
530,,,,,,,,8.841166,14.834517,19.704636
531,,,,,,,,22.096785,23.468193,31.92342
532,,,,,,,,30.11136,40.99935,47.757454
533,,,,,,,,22.520401,24.37449,26.579964
534,,,,,,,,44.25977,50.829697,59.146255
535,,,,,,,,22.49123,25.228346,30.64423
536,,,,,,,,23.546438,25.437542,30.40051
537,,,,,,,,28.810587,44.85682,50.310665
538,,,,,,,,15.351648,19.24095,23.830572
539,,,,,,,,46.17106,54.86838,56.91606
540,,,,,,,,11.429138,18.018887,38.116398
541,,,,,,,,40.66027,56.772034,63.41147
542,,,,,,,,28.510246,29.072592,33.656635
543,,,,,,,,42.463425,59.76832,62.7714
544,,,,,,,,7.644039,64.06146,92.412445
545,,,,,,,,22.57197,30.861576,32.448997
546,,,,,,,,41.20518,50.925858,58.45453
547,,,,,,,,2.6477737,9.526722,17.40887
548,,,,,,,,50.672157,54.20468,73.129486
549,,,,,,,,33.191654,39.06076,56.620155
550,,,,,,,,33.56967,41.141064,42.56808
551,,,,,,,,14.430648,16.950073,48.502853
552,,,,,,,,29.529228,34.939327,35.831486
