idx,true_label,pred_label,L0 (before),L0 (after),L2 (before),L2 (after),epsilon
806,9,7,67,15,5.885494586,3.336558993,"0,1"
812,9,7,68,20,5.584736435,4.033607376,"0,1"
822,9,7,68,7,5.220749422,2.62507648,"0,1"
827,9,7,59,13,5.351977217,3.367641208,"0,1"
864,9,7,69,8,5.024293156,2.141083098,"0,1"
887,9,7,65,15,5.229592254,3.686877297,"0,1"
902,9,7,69,9,5.355264884,2.970183756,"0,1"
930,9,7,67,19,5.746096413,3.975095481,"0,1"
932,9,7,66,28,6.032190974,4.546449578,"0,1"
980,9,7,70,11,5.746869833,3.218638052,"0,1"
1005,9,7,63,12,5.53748958,3.277936448,"0,1"
1027,9,7,62,8,5.019730391,2.742993591,"0,1"
1036,9,7,64,19,4.690197718,3.928002565,"0,1"
1056,9,7,67,17,5.697773363,3.803137174,"0,1"
1061,9,7,61,17,5.153943854,3.567090813,"0,1"
1066,9,7,64,11,4.762032656,3.058280495,"0,1"
1112,9,7,69,17,5.747471905,3.469427079,"0,1"
1122,9,7,64,4,5.391108633,2,"0,1"
1138,9,7,65,3,4.740994823,1.729789652,"0,1"
1142,9,7,65,26,6.003826795,4.693593432,"0,1"
1161,9,7,63,19,5.497366466,4.0004844,"0,1"
1169,9,7,67,24,5.569139717,4.564274624,"0,1"
1173,9,7,62,13,5.046685545,3.324084053,"0,1"
1177,9,7,65,10,5.372123928,2.957016171,"0,1"
1221,9,7,71,13,5.386154235,3.330515533,"0,1"
1235,9,7,63,12,5.293681899,3.157142845,"0,1"
1250,9,7,64,8,5.40358148,2.408354037,"0,1"
1256,9,7,66,18,5.920841405,3.814789408,"0,1"
1272,9,7,59,24,5.576157571,4.491980123,"0,1"
1284,9,7,68,7,5.230952154,2.517308022,"0,1"
1286,9,7,67,9,5.690281212,2.881250956,"0,1"
1292,9,7,62,4,5.464008975,1.9141393,"0,1"
1305,9,7,67,12,5.202612244,3.240713227,"0,1"
1307,9,7,63,10,5.537038267,2.90958458,"0,1"
1316,9,7,62,5,5.021160912,2.201977371,"0,1"
1333,9,7,69,12,5.382109713,2.939829757,"0,1"
1355,9,7,63,13,5.682726412,3.160365856,"0,1"
1360,9,7,66,22,5.916892063,4.429819266,"0,1"
1370,9,7,71,17,6.048934121,3.755777812,"0,1"
1383,9,7,71,11,5.499836075,3.139545732,"0,1"
1396,9,7,70,13,5.742298722,3.46039269,"0,1"
1399,9,7,69,19,5.700111629,3.91651439,"0,1"
1401,9,7,75,10,5.088098906,2.553561564,"0,1"
1410,9,7,63,17,5.522003102,4.091085197,"0,1"
1421,9,7,62,4,4.96569392,1.98039604,"0,1"
1426,9,7,68,12,5.332243257,3.008648306,"0,1"
1441,9,7,60,7,4.79462566,2.406782675,"0,1"
1455,9,7,64,5,4.321129119,1.632969618,"0,1"
1459,9,7,60,16,4.703834522,3.352303574,"0,1"
1465,9,7,65,12,5.1756981,2.832673103,"0,1"
1500,9,7,64,10,5.906796273,3.141754127,"0,1"
1507,9,7,64,13,5.2760884,3.512083825,"0,1"
1552,9,7,68,24,6.574359805,4.611112732,"0,1"
1555,9,7,62,11,5.308076007,2.808700165,"0,1"
1569,9,7,62,12,5.260646553,3.120381092,"0,1"
1585,9,7,60,9,4.993752344,2.848638356,"0,1"
1591,9,7,60,21,5.494368163,4.136258592,"0,1"
1610,9,7,63,10,4.703649797,2.989740242,"0,1"
1612,9,7,69,7,5.18348307,2.543707889,"0,1"
1623,9,7,71,11,5.512659925,2.923100007,"0,1"
1643,9,7,61,17,5.321162584,3.876140801,"0,1"
1659,9,7,62,17,5.379091479,3.793073272,"0,1"
1683,9,7,65,24,5.344572932,4.399725621,"0,1"
1684,9,7,67,30,6.232497831,4.563061492,"0,1"
1695,9,7,67,25,5.612505946,4.229353132,"0,1"
1720,9,7,64,26,6.104291606,4.792827526,"0,1"
1728,9,7,61,12,5.124836059,3.003916449,"0,1"
1733,9,7,66,20,5.859441656,4.228416711,"0,1"
1736,9,7,65,14,5.883530601,3.448726983,"0,1"
1740,9,7,71,8,5.334392917,2.669436278,"0,1"
1743,9,7,65,12,5.912120758,3.372720014,"0,1"
1748,9,7,65,17,5.450519095,3.64170596,"0,1"
1751,9,7,63,16,5.540954438,3.97993236,"0,1"
1794,9,7,65,19,5.601320765,3.628745927,"0,1"
1811,9,7,60,13,5.162866854,3.421383781,"0,1"
1850,9,7,72,12,6.177135352,3.224557348,"0,1"
1855,9,7,68,17,5.664801919,3.599617648,"0,1"
1875,9,7,70,4,5.178050858,1.8878433,"0,1"
1878,9,7,69,9,5.543229849,2.799192502,"0,1"
1882,9,7,65,17,5.92396783,3.719731359,"0,1"
1884,9,7,64,18,6.144902834,4.128808402,"0,1"
1895,9,7,61,5,5.266862303,2.140375488,"0,1"
1903,9,7,63,10,5.382162574,2.930561236,"0,1"
1905,9,7,67,5,5.019854467,2.234316952,"0,1"
1925,9,7,64,20,5.269552302,4.098840338,"0,1"
1937,9,7,67,8,5.290855931,2.54549077,"0,1"
1939,9,7,68,12,5.612841595,3.234823495,"0,1"
1949,9,7,67,19,5.457602128,4.116315378,"0,1"
1950,9,7,67,8,5.037358321,2.759006781,"0,1"
1960,9,7,65,18,5.787175098,3.849464579,"0,1"
1968,9,7,64,2,4.889765222,1.414213562,"0,1"
2006,9,7,63,10,5.575532863,2.861804842,"0,1"
2033,9,7,67,11,5.237968033,3.015421085,"0,1"
2041,9,7,65,24,5.824023218,4.311236359,"0,1"
2099,9,7,67,22,5.510127686,4.235949477,"0,1"
2116,9,7,65,9,5.512876123,2.768563572,"0,1"
2119,9,7,64,12,5.522225897,3.32673164,"0,1"
2140,9,7,64,10,5.404615909,3.024658369,"0,1"
2141,9,7,70,16,5.697027021,3.520917884,"0,1"
2199,9,7,69,6,5.492849499,2.285231659,"0,1"
2216,9,7,65,14,5.684540642,3.417342747,"0,1"
2219,9,7,67,15,5.672712698,3.698870844,"0,1"
2221,9,7,70,8,5.875593502,2.814653806,"0,1"
2247,9,7,65,10,5.425356617,3.042621747,"0,1"
2274,9,7,69,6,5.749752515,2.177879777,"0,1"
2299,9,7,68,13,5.742456731,3.348796888,"0,1"
2321,9,7,62,18,5.1162871,3.841512261,"0,1"
2331,9,7,67,10,5.384328006,2.778405773,"0,1"
2351,9,7,62,14,5.457755699,3.260439419,"0,1"
2364,9,7,71,6,5.84665508,2.375315192,"0,1"
2370,9,7,65,17,5.491540452,3.664373824,"0,1"
2371,9,7,65,14,5.123841192,3.428200214,"0,1"
2385,9,7,57,17,5.328908199,3.647973741,"0,1"
2398,9,7,70,17,6.150787561,3.943164068,"0,1"
2434,9,7,69,6,5.698381972,2.297868561,"0,1"
2438,9,7,66,8,6.02001276,2.76746629,"0,1"
2453,9,7,60,19,5.397796694,3.945899034,"0,1"
2465,9,7,60,15,5.234098417,3.358598598,"0,1"
2471,9,7,59,14,5.426262196,3.426093418,"0,1"
2501,9,7,60,11,5.38714348,3.03461258,"0,1"
2509,9,7,61,20,5.402673523,3.923466208,"0,1"
2514,9,7,68,8,5.511450455,2.535387378,"0,1"
2553,9,7,66,24,5.1987666,4.088236705,"0,1"
2559,9,7,67,13,5.315664215,3.523253887,"0,1"
2562,9,7,66,13,5.446753898,3.469336209,"0,1"
2595,9,7,59,8,4.757606266,2.631588782,"0,1"
2600,9,7,65,10,4.947510724,2.801284925,"0,1"
2613,9,7,60,16,5.223352762,3.369506151,"0,1"
2643,9,7,58,10,5.327612272,3.141538742,"0,1"
2649,9,7,61,12,5.13136618,3.052507305,"0,1"
2677,9,7,62,13,5.772635603,3.45567862,"0,1"
2696,9,7,65,17,5.688651295,3.459888236,"0,1"
2703,9,7,59,12,4.933386327,2.981109305,"0,1"
2712,9,7,67,6,5.040012144,2.298002409,"0,1"
2728,9,7,64,5,4.901345844,2.215068455,"0,1"
2764,9,7,65,1,5.281179543,1,"0,1"
2793,9,7,59,16,5.279879183,3.606783732,"0,1"
2795,9,7,60,19,5.382981141,4.176755951,"0,1"
2797,9,7,64,19,5.753306055,3.857970574,"0,1"
2821,9,7,66,24,5.663592354,4.18248853,"0,1"
2860,9,7,66,8,4.922017009,2.713028359,"0,1"
2924,9,7,58,22,4.955911736,3.914980741,"0,1"
2953,9,7,58,9,5.284357015,2.77899243,"0,1"
2956,9,7,67,7,5.388326625,2.476336295,"0,1"
2973,9,7,62,11,5.104596085,3.115095762,"0,1"
2989,9,7,61,7,5.249124714,2.27951444,"0,1"
2997,9,7,60,7,5.251375756,2.389841374,"0,1"
3000,9,7,65,26,5.738879054,4.546221249,"0,1"
3020,9,7,69,9,5.475995641,2.714073989,"0,1"
3022,9,7,72,7,6.037725816,2.575416862,"0,1"
3030,9,7,72,16,6.16746558,3.44078932,"0,1"
3044,9,7,72,20,5.545397557,3.785729695,"0,1"
3055,9,7,67,17,5.266703167,3.582431822,"0,1"
3063,9,7,63,6,4.646315817,2.44469783,"0,1"
3069,9,7,62,15,5.477912028,3.538719752,"0,1"
3076,9,7,61,21,5.68379662,4.37900517,"0,1"
3083,9,7,64,9,5.555214446,2.840561375,"0,1"
3084,9,7,67,12,5.607849993,3.187058124,"0,1"
3095,9,7,68,10,5.258462358,2.897492586,"0,1"
3099,9,7,62,12,5.172734837,2.853951037,"0,1"
3121,9,7,60,20,5.533445893,3.922196028,"0,1"
3146,9,7,61,3,4.587987257,1.630231501,"0,1"
3169,9,7,64,14,5.250220332,3.484838364,"0,1"
3173,9,7,59,5,5.056609943,2.073764646,"0,1"
3186,9,7,59,24,5.573810071,4.406511906,"0,1"
3190,9,7,71,17,5.476447772,3.78334032,"0,1"
3193,9,7,62,8,5.030106973,2.58945901,"0,1"
3202,9,7,67,7,5.127800011,2.490859878,"0,1"
3227,9,7,64,11,5.346058924,3.105104874,"0,1"
3232,9,7,66,14,5.928417024,3.314201149,"0,1"
3257,9,7,62,20,5.29463614,3.846675042,"0,1"
3263,9,7,62,12,5.491998304,2.995986037,"0,1"
3265,9,7,66,13,5.593423117,3.37524516,"0,1"
3277,9,7,67,9,5.52689833,2.598,"0,1"
3284,9,7,75,16,6.43924554,3.577137021,"0,1"
3292,9,7,69,14,5.365850984,3.576793071,"0,1"
3303,9,7,62,18,5.077251737,3.683474114,"0,1"
3310,9,7,68,10,5.931442229,2.861982171,"0,1"
3311,9,7,62,12,5.149548231,3.328894392,"0,1"
3316,9,7,70,16,5.988472843,3.518569403,"0,1"
3322,9,7,68,22,6.013084541,4.111090952,"0,1"
3346,9,7,62,14,4.818356863,3.027727814,"0,1"
3355,9,7,61,11,4.538998428,2.729744176,"0,1"
3359,9,7,66,11,5.306288117,3.196857838,"0,1"
3371,9,7,63,13,5.477095013,3.386798443,"0,1"
3389,9,7,62,15,5.725002665,3.476702269,"0,1"
3398,9,7,70,19,5.628744813,4.086063748,"0,1"
3447,9,7,66,13,5.62914233,3.315147624,"0,1"
3465,9,7,65,18,5.319302478,3.714539116,"0,1"
3481,9,7,58,11,5.06939464,3.187555097,"0,1"
3483,9,7,66,8,5.522979154,2.564519991,"0,1"
3506,9,7,65,2,5.009771306,1.392206572,"0,1"
3511,9,7,62,23,5.206805058,4.019435673,"0,1"
3519,9,7,71,21,5.631883204,4.15444991,"0,1"
3528,9,7,66,16,5.132981309,3.38678482,"0,1"
3533,9,7,61,15,5.397625747,3.45441006,"0,1"
3583,9,7,66,12,5.423425913,3.067737138,"0,1"
3588,9,7,70,12,5.9122118,3.130824292,"0,1"
3598,9,7,59,9,4.466678717,2.309068094,"0,1"
3621,9,7,65,14,4.793647276,3.500509108,"0,1"
3649,9,7,63,15,5.869721078,3.622814207,"0,1"
3662,9,7,73,4,4.180105203,1.729878555,"0,1"
3663,9,7,70,20,5.597067667,3.89843372,"0,1"
3678,9,7,66,16,5.634538135,3.64814658,"0,1"
3696,9,7,72,1,5.210941377,0.97254902,"0,1"
3745,9,7,64,16,5.31719444,3.778736111,"0,1"
3746,9,7,65,11,5.851649281,3.23967143,"0,1"
3770,9,7,69,7,6.207722987,2.526245168,"0,1"
3773,9,7,67,17,5.396990347,3.792870545,"0,1"
3781,9,7,66,21,5.716179644,3.99835414,"0,1"
3784,9,7,68,16,5.5714395,3.697513114,"0,1"
3785,9,7,63,20,5.812725173,4.289402013,"0,1"
3787,9,7,66,19,5.308856752,3.920490048,"0,1"
3796,9,7,68,11,5.554065467,3.129967025,"0,1"
3827,9,7,65,11,4.970547627,2.755632448,"0,1"
3834,9,7,67,12,5.708118961,3.34760727,"0,1"
3847,9,7,65,14,5.480821127,3.609635105,"0,1"
3852,9,7,72,14,5.893491415,3.327762357,"0,1"
3867,9,7,63,16,5.245509605,3.462029993,"0,1"
3874,9,7,70,12,5.309983488,3.387590716,"0,1"
3912,9,7,66,11,5.344095255,3.153007023,"0,1"
3913,9,7,65,18,5.730909334,3.54130241,"0,1"
3925,9,7,63,10,5.18797296,2.787107132,"0,1"
3927,9,7,67,17,5.751081673,3.659264837,"0,1"
3967,9,7,62,10,5.904987824,2.949770451,"0,1"
3970,9,7,63,3,5.243261911,1.700943945,"0,1"
3977,9,7,65,17,5.265234209,3.377415549,"0,1"
3982,9,7,67,8,5.381848257,2.725385807,"0,1"
3987,9,7,61,7,5.040184541,2.638402695,"0,1"
3991,9,7,59,5,4.858997607,2.084711194,"0,1"
3998,9,7,72,28,6.403709037,4.598996932,"0,1"
4019,9,7,63,17,5.739578423,3.465144728,"0,1"
4025,9,7,63,19,5.225756164,3.404316865,"0,1"
4045,9,7,62,12,5.504294224,3.387987918,"0,1"
4050,9,7,70,3,5.993883849,1.670813756,"0,1"
4060,9,7,67,21,5.964043227,3.813567717,"0,1"
4065,9,7,61,15,5.404846388,3.702207951,"0,1"
4085,9,7,57,8,5.07334896,2.634053746,"0,1"
4091,9,7,63,25,5.792608211,4.494052629,"0,1"
4092,9,7,71,9,5.36219268,2.702219743,"0,1"
4093,9,7,70,20,5.395136432,3.798214842,"0,1"
4095,9,7,66,16,5.186754491,3.756979408,"0,1"
4117,9,7,62,7,5.135690527,2.523367151,"0,1"
4118,9,7,67,10,5.755140791,2.906049055,"0,1"
4122,9,7,63,1,5.11941071,1,"0,1"
4127,9,7,55,10,5.285007412,3.001411945,"0,1"
4158,9,7,75,18,5.953413916,3.478891143,"0,1"
4161,9,7,62,8,5.63399633,2.614821858,"0,1"
4209,9,7,63,6,5.23867703,2.361383547,"0,1"
4219,9,7,68,12,5.605967052,3.211204433,"0,1"
4222,9,7,66,14,5.978009168,3.384041068,"0,1"
4229,9,7,62,21,5.634029086,4.347631455,"0,1"
4244,9,7,72,22,6.422443587,4.24843097,"0,1"
4277,9,7,63,18,5.467669472,4.062799984,"0,1"
4306,9,7,65,12,5.86246704,3.08995968,"0,1"
4307,9,7,63,16,5.636856252,3.759538938,"0,1"
4313,9,7,64,25,5.417291863,4.302845459,"0,1"
4323,9,7,65,21,5.486728597,4.331212328,"0,1"
4329,9,7,63,16,5.263443453,3.775293527,"0,1"
4345,9,7,64,20,5.275645333,3.809908367,"0,1"
4350,9,7,69,21,6.213553169,4.135591153,"0,1"
4377,9,7,58,17,5.610058523,3.916522243,"0,1"
4378,9,7,67,5,4.890400486,1.952913615,"0,1"
4399,9,7,62,14,5.108797096,3.420783662,"0,1"
4425,9,7,63,12,4.971079761,3.393326331,"0,1"
4447,9,7,66,8,4.827656452,2.636670976,"0,1"
4456,9,7,64,22,6.097741623,4.084480808,"0,1"
4503,9,7,66,16,5.390740634,3.615358753,"0,1"
4523,9,7,66,11,4.959216989,2.938458875,"0,1"
4544,9,7,75,20,6.728001589,3.910264099,"0,1"
4555,9,7,63,10,5.117707159,2.972528325,"0,1"
4589,9,7,69,19,5.54056586,4.02857918,"0,1"
4594,9,7,71,29,6.409113801,4.884080331,"0,1"
4627,9,7,58,14,5.398920535,3.444450149,"0,1"
4630,9,7,75,21,5.563658374,4.047457801,"0,1"
4663,9,7,57,2,5.066443569,1.414213562,"0,1"
4667,9,7,62,14,5.464849052,3.424786958,"0,1"
4671,9,7,68,9,5.428234388,2.656775196,"0,1"
4689,9,7,68,7,4.988566705,2.410067951,"0,1"
4690,9,7,69,5,5.077666685,2.082836619,"0,1"
4693,9,7,64,12,5.06864831,3.339749304,"0,1"
4720,9,7,71,5,5.276085485,2.110208431,"0,1"
4754,9,7,63,7,5.726321455,2.60339293,"0,1"
4811,9,7,72,7,6.596949186,2.532868894,"0,1"
4816,9,7,61,7,5.578254589,2.383313774,"0,1"
4824,9,7,69,9,5.786013708,2.713439291,"0,1"
4826,9,7,67,8,5.964619509,2.561204662,"0,1"
4894,9,7,67,17,5.572816706,3.639526271,"0,1"
4902,9,7,70,12,6.158733324,3.001312029,"0,1"
4912,9,7,67,17,5.653201996,3.883091631,"0,1"
4916,9,7,65,12,5.913209266,3.053232699,"0,1"
4932,9,7,65,16,5.39616108,3.609255904,"0,1"
4936,9,7,67,22,5.652611649,3.932582573,"0,1"
4949,9,7,61,18,5.349659268,3.809924513,"0,1"
4973,9,7,60,11,5.3322173,3.161173527,"0,1"
4975,9,7,67,15,5.546718847,3.423262124,"0,1"
4983,9,7,67,10,5.529727428,2.949048289,"0,1"
4989,9,7,59,13,5.448890839,3.314630344,"0,1"
5024,9,7,76,24,6.047315678,3.884546815,"0,1"
5044,9,7,60,11,5.200669818,3.148462823,"0,1"
5063,9,7,60,14,5.374380681,3.375652926,"0,1"
5142,9,7,64,13,5.427633738,3.098252661,"0,1"
5165,9,7,61,3,5.418987791,1.732050808,"0,1"
5172,9,7,66,8,5.198229669,2.772124659,"0,1"
5185,9,7,61,10,5.326232297,2.801556661,"0,1"
5201,9,7,64,13,5.558734654,3.388970508,"0,1"
5208,9,7,71,5,6.203956273,2.179033997,"0,1"
5209,9,7,62,17,5.535139573,3.762836546,"0,1"
5212,9,7,63,6,5.564323109,2.428819026,"0,1"
5219,9,7,60,9,5.606615799,2.931120063,"0,1"
5229,9,7,59,20,5.167829984,3.750020377,"0,1"
5233,9,7,60,9,4.891375237,2.886269182,"0,1"
5261,9,7,67,19,5.617029361,3.92846844,"0,1"
5276,9,7,67,11,5.019393378,2.801833859,"0,1"
5339,9,7,60,11,5.328121733,2.857655965,"0,1"
5341,9,7,61,12,5.265499995,3.1082631,"0,1"
5350,9,7,67,19,6.384677448,3.840010733,"0,1"
5362,9,7,71,6,5.474190956,2.392430071,"0,1"
5371,9,7,67,8,5.053963314,2.810807396,"0,1"
5390,9,7,67,3,4.489509323,1.677821953,"0,1"
5391,9,7,58,8,5.432786678,2.674495429,"0,1"
5404,9,7,69,13,5.848231757,3.284376353,"0,1"
5411,9,7,59,7,5.10071423,2.396373654,"0,1"
5426,9,7,73,9,5.740406302,2.680661088,"0,1"
5454,9,7,60,8,5.095934709,2.743055262,"0,1"
5457,9,7,66,7,5.336061874,2.635498358,"0,1"
5459,9,7,66,12,5.270823116,3.127917477,"0,1"
5492,9,7,70,26,6.464837611,4.54581361,"0,1"
5501,9,7,66,16,5.092760465,3.43998024,"0,1"
5503,9,7,55,15,5.458223429,3.619962594,"0,1"
5518,9,7,67,12,5.717788266,3.100845093,"0,1"
5523,9,7,62,10,5.050420137,3.06562592,"0,1"
5539,9,7,61,11,5.043902604,3.021501825,"0,1"
5544,9,7,67,17,5.873148354,3.884400332,"0,1"
5558,9,7,58,11,5.061704606,2.973138748,"0,1"
5559,9,7,61,7,4.700398766,2.434905719,"0,1"
5577,9,7,63,10,5.044856841,2.917491562,"0,1"
5589,9,7,64,9,5.534096194,2.880089814,"0,1"
5595,9,7,58,9,5.044434621,2.595758525,"0,1"
5614,9,7,75,8,6.571797889,2.820123218,"0,1"
5645,9,7,61,8,5.221612438,2.727495383,"0,1"
5658,9,7,70,22,6.033094683,4.333400762,"0,1"
5664,9,7,65,5,5.176229941,2.185605279,"0,1"
5669,9,7,64,18,5.290351602,4.024532612,"0,1"
5672,9,7,72,13,6.084185764,3.014780965,"0,1"
5704,9,7,70,10,5.327225453,2.58187275,"0,1"
5705,9,7,57,10,5.208374648,2.982084143,"0,1"
5727,9,7,63,15,5.47298844,3.446208822,"0,1"
5745,9,7,65,20,4.906833656,3.739677835,"0,1"
5746,9,7,65,15,5.998688823,3.765471736,"0,1"
5765,9,7,60,22,5.333279988,4.257279538,"0,1"
5794,9,7,75,26,5.965355574,4.430921372,"0,1"
5797,9,7,65,16,5.453658532,3.768121408,"0,1"
5803,9,7,58,10,5.149590041,2.847285682,"0,1"
5806,9,7,61,11,5.143704976,2.882825091,"0,1"
5817,9,7,67,11,5.513950014,2.949666179,"0,1"
5836,9,7,56,25,5.853654175,4.586829012,"0,1"
5860,9,7,65,5,5.641951667,2.147566419,"0,1"
5865,9,7,67,16,5.498539878,3.771595004,"0,1"
5869,9,7,64,19,5.534150382,3.946536205,"0,1"
5874,9,7,64,7,5.046435661,2.611882468,"0,1"
5878,9,7,61,7,4.861796239,2.573095949,"0,1"
5893,9,7,62,13,5.249184774,3.409433506,"0,1"
5898,9,7,65,10,4.96506674,2.775966499,"0,1"
5901,9,7,63,14,5.183465268,3.472517465,"0,1"
5918,9,7,69,17,6.036556583,3.672445902,"0,1"
5924,9,7,65,8,5.616139482,2.469034681,"0,1"
5937,9,7,60,20,5.41274643,3.730125084,"0,1"
5940,9,7,68,11,5.299330767,3.159153961,"0,1"
5943,9,7,66,15,5.569707159,3.740637936,"0,1"
5979,9,7,71,8,5.564335546,2.508798818,"0,1"
6010,9,7,72,10,5.730237087,3.022855397,"0,1"
6019,9,7,65,9,5.502210943,2.874539229,"0,1"
6036,9,7,65,13,5.804153413,3.382916122,"0,1"
6042,9,7,66,28,5.803832803,4.812795326,"0,1"
6051,9,7,66,15,5.531386103,3.337397753,"0,1"
6061,9,7,72,18,5.387734372,3.859785868,"0,1"
6067,9,7,64,16,5.451929668,3.699303217,"0,1"
6073,9,7,62,7,5.174227084,2.46483925,"0,1"
6078,9,7,67,12,5.699743345,3.024996465,"0,1"
6100,9,7,67,3,5.007605135,1.694435337,"0,1"
6162,9,7,68,11,6.169313002,3.158971406,"0,1"
6166,9,7,69,5,4.977842485,1.906342235,"0,1"
6174,9,7,72,3,5.559040353,1.355989745,"0,1"
6191,9,7,66,19,5.262867828,4.178366503,"0,1"
6205,9,7,63,9,5.463196918,2.928742344,"0,1"
6225,9,7,66,18,5.370131129,3.711070132,"0,1"
6263,9,7,65,15,5.421958288,3.691231544,"0,1"
6272,9,7,67,4,5.322759125,1.93951999,"0,1"
6285,9,7,69,21,5.970580186,4.273540095,"0,1"
6294,9,7,64,11,5.428866131,2.878271086,"0,1"
6295,9,7,69,14,5.727637255,3.490486879,"0,1"
6301,9,7,69,14,5.909901505,3.578632817,"0,1"
6306,9,7,69,20,5.985493164,3.904602515,"0,1"
6310,9,7,67,9,5.860278844,2.705097926,"0,1"
6334,9,7,64,10,5.427742823,2.92659917,"0,1"
6345,9,7,69,27,6.200925133,4.513015055,"0,1"
6379,9,7,66,13,5.563263089,3.450394335,"0,1"
6382,9,7,66,12,5.802486574,2.992768421,"0,1"
6383,9,7,72,14,5.822649963,3.291109738,"0,1"
6439,9,7,61,16,5.580368732,3.385592651,"0,1"
6459,9,7,59,13,4.890315579,2.948080785,"0,1"
6460,9,7,69,9,5.130930098,2.830579434,"0,1"
6479,9,7,64,13,5.375199003,3.364968681,"0,1"
6491,9,7,66,14,5.696831309,3.706693552,"0,1"
6535,9,7,60,16,5.274620598,3.84937469,"0,1"
6542,9,7,65,16,5.739293059,3.76862133,"0,1"
6577,9,7,67,19,5.787944357,3.971718551,"0,1"
6589,9,7,65,18,5.594008714,3.664778795,"0,1"
6599,9,7,63,11,5.586937586,3.209673959,"0,1"
