seed_index,true_label,original_prediction,modified_prediction,is_valid,diff_pixels,l0_distance,l1_distance,l2_distance,linf_distance
48251,3,3,6,True,528,528,94.0941176470588,4.26967886751218,0.196078431372549
24260,6,6,0,True,459,459,75.9686274509804,3.80316143607936,0.196078431372549
36259,8,8,3,True,343,343,58.243137254902,3.34512332473261,0.196078431372549
48257,1,1,6,True,446,446,55.3843137254902,3.03934218585569,0.196078431372549
6262,0,0,6,True,416,416,48.0392156862745,2.57568555802335,0.196078431372549
30268,4,4,2,True,271,271,37.4274509803922,2.64277649251477,0.196078431372549
12273,6,6,0,True,470,470,82.6,3.94613287016401,0.196078431372549
36267,4,4,2,True,493,493,90.9882352941176,4.20149915574302,0.196078431372549
276,4,4,5,True,479,479,48.4196078431373,2.57671530159669,0.196078431372549
278,0,0,4,True,350,350,52.1176470588235,2.94379491287057,0.196078431372549
6276,6,6,2,True,443,443,80.8156862745098,3.89208524653824,0.196078431372549
24290,8,8,5,True,352,352,61.5921568627451,3.44373571108872,0.196078431372549
54303,7,7,1,True,369,369,53.2980392156863,3.0498737848977,0.196078431372549
54304,7,7,5,True,248,248,38.8156862745098,2.66915109181589,0.196078431372549
30309,4,4,2,True,470,470,87.6196078431373,4.12708349162778,0.196078431372549
6306,6,6,0,True,424,424,81.4352941176471,3.982085991381,0.196078431372549
48304,4,4,2,True,484,484,88.5019607843137,4.13401787686367,0.196078431372549
326,6,6,0,True,725,725,81.6549019607843,3.40167993416067,0.196078431372549
329,8,8,7,True,502,502,83.5333333333333,3.92219406777217,0.196078431372549
42333,8,8,5,True,359,359,64.5294117647059,3.49255923522194,0.196078431372549
12337,8,8,6,True,627,627,113.627450980392,4.68674704320405,0.196078431372549
24332,7,7,5,True,236,236,36.8705882352941,2.57942052151948,0.196078431372549
30339,6,6,0,True,448,448,84.5372549019608,4.05540445174152,0.196078431372549
18335,4,4,2,True,258,258,36.564705882353,2.61087543006973,0.196078431372549
54344,4,4,2,True,291,291,49.1921568627451,3.079782393687,0.196078431372549
345,4,4,2,True,356,356,49.0588235294118,3.04192415683434,0.196078431372549
24344,6,6,0,True,648,648,87.4274509803922,3.72768975315936,0.196078431372549
42348,7,7,5,True,222,222,37.9294117647059,2.66126326840759,0.196078431372549
42350,4,4,5,True,467,467,77.1568627450981,3.72442296375131,0.196078431372549
352,3,3,0,True,250,250,25.5372549019608,1.80835771673641,0.196078431372549
42356,0,0,5,True,430,430,63.6352941176471,3.26254948508639,0.196078431372549
354,4,4,3,True,475,475,78.9098039215686,3.83963425786112,0.196078431372549
24354,0,0,5,True,436,436,35.8392156862745,2.00772441438214,0.196078431372549
357,6,6,3,True,491,491,94.043137254902,4.27582818308781,0.196078431372549
18352,6,6,5,True,381,381,42.9254901960784,2.5171400136901,0.196078431372549
12365,6,6,3,True,445,445,79.5019607843137,3.88571650690201,0.196078431372549
6355,7,7,5,True,260,260,40.1803921568627,2.69435452907283,0.196078431372549
12366,0,0,2,True,356,356,29.7411764705882,1.89592330610235,0.196078431372549
42367,1,1,4,True,512,512,91.7411764705882,4.22099984328918,0.196078431372549
18361,6,6,0,True,396,396,74.9529411764706,3.81491639251656,0.196078431372549
30369,6,6,0,True,509,509,89.0470588235294,4.15800391291211,0.196078431372549
42380,4,4,2,True,457,457,84.9647058823529,4.06061720336698,0.196078431372549
6371,7,7,5,True,256,256,42.0862745098039,2.79453522851411,0.196078431372549
48371,4,4,2,True,173,173,25.7921568627451,2.22130123167949,0.196078431372549
30393,7,7,5,True,222,222,38.2,2.68394918677989,0.196078431372549
393,7,7,5,True,335,335,56.7843137254902,3.24915154689683,0.196078431372549
48385,8,8,1,True,315,315,48.4235294117647,2.93583305464075,0.196078431372549
395,0,0,2,True,371,371,60.6823529411765,3.38085616214016,0.196078431372549
6386,6,6,5,True,486,486,32.9411764705882,1.88565070603215,0.196078431372549
6392,8,8,7,True,403,403,72.8745098039216,3.74217317261313,0.196078431372549
36400,1,1,2,True,433,433,74.0470588235294,3.73169349386842,0.196078431372549
36402,8,8,3,True,359,359,58.5019607843137,3.23763432890034,0.196078431372549
6398,3,3,6,True,552,552,60.3882352941177,2.90605170049793,0.196078431372549
36408,8,8,5,True,464,464,79.5333333333333,3.86063443878026,0.196078431372549
12418,6,6,4,True,372,372,69.6039215686275,3.67335868298221,0.196078431372549
48408,1,1,8,True,395,395,65.6823529411765,3.46622080355209,0.196078431372549
6415,4,4,3,True,183,183,28.2862745098039,2.3091446843788,0.196078431372549
42428,4,4,2,True,432,432,80.078431372549,3.94905660360029,0.196078431372549
36421,4,4,2,True,435,435,75.1058823529412,3.81547870382355,0.196078431372549
18424,7,7,5,True,320,320,57.5372549019608,3.31824497462881,0.196078431372549
54436,8,8,5,True,349,349,57.2745098039216,3.29811382256897,0.196078431372549
6433,0,0,8,True,547,547,100.113725490196,4.38387699954016,0.196078431372549
54440,7,7,5,True,266,266,47.8862745098039,3.01497225030793,0.196078431372549
24440,8,8,5,True,412,412,72.2627450980392,3.70781980685519,0.196078431372549
6437,4,4,2,True,296,296,50.4470588235294,3.10814435356021,0.196078431372549
6441,4,4,6,True,508,508,71.2509803921569,3.34976113386899,0.196078431372549
54447,9,9,7,True,294,294,41.5372549019608,2.78013494758751,0.196078431372549
6443,8,8,3,True,625,625,114.278431372549,4.67009430884622,0.196078431372549
18445,4,4,2,True,338,338,50.878431372549,3.10435692387385,0.196078431372549
54458,6,6,2,True,452,452,82.3725490196079,3.98982365656147,0.196078431372549
6452,4,4,2,True,246,246,38.8745098039216,2.72328306738921,0.196078431372549
36458,4,4,2,True,467,467,89.1764705882353,4.16768107605547,0.196078431372549
12465,8,8,6,True,463,463,79.0078431372549,3.81423505845178,0.196078431372549
18455,7,7,3,True,282,282,37.0313725490196,2.48573322492846,0.196078431372549
473,7,7,5,True,327,327,49.4941176470588,2.96635238022651,0.196078431372549
36469,3,3,0,True,102,102,12.8156862745098,1.55225772245104,0.196078431372549
12479,4,4,2,True,496,496,92.4941176470588,4.22592282030786,0.196078431372549
18472,8,8,5,True,414,414,69.5843137254902,3.65548257611536,0.196078431372549
42484,1,1,3,True,543,543,82.5607843137255,3.78521171911881,0.196078431372549
30482,6,6,0,True,442,442,81.1176470588235,3.97182890323857,0.196078431372549
54480,7,7,5,True,238,238,36.7137254901961,2.57233380257098,0.196078431372549
36487,4,4,2,True,466,466,88.0117647058824,4.13977806157254,0.196078431372549
494,4,4,6,True,476,476,67.9490196078431,3.40377473253367,0.196078431372549
18489,4,4,5,True,442,442,57.4549019607843,2.99836428558658,0.196078431372549
54496,0,0,5,True,458,458,60.8549019607843,2.95773118780522,0.196078431372549
6498,4,4,2,True,220,220,26.7254901960784,2.24019071522935,0.196078431372549
18502,4,4,2,True,466,466,85.6274509803922,4.07017074439199,0.196078431372549
512,3,3,4,True,349,349,60.4745098039216,3.36934868674297,0.196078431372549
42514,0,0,1,True,413,413,39.9647058823529,2.18641782700923,0.196078431372549
18509,4,4,2,True,465,465,84.9450980392157,4.06431380116693,0.196078431372549
36524,6,6,0,True,449,449,70.2823529411765,3.49509240161248,0.196078431372549
48518,4,4,2,True,445,445,80.2392156862745,3.88753664631867,0.196078431372549
42534,4,4,2,True,496,496,90.243137254902,4.17698790867713,0.196078431372549
54530,6,6,2,True,255,255,35.7803921568627,2.61270076848683,0.196078431372549
48526,6,6,0,True,437,437,81.886274509804,3.97822021299132,0.196078431372549
54536,4,4,2,True,413,413,59.6823529411765,3.30771935098532,0.196078431372549
12545,7,7,5,True,240,240,32.6078431372549,2.38382670464643,0.196078431372549
18540,6,6,3,True,428,428,81.3529411764706,3.97443773694784,0.196078431372549
30548,7,7,5,True,256,256,28.5176470588235,2.0940295200668,0.196078431372549
54543,0,0,5,True,478,478,62.4745098039216,3.06250407025285,0.196078431372549
24547,4,4,2,True,451,451,82.9372549019608,4.00772610243149,0.196078431372549
12559,7,7,5,True,243,243,42.4705882352941,2.84685355496181,0.196078431372549
48544,3,3,5,True,271,271,40.9450980392157,2.68768247058097,0.196078431372549
18550,7,7,5,True,263,263,32.321568627451,2.30249851754539,0.196078431372549
18554,4,4,2,True,397,397,71.1058823529412,3.70643216172552,0.196078431372549
573,6,6,5,True,501,501,47.8549019607843,2.24365481482883,0.196078431372549
24571,6,6,0,True,569,569,96.5960784313726,4.31748855472982,0.196078431372549
48567,4,4,2,True,592,592,110.521568627451,4.61695885966943,0.196078431372549
42581,7,7,5,True,267,267,43.0588235294118,2.85948780576903,0.196078431372549
12586,4,4,2,True,412,412,76.4549019607843,3.85615641926947,0.196078431372549
24582,4,4,2,True,474,474,85.4235294117647,4.06426082710522,0.196078431372549
54589,4,4,6,True,543,543,95.0156862745098,4.25043951410353,0.196078431372549
18589,4,4,2,True,367,367,59.721568627451,3.35970879901047,0.196078431372549
12598,4,4,2,True,465,465,87.8274509803921,4.13294636727123,0.196078431372549
42612,3,3,4,True,353,353,61.756862745098,3.38710947163752,0.196078431372549
6599,4,4,2,True,267,267,35.0117647058824,2.54274340457903,0.196078431372549
612,0,0,3,True,512,512,84.721568627451,3.91547762264789,0.196078431372549
614,0,0,6,True,497,497,67.3921568627451,3.27396966309456,0.196078431372549
24614,6,6,5,True,482,482,43.0039215686275,2.33963558185919,0.196078431372549
6611,6,6,0,True,497,497,88.7098039215686,4.14873604427787,0.196078431372549
54619,6,6,5,True,503,503,90.2509803921569,4.1347692561049,0.196078431372549
36624,0,0,6,True,469,469,84.5411764705882,4.04789852969762,0.196078431372549
625,0,0,5,True,455,455,27.9333333333333,1.62816898878936,0.196078431372549
6618,0,0,6,True,387,387,73.3490196078431,3.78076639592574,0.196078431372549
54633,0,0,6,True,427,427,70.5686274509804,3.58492936747446,0.196078431372549
24630,4,4,2,True,229,229,32.921568627451,2.50411426162907,0.196078431372549
48630,0,0,8,True,424,424,61.0352941176471,3.23484488859778,0.196078431372549
48633,8,8,5,True,460,460,63.3647058823529,3.30836322143159,0.196078431372549
48641,8,8,5,True,346,346,59.4,3.38083569266189,0.196078431372549
24647,4,4,2,True,429,429,80.2274509803922,3.95477704022724,0.196078431372549
653,0,0,3,True,380,380,66.7294117647059,3.59348378608789,0.196078431372549
42658,4,4,2,True,432,432,78.8352941176471,3.90702204019976,0.196078431372549
42659,0,0,5,True,475,475,65.3607843137255,3.18762746539358,0.196078431372549
54652,8,8,7,True,520,520,88.4980392156863,4.09193278039574,0.196078431372549
12656,7,7,5,True,245,245,43.0588235294118,2.88802696159034,0.196078431372549
54655,8,8,5,True,263,263,44.5137254901961,2.91994164462185,0.196078431372549
6650,7,7,5,True,226,226,37.3960784313725,2.65241868396527,0.196078431372549
18666,4,4,2,True,470,470,89.2078431372549,4.17517240249335,0.196078431372549
12674,8,8,5,True,489,489,72.1294117647059,3.47599445994703,0.196078431372549
36680,8,8,2,True,457,457,72.121568627451,3.62928623420375,0.196078431372549
42684,0,0,6,True,458,458,78.1137254901961,3.87688860848279,0.196078431372549
54681,4,4,2,True,450,450,74.9058823529412,3.71463226811902,0.196078431372549
18692,4,4,6,True,489,489,93.0980392156863,4.24769426564512,0.196078431372549
48689,4,4,2,True,487,487,93.0941176470588,4.26291826406575,0.196078431372549
705,1,1,3,True,503,503,95.8196078431372,4.31903060591793,0.196078431372549
24700,6,6,5,True,516,516,77.0156862745098,3.56607320785742,0.196078431372549
42712,1,1,3,True,280,280,48.643137254902,3.02109970785953,0.196078431372549
30714,4,4,3,True,503,503,95.1882352941177,4.30692690641049,0.196078431372549
36721,6,6,3,True,405,405,73.5333333333333,3.74889039075042,0.196078431372549
6709,7,7,5,True,358,358,62.7294117647059,3.46760700581679,0.196078431372549
48711,4,4,2,True,271,271,45.7450980392157,2.96746163033146,0.196078431372549
36725,8,8,3,True,272,272,50.2392156862745,3.11812057077448,0.196078431372549
24719,0,0,5,True,433,433,70.5411764705882,3.56193295803548,0.196078431372549
18734,7,7,5,True,212,212,30.7686274509804,2.31226939891617,0.196078431372549
36736,0,0,6,True,467,467,84.7529411764706,4.04682701874522,0.196078431372549
18736,4,4,2,True,222,222,30.556862745098,2.38323634069179,0.196078431372549
48728,4,4,2,True,481,481,89.3137254901961,4.15824801187452,0.196078431372549
42742,8,8,5,True,367,367,67.0980392156863,3.5758255352243,0.196078431372549
24734,6,6,0,True,476,476,86.2862745098039,4.08305733125548,0.196078431372549
42744,0,0,6,True,518,518,88.1686274509804,4.13597601272719,0.196078431372549
42753,3,3,1,True,152,152,14.1450980392157,1.51437048130001,0.196078431372549
18753,4,4,2,True,345,345,60.3176470588235,3.41529454542177,0.196078431372549
36759,0,0,3,True,406,406,36.9960784313725,2.05056419876492,0.196078431372549
54771,4,4,2,True,319,319,35.9764705882353,2.62892554466946,0.196078431372549
6776,7,7,5,True,256,256,45.1803921568627,2.92580821485474,0.196078431372549
6777,6,6,5,True,548,548,45.8627450980392,2.24639486477877,0.196078431372549
42792,3,3,4,True,384,384,71.1843137254902,3.7189912354433,0.196078431372549
30791,0,0,6,True,499,499,86.1882352941177,4.05452647406248,0.196078431372549
6786,7,7,5,True,232,232,36.6980392156863,2.60117975186249,0.196078431372549
42802,6,6,1,True,406,406,72.5882352941177,3.69302260944183,0.196078431372549
12801,6,6,0,True,375,375,57.478431372549,3.2195314170194,0.196078431372549
12803,6,6,2,True,514,514,86.7137254901961,4.05207167883624,0.196078431372549
54802,4,4,6,True,309,309,50.1411764705882,3.10082773486239,0.196078431372549
42810,8,8,5,True,505,505,82.9411764705882,3.89126724658095,0.196078431372549
30812,7,7,5,True,230,230,41.2039215686275,2.81856589873116,0.196078431372549
820,0,0,6,True,455,455,41.556862745098,2.16975469763396,0.196078431372549
30817,3,3,6,True,557,557,87.5372549019608,3.98596152431962,0.196078431372549
42823,0,0,6,True,202,202,29.156862745098,2.35090434716502,0.196078431372549
30825,6,6,0,True,432,432,81.3725490196078,3.98492738828307,0.196078431372549
42829,6,6,0,True,462,462,86.2196078431373,4.08030499949316,0.196078431372549
24821,8,8,3,True,267,267,42.078431372549,2.81458823966526,0.196078431372549
30828,7,7,5,True,193,193,23.6235294117647,1.98375563724386,0.196078431372549
42831,7,7,3,True,292,292,33.356862745098,2.30818212646888,0.196078431372549
48826,0,0,3,True,399,399,74.0941176470588,3.77967204922496,0.196078431372549
48827,4,4,6,True,508,508,88.3686274509804,4.03737250921466,0.196078431372549
18842,4,4,2,True,257,257,37.0705882352941,2.66786305342282,0.196078431372549
48837,3,3,5,True,176,176,26.5764705882353,2.17147634026889,0.196078431372549
6835,7,7,5,True,223,223,38.1803921568627,2.68467391845693,0.196078431372549
54843,7,7,5,True,240,240,37.3529411764706,2.59792304586744,0.196078431372549
857,0,0,5,True,453,453,59.3529411764706,3.11273012193402,0.196078431372549
12852,4,4,2,True,341,341,38.5843137254902,2.66670415198567,0.196078431372549
54849,0,0,3,True,368,368,64.5098039215686,3.51202252149169,0.196078431372549
54851,2,2,0,True,531,531,57.278431372549,2.73425308743989,0.196078431372549
24853,8,8,9,True,414,414,72.4666666666667,3.69177936903739,0.196078431372549
12860,6,6,2,True,292,292,47.6901960784314,3.02088844757423,0.196078431372549
30864,6,6,0,True,403,403,73.8980392156863,3.79421441838387,0.196078431372549
18862,1,1,3,True,450,450,76.8392156862745,3.74332161955192,0.196078431372549
871,4,4,6,True,410,410,76.6156862745098,3.85916027543899,0.196078431372549
24860,4,4,2,True,289,289,47.3686274509804,3.00275664710575,0.196078431372549
18869,4,4,6,True,414,414,69.0117647058824,3.54866643243255,0.196078431372549
6871,4,4,3,True,213,213,32.5294117647059,2.50491865233685,0.196078431372549
892,8,8,6,True,551,551,99.6588235294118,4.40390061629643,0.196078431372549
54883,8,8,3,True,547,547,93.8156862745098,4.18694810211953,0.196078431372549
18888,3,3,0,True,215,215,27.6823529411765,2.16844306559331,0.196078431372549
48880,4,4,6,True,404,404,73.1490196078431,3.74910369911434,0.196078431372549
42896,4,4,2,True,444,444,84.7647058823529,4.06608803340813,0.196078431372549
48884,7,7,5,True,299,299,51.2745098039216,3.12536226273954,0.196078431372549
54889,1,1,2,True,488,488,76,3.73565589313865,0.196078431372549
54894,5,5,7,True,308,308,50.0705882352941,3.09021100822511,0.196078431372549
36915,6,6,0,True,447,447,79.0941176470588,3.91315371673093,0.196078431372549
24908,8,8,7,True,369,369,67.7647058823529,3.62741070459888,0.196078431372549
36916,6,6,8,True,317,317,34.8509803921569,2.49859937697052,0.196078431372549
30918,4,4,2,True,538,538,96.6549019607843,4.31721961874162,0.196078431372549
36918,4,4,2,True,332,332,54.3058823529412,3.22438803506837,0.196078431372549
6910,7,7,5,True,245,245,42.4823529411765,2.83494153422942,0.196078431372549
6918,8,8,4,True,247,247,30.6470588235294,2.39560343162527,0.196078431372549
54937,8,8,4,True,487,487,78.7137254901961,3.85395436461323,0.196078431372549
36947,3,3,5,True,419,419,70.3372549019608,3.57625988371415,0.196078431372549
30955,5,5,7,True,319,319,56.0666666666667,3.28829317006838,0.196078431372549
18954,4,4,2,True,448,448,84.0196078431373,4.03988762733848,0.196078431372549
18957,1,1,8,True,246,246,44.9725490196078,2.94973916961843,0.196078431372549
30961,4,4,2,True,266,266,27.0901960784314,2.18661124637903,0.196078431372549
30963,4,4,6,True,499,499,91.6745098039216,4.1887988898903,0.196078431372549
24957,8,8,6,True,588,588,112.282352941176,4.67562823835458,0.196078431372549
18978,0,0,3,True,310,310,58.8745098039216,3.38975773711631,0.196078431372549
48968,4,4,2,True,282,282,49.2039215686274,3.08499363010826,0.196078431372549
42979,4,4,2,True,391,391,67.2549019607843,3.60409438660513,0.196078431372549
42983,8,8,7,True,470,470,69.0235294117647,3.42275669019083,0.196078431372549
36991,4,4,6,True,514,514,89.4549019607843,4.13093839906881,0.196078431372549
12987,6,6,0,True,541,541,93.0588235294118,4.19936832729966,0.196078431372549
36998,6,6,5,True,481,481,51.2352941176471,2.69752902152906,0.196078431372549
48984,0,0,2,True,493,493,81.5294117647059,3.91169344866053,0.196078431372549
37003,8,8,1,True,258,258,15.6313725490196,1.63156107507955,0.196078431372549
55002,4,4,2,True,462,462,86.078431372549,4.07681340455548,0.196078431372549
31016,4,4,2,True,482,482,85.8705882352941,4.06009263099273,0.196078431372549
49002,8,8,5,True,385,385,70.0549019607843,3.66811966597204,0.196078431372549
43013,7,7,5,True,258,258,43.1490196078431,2.80930786639643,0.196078431372549
49003,6,6,5,True,479,479,65.2078431372549,3.17230421508786,0.196078431372549
31019,7,7,5,True,232,232,41.4509803921569,2.80486752177115,0.196078431372549
37026,0,0,3,True,404,404,71.0313725490196,3.69348689507083,0.196078431372549
13021,8,8,6,True,457,457,83.1843137254902,3.96284163226134,0.196078431372549
43033,4,4,2,True,496,496,95.5372549019608,4.31207811681393,0.196078431372549
25034,4,4,2,True,468,468,87.2352941176471,4.12265055481035,0.196078431372549
1045,4,4,2,True,270,270,36.9725490196079,2.62987888994504,0.196078431372549
7025,3,3,0,True,344,344,50.6196078431373,3.00277457239822,0.196078431372549
19042,4,4,2,True,472,472,89.2862745098039,4.17132519277729,0.196078431372549
55037,8,8,7,True,286,286,51.4941176470588,3.14595118251266,0.196078431372549
49034,7,7,5,True,253,253,43.4470588235294,2.86163556258325,0.196078431372549
7032,0,0,5,True,460,460,58.356862745098,2.98647212663504,0.196078431372549
19052,0,0,3,True,313,313,59.1725490196078,3.39459959650729,0.196078431372549
31054,6,6,3,True,451,451,82.8823529411764,4.01107463445688,0.196078431372549
43058,4,4,2,True,485,485,93.1803921568628,4.26722711140383,0.196078431372549
25058,6,6,3,True,439,439,81.9568627450981,3.96749383173846,0.196078431372549
49055,0,0,6,True,589,589,100.592156862745,4.41460126676044,0.196078431372549
37070,4,4,2,True,326,326,42.9529411764706,2.81167172433566,0.196078431372549
19069,4,4,2,True,445,445,78.2078431372549,3.86951134273132,0.196078431372549
13065,4,4,2,True,493,493,93.0823529411765,4.2510129511813,0.196078431372549
49061,8,8,7,True,377,377,64.0862745098039,3.49372810926944,0.196078431372549
7061,4,4,2,True,460,460,82.9607843137255,4.00687797748943,0.196078431372549
31079,0,0,3,True,311,311,58.7607843137255,3.37508796359659,0.196078431372549
49066,4,4,2,True,313,313,43.4039215686275,2.85855723765834,0.196078431372549
49068,8,8,5,True,506,506,77.521568627451,3.74256972453713,0.196078431372549
31084,3,3,5,True,182,182,32.921568627451,2.48939310815006,0.196078431372549
25081,4,4,2,True,462,462,86.4,4.10383491097625,0.196078431372549
25082,6,6,5,True,496,496,71.0352941176471,3.40183816245076,0.196078431372549
7071,4,4,6,True,497,497,86.3490196078431,4.05241893103591,0.196078431372549
43090,4,4,6,True,511,511,89.5803921568628,4.09878968641994,0.196078431372549
13084,4,4,6,True,419,419,78.6823529411764,3.90884209460666,0.196078431372549
13086,4,4,2,True,475,475,88.9764705882353,4.16068451766258,0.196078431372549
7075,7,7,5,True,258,258,40.8235294117647,2.74611745777338,0.196078431372549
31097,7,7,5,True,224,224,30.9607843137255,2.36426360771523,0.196078431372549
37096,0,0,5,True,584,584,78.5019607843137,3.46701267016083,0.196078431372549
25097,8,8,5,True,380,380,67.3960784313726,3.61714062027183,0.196078431372549
13095,0,0,1,True,244,244,25.3843137254902,2.10958159044297,0.196078431372549
19098,4,4,2,True,460,460,84.6313725490196,4.05290465468239,0.196078431372549
37103,8,8,2,True,461,461,75.2196078431373,3.78003618859422,0.196078431372549
31107,4,4,6,True,464,464,85.3294117647059,4.04322854159892,0.196078431372549
37109,3,3,4,True,445,445,63.6666666666667,3.22545384090603,0.196078431372549
