idx,true_label,pred_label,L0 (before),L0 (after),L2 (before),L2 (after),epsilon
1027,9,4,577,5,4.194764317,1.394028016,"0,1"
1036,9,4,655,16,4.9952488,1.915111199,"0,1"
1038,9,4,590,43,5.17254456,2.686540705,"0,1"
1056,9,4,597,15,4.575359846,2.111985897,"0,1"
1061,9,4,584,20,4.12007958,1.928833805,"0,1"
1066,9,4,619,7,4.7275872,1.344806462,"0,1"
1083,9,4,641,32,5.800572696,3.18514188,"0,1"
1103,9,4,607,48,4.638119971,2.832116572,"0,1"
1112,9,4,570,23,4.499688571,2.430486872,"0,1"
1116,9,4,587,10,4.398886651,1.628834753,"0,1"
1122,9,4,596,23,4.529949887,2.216026349,"0,1"
1138,9,4,557,32,4.344200728,2.285988614,"0,1"
1142,9,4,617,35,5.520177242,2.898522075,"0,1"
1147,9,4,619,31,5.222494451,2.833430353,"0,1"
1161,9,4,624,29,4.741567314,2.461595835,"0,1"
1167,9,4,603,37,4.669858852,2.546170353,"0,1"
1169,9,4,602,17,4.502988883,1.963233764,"0,1"
1173,9,4,589,14,4.405182017,2.068228751,"0,1"
1177,9,4,591,29,5.046039478,2.786704304,"0,1"
1194,9,4,602,36,5.743850497,3.142476048,"0,1"
1221,9,4,612,40,4.756623501,2.410501821,"0,1"
1235,9,4,606,31,4.824715301,2.558350944,"0,1"
1250,9,4,559,30,3.912186817,2.157785899,"0,1"
1256,9,4,564,16,4.025472527,1.914079042,"0,1"
1272,9,4,621,62,5.749629478,3.799583133,"0,1"
1274,9,4,670,58,5.59832869,3.275026377,"0,1"
1282,9,4,568,58,5.097969834,3.110169847,"0,1"
1284,9,4,570,12,4.032389053,1.599581837,"0,1"
1286,9,4,592,8,4.336776203,1.628811149,"0,1"
1291,9,4,609,26,4.636163284,2.35821957,"0,1"
1292,9,4,579,16,4.329798931,1.928506882,"0,1"
1305,9,4,594,15,4.68858258,2.228631281,"0,1"
1307,9,4,583,25,4.248449069,1.889663093,"0,1"
1316,9,4,611,29,4.577019978,2.289155015,"0,1"
1333,9,4,608,42,4.756337362,2.565817952,"0,1"
1352,9,4,645,66,6.15682278,3.420875822,"0,1"
1355,9,4,580,40,4.343411225,2.541863257,"0,1"
1360,9,4,631,40,5.129204889,3.296749649,"0,1"
1364,9,4,658,36,5.929711321,2.994468821,"0,1"
1370,9,4,571,8,5.239588457,2.147731115,"0,1"
1383,9,4,581,43,4.01055892,2.279548172,"0,1"
1396,9,4,581,10,4.22532778,1.687865187,"0,1"
1399,9,4,591,18,4.37898761,1.976455026,"0,1"
1401,9,4,613,28,4.660224586,2.327407205,"0,1"
1410,9,4,586,29,4.450363609,2.48756384,"0,1"
1421,9,4,602,22,4.520998893,2.413504872,"0,1"
1426,9,4,573,8,4.198912365,1.832132353,"0,1"
1441,9,4,591,13,4.210588801,1.896908592,"0,1"
1455,9,4,648,10,4.56288118,1.591688331,"0,1"
1459,9,4,627,19,4.553773716,2.049390153,"0,1"
1462,9,4,583,35,5.452180711,2.729637133,"0,1"
1465,9,4,629,30,4.731966923,2.176686087,"0,1"
1500,9,4,571,9,4.014276713,1.511041001,"0,1"
1507,9,4,594,20,4.516080883,2.393911282,"0,1"
1518,9,4,625,35,5.483759532,2.996609644,"0,1"
1522,9,4,659,18,5.749412821,2.368770285,"0,1"
1552,9,4,569,1,4.607100482,0.894117647,"0,1"
1555,9,4,586,25,4.649219321,2.430917098,"0,1"
1560,9,4,603,57,4.947495182,3.545115391,"0,1"
1569,9,4,625,24,4.727567683,2.194428652,"0,1"
1574,9,4,622,60,5.529311639,3.618685753,"0,1"
1585,9,4,589,12,4.260924625,1.875653929,"0,1"
1591,9,4,623,48,5.110052211,2.94265845,"0,1"
1610,9,4,637,24,4.979572265,2.351535528,"0,1"
1612,9,4,568,5,4.205536345,1.136571803,"0,1"
1620,9,4,597,66,5.889667348,4.090547613,"0,1"
1622,9,4,628,60,5.290073982,3.010536412,"0,1"
1623,9,4,590,20,5.243728243,2.333708983,"0,1"
1632,9,4,586,33,4.479466588,2.519765769,"0,1"
1643,9,4,577,36,4.157674726,2.241117286,"0,1"
1659,9,4,577,28,4.365442215,2.259068614,"0,1"
1674,9,4,672,37,6.494299988,2.631568328,"0,1"
1683,9,4,613,51,5.119568417,3.341153457,"0,1"
1684,9,4,592,22,4.574364823,2.265383992,"0,1"
1695,9,4,584,32,4.768474262,3.01128213,"0,1"
1720,9,4,581,25,4.28743145,2.202972373,"0,1"
1728,9,4,580,23,4.187093183,1.834435026,"0,1"
1732,9,4,616,28,4.586939653,2.506842616,"0,1"
1733,9,4,582,38,4.519307974,2.543532556,"0,1"
1736,9,4,575,13,4.420794245,1.812910257,"0,1"
1740,9,4,589,27,5.267720684,2.754401601,"0,1"
1743,9,4,588,36,4.585538004,2.821510716,"0,1"
1748,9,4,598,46,5.225255853,3.147864413,"0,1"
1751,9,4,591,26,4.954228017,2.404190242,"0,1"
1757,9,4,611,49,5.494519306,3.642822756,"0,1"
1794,9,4,599,43,4.961723541,3.247522937,"0,1"
1811,9,4,592,39,4.600543237,2.640922444,"0,1"
1820,9,4,603,40,5.389692128,2.842206744,"0,1"
1826,9,4,633,41,4.68480246,2.135069939,"0,1"
1850,9,4,598,12,3.818339363,1.632993162,"0,1"
1855,9,4,576,30,4.836586822,2.560234755,"0,1"
1875,9,4,669,21,4.967568793,1.959426981,"0,1"
1878,9,4,584,21,4.58118446,2.206306713,"0,1"
1882,9,4,583,20,4.361824534,2.620256465,"0,1"
1884,9,4,595,27,5.086006917,2.872893642,"0,1"
1895,9,4,576,24,4.383257791,2.346936783,"0,1"
1903,9,4,569,45,4.656221628,2.576315392,"0,1"
1905,9,4,593,37,5.082242495,2.668070565,"0,1"
1912,9,4,595,35,5.976877141,3.053879866,"0,1"
1925,9,4,621,58,5.369684366,3.727409206,"0,1"
1937,9,4,567,25,4.043696354,2.11369275,"0,1"
1939,9,4,567,21,4.16986129,1.950809925,"0,1"
1940,9,4,591,1,4.595440965,0.282352941,"0,1"
1949,9,4,576,24,4.504831018,2.334041744,"0,1"
1950,9,4,606,10,5.195727698,1.429372764,"0,1"
1960,9,4,600,22,4.521342443,2.282022751,"0,1"
1962,9,4,565,4,4.479140427,1.160453053,"0,1"
1968,9,4,606,17,4.173146058,1.934375092,"0,1"
1984,9,4,581,19,4.40511045,1.741896159,"0,1"
2006,9,4,586,15,4.297647399,1.782205175,"0,1"
2033,9,4,596,22,4.43277264,2.259089037,"0,1"
2041,9,4,572,15,4.440862647,2.046273608,"0,1"
2060,9,4,590,25,4.588691112,2.514499284,"0,1"
2099,9,4,559,30,4.253774134,2.356412472,"0,1"
2116,9,4,590,26,4.388347438,2.315891309,"0,1"
2119,9,4,574,27,4.442032987,2.419019854,"0,1"
2137,9,4,609,58,5.20787562,3.388827563,"0,1"
2140,9,4,609,32,4.770566879,2.158088778,"0,1"
2141,9,4,545,10,4.473122777,1.665009557,"0,1"
2199,9,4,594,42,4.815534583,2.814323227,"0,1"
2216,9,4,581,16,4.743702598,2.264294165,"0,1"
2219,9,4,567,25,4.337531459,2.226121531,"0,1"
2221,9,4,575,28,4.155880387,2.292404254,"0,1"
2247,9,4,591,43,4.810780218,3.332408176,"0,1"
2267,9,4,585,44,4.847003299,2.979558707,"0,1"
2274,9,4,607,19,5.317496672,2.140109624,"0,1"
2284,9,4,595,40,5.190814944,3.113226611,"0,1"
2299,9,4,592,31,4.548267348,2.65563462,"0,1"
2312,9,4,584,33,5.657136976,2.829354014,"0,1"
2321,9,4,591,34,5.082089681,2.677957642,"0,1"
2331,9,4,567,31,4.249111448,2.53483838,"0,1"
2351,9,4,574,28,4.339559009,2.408848867,"0,1"
2364,9,4,576,21,4.797384909,2.186263079,"0,1"
2370,9,4,595,22,4.434612732,2.433360983,"0,1"
2371,9,4,630,48,4.741849479,2.831543637,"0,1"
2385,9,4,646,33,5.361923083,2.827189893,"0,1"
2398,9,4,599,20,4.089776829,1.942332791,"0,1"
2434,9,4,572,14,5.06575904,2.043957534,"0,1"
2438,9,4,571,9,3.908478152,1.176999881,"0,1"
2453,9,4,616,47,5.142834868,2.984156549,"0,1"
2460,9,4,626,48,5.163291304,2.961965743,"0,1"
2465,9,4,608,32,4.845084946,2.681386708,"0,1"
2471,9,4,600,29,4.455575067,2.608459311,"0,1"
2501,9,4,581,35,4.227618317,2.468047246,"0,1"
2509,9,4,609,25,4.715563571,2.633437721,"0,1"
2514,9,4,583,25,4.279859937,1.808557555,"0,1"
2521,9,4,621,47,4.932081577,2.965629071,"0,1"
2553,9,4,687,49,5.107973729,2.831016761,"0,1"
2559,9,4,657,46,5.082076064,2.908770495,"0,1"
2562,9,4,593,28,4.690497728,2.509319806,"0,1"
2579,9,4,598,30,5.221874554,2.872957878,"0,1"
2595,9,4,632,14,4.763906977,1.984991747,"0,1"
2600,9,4,547,2,3.939697313,0.87798483,"0,1"
2613,9,4,574,20,4.254992319,1.786264824,"0,1"
2633,9,4,620,39,5.131471074,3.094231962,"0,1"
2640,9,4,572,40,4.806246736,2.896770663,"0,1"
2643,9,4,614,30,5.337262105,2.910995475,"0,1"
2649,9,4,578,32,4.456396463,2.331556417,"0,1"
2677,9,4,605,8,4.424855524,1.957271363,"0,1"
2696,9,4,629,24,5.381643941,2.448017032,"0,1"
2697,9,4,605,38,5.334038304,3.415785325,"0,1"
2702,9,4,662,53,5.510565853,3.331314267,"0,1"
2703,9,4,610,35,4.971222066,2.575631821,"0,1"
2712,9,4,578,25,4.381917336,2.108239817,"0,1"
2722,9,4,580,7,4.123676258,1.567941026,"0,1"
2728,9,4,658,30,5.219123149,2.220598407,"0,1"
2763,9,4,639,23,5.1454851,2.715563811,"0,1"
2764,9,4,582,17,3.966809628,1.27915293,"0,1"
2779,9,4,649,9,5.287816148,1.488678278,"0,1"
2787,9,4,632,6,5.120272784,1.718090193,"0,1"
2793,9,4,615,43,5.343990218,3.274319591,"0,1"
2795,9,4,626,47,5.470855289,3.300432789,"0,1"
2797,9,4,581,47,4.866265329,3.081981218,"0,1"
2798,9,4,645,64,5.299336571,3.445974533,"0,1"
2804,9,4,598,51,4.803643049,2.900009943,"0,1"
2815,9,4,638,91,5.553382889,3.759289404,"0,1"
2821,9,4,609,35,5.08037513,2.815309385,"0,1"
2860,9,4,584,13,4.123640829,1.504508156,"0,1"
2911,9,4,599,69,5.291184373,3.457711795,"0,1"
2924,9,4,646,28,5.101849255,2.719576035,"0,1"
2934,9,4,642,51,6.074332584,3.806530336,"0,1"
2953,9,4,625,38,4.970742543,2.881680594,"0,1"
2956,9,4,616,51,4.89679414,2.849520893,"0,1"
2973,9,4,594,29,4.449501352,2.669102117,"0,1"
2989,9,4,569,14,3.970494794,1.569240076,"0,1"
2997,9,4,590,13,4.406157657,1.988196619,"0,1"
3000,9,4,618,36,5.518083236,3.352565052,"0,1"
3020,9,4,575,23,4.565884896,2.385877325,"0,1"
3022,9,4,577,17,4.524846184,2.000026913,"0,1"
3030,9,4,666,27,5.394399534,2.442208617,"0,1"
3044,9,4,582,23,4.528287782,2.519881728,"0,1"
3055,9,4,602,37,4.686556723,2.718908685,"0,1"
3063,9,4,681,26,5.771791031,2.720426952,"0,1"
3069,9,4,610,54,4.769664167,3.043958349,"0,1"
3076,9,4,623,57,5.210851364,3.226359618,"0,1"
3083,9,4,600,32,5.052462942,2.884134437,"0,1"
3084,9,4,580,23,4.088917515,1.726969063,"0,1"
3090,9,4,605,36,5.207093024,2.593690033,"0,1"
3095,9,4,654,44,5.271060903,2.861154541,"0,1"
3099,9,4,594,29,4.413843519,2.306655866,"0,1"
3104,9,4,591,28,4.481210291,2.660150632,"0,1"
3121,9,4,596,30,4.583095831,2.452169123,"0,1"
3146,9,4,647,38,4.469877825,2.120423017,"0,1"
3164,9,4,592,45,4.781355562,3.221945129,"0,1"
3169,9,4,621,37,4.924684585,2.706396655,"0,1"
3173,9,4,645,33,5.072550157,2.787984324,"0,1"
3186,9,4,615,15,4.938689072,2.414460473,"0,1"
3190,9,4,594,28,4.569273707,2.308665121,"0,1"
3193,9,4,568,12,4.119385254,1.702453168,"0,1"
3202,9,4,579,15,4.534447587,1.903108609,"0,1"
3227,9,4,606,12,4.424737354,2.063606023,"0,1"
3232,9,4,582,29,4.489175327,2.520012938,"0,1"
3238,9,4,654,31,6.035955321,3.057709702,"0,1"
3256,9,4,612,35,5.226243186,3.230003993,"0,1"
3257,9,4,569,24,4.302423698,2.190753348,"0,1"
3263,9,4,574,35,4.203213651,2.462398502,"0,1"
3265,9,4,562,25,4.129707827,2.162584212,"0,1"
3277,9,4,561,18,3.910486301,1.74967894,"0,1"
3284,9,4,582,13,4.277068851,1.693554736,"0,1"
3292,9,4,606,57,4.908793669,2.695749713,"0,1"
3296,9,4,615,42,4.880281473,2.915522102,"0,1"
3302,9,4,578,41,4.972408299,2.859288808,"0,1"
3303,9,4,597,29,4.653310926,2.585509557,"0,1"
3310,9,4,586,12,4.043304612,1.287523306,"0,1"
3311,9,4,624,18,4.983651859,2.608701024,"0,1"
3316,9,4,574,6,4.073160244,1.428285686,"0,1"
3322,9,4,583,31,4.423180003,2.684310145,"0,1"
3346,9,4,646,72,6.540870826,4.332685605,"0,1"
3348,9,4,596,21,4.68219693,2.245045808,"0,1"
3355,9,4,546,34,3.970845308,2.042015423,"0,1"
3359,9,4,556,10,4.059895662,1.520668826,"0,1"
3371,9,4,632,26,4.61414671,2.542513567,"0,1"
3374,9,4,594,43,5.535399345,3.071852593,"0,1"
3382,9,4,673,35,6.598877959,3.34062179,"0,1"
3389,9,4,570,16,4.607641214,2.317408169,"0,1"
3398,9,4,589,58,4.530535469,2.914060625,"0,1"
3414,9,4,602,48,4.694012809,2.852215392,"0,1"
3447,9,4,594,34,4.244510669,2.269070575,"0,1"
3465,9,4,587,33,4.375497116,2.268091011,"0,1"
3481,9,4,590,37,4.501576468,2.513330855,"0,1"
3483,9,4,584,23,4.373751703,2.33522744,"0,1"
3506,9,4,647,26,5.691536443,2.333300379,"0,1"
3508,9,4,582,30,4.504344522,2.42478234,"0,1"
3510,9,4,657,31,4.210712981,2.345488196,"0,1"
3511,9,4,576,10,4.505090461,2.055354687,"0,1"
3519,9,4,548,19,4.125164007,2.071438477,"0,1"
3528,9,4,597,36,5.151935318,2.825331669,"0,1"
3533,9,4,608,15,4.606479565,2.141754573,"0,1"
3544,9,4,668,41,5.025410249,2.473524554,"0,1"
3566,9,4,582,20,5.360226315,2.990668558,"0,1"
3583,9,4,588,30,4.496874903,2.265947372,"0,1"
3588,9,4,608,24,4.380855559,2.272876357,"0,1"
3594,9,4,617,19,5.874462682,2.251485903,"0,1"
3598,9,4,622,34,4.313147911,2.554046326,"0,1"
3621,9,4,577,20,4.396386269,2.14939885,"0,1"
3636,9,4,572,30,4.77687947,2.350011248,"0,1"
3645,9,4,611,65,5.306803972,3.845633443,"0,1"
3649,9,4,583,12,4.168959461,1.65649027,"0,1"
3653,9,4,628,64,5.960163796,3.935041562,"0,1"
3662,9,4,535,35,3.552205265,2.07995135,"0,1"
3663,9,4,567,22,4.297345013,2.377686869,"0,1"
3678,9,4,571,12,4.018314474,1.639281357,"0,1"
3696,9,4,550,41,3.757763206,2.297205899,"0,1"
3704,9,4,615,46,5.68452441,3.365768377,"0,1"
3742,9,4,695,70,6.430486548,3.787325836,"0,1"
3745,9,4,590,21,4.385076576,2.057433705,"0,1"
3746,9,4,610,24,4.859687527,2.597333978,"0,1"
3760,9,4,637,21,6.009167673,2.39561948,"0,1"
3770,9,4,568,27,4.294704947,2.285416716,"0,1"
3773,9,4,585,42,4.839595434,3.049220723,"0,1"
3781,9,4,599,48,5.000099961,3.437569754,"0,1"
3784,9,4,593,25,5.753871371,2.758652809,"0,1"
3785,9,4,592,23,4.776834398,2.239421714,"0,1"
3786,9,4,587,37,4.858230035,2.755294787,"0,1"
3787,9,4,583,28,4.321497455,2.440766168,"0,1"
3796,9,4,589,23,4.851438468,2.652891178,"0,1"
3818,9,4,601,36,5.974446418,3.182584288,"0,1"
3827,9,4,556,41,4.11179977,2.63280987,"0,1"
3834,9,4,578,35,4.672774056,2.269209511,"0,1"
3847,9,4,560,8,4.082383078,1.766913652,"0,1"
3852,9,4,567,28,4.429991109,2.596303527,"0,1"
3867,9,4,611,13,4.560366174,1.531290952,"0,1"
3874,9,4,587,25,5.250990643,2.820038692,"0,1"
3904,9,4,638,38,5.629940011,3.325210403,"0,1"
3912,9,4,553,14,3.997409773,1.767248713,"0,1"
3913,9,4,573,53,4.433943381,2.915698801,"0,1"
3925,9,4,596,13,4.657181,2.012238602,"0,1"
3927,9,4,564,20,4.253855478,2.004224681,"0,1"
3935,9,4,602,9,5.007256557,1.919274341,"0,1"
3967,9,4,613,20,4.703097215,2.024900736,"0,1"
3970,9,4,653,27,5.41632516,2.623966082,"0,1"
3977,9,4,566,20,4.184964207,2.276229911,"0,1"
3982,9,4,571,14,4.406286795,1.573145454,"0,1"
3987,9,4,603,11,4.424461034,1.979533885,"0,1"
3991,9,4,584,22,4.442810157,2.058181039,"0,1"
3998,9,4,606,18,5.047473207,2.293319788,"0,1"
4019,9,4,585,39,4.517012142,2.720401513,"0,1"
4025,9,4,578,17,4.415658412,2.10989139,"0,1"
4026,9,4,583,18,4.37739466,2.243229807,"0,1"
4032,9,4,622,46,5.450914092,3.219075211,"0,1"
4045,9,4,587,17,4.447983789,2.128989233,"0,1"
4050,9,4,579,29,5.560567213,2.588178847,"0,1"
4056,9,4,615,24,5.278990735,2.407664297,"0,1"
4060,9,4,585,22,4.248456309,2.53579071,"0,1"
4065,9,4,649,19,5.309139183,1.896936967,"0,1"
4085,9,4,641,41,5.010813374,2.630796816,"0,1"
4091,9,4,585,38,4.608962734,2.575652719,"0,1"
4092,9,4,551,13,4.229047681,1.400686381,"0,1"
4093,9,4,620,22,5.151069586,2.549411735,"0,1"
4095,9,4,594,21,4.668416215,2.218055301,"0,1"
4098,9,4,584,32,5.369506796,3.053668356,"0,1"
4117,9,4,589,20,4.580034568,2.585551193,"0,1"
4118,9,4,572,13,4.156555668,1.926344605,"0,1"
4122,9,4,607,45,4.61965112,2.598541572,"0,1"
4124,9,4,581,35,4.521019302,2.200321531,"0,1"
4127,9,4,625,31,5.643635945,2.829397497,"0,1"
4158,9,4,563,12,3.935072827,1.172312915,"0,1"
4161,9,4,598,26,4.940652011,2.596339066,"0,1"
4206,9,4,590,16,4.300469829,1.640284856,"0,1"
4209,9,4,555,13,4.05541014,1.75925957,"0,1"
4219,9,4,580,31,5.287406058,2.983239094,"0,1"
4222,9,4,580,16,4.39643699,1.919098052,"0,1"
4229,9,4,602,52,4.836194118,3.142233794,"0,1"
4244,9,4,588,16,4.313839571,1.664404462,"0,1"
4260,9,4,603,41,5.997351716,3.530847203,"0,1"
4277,9,4,604,34,4.896381138,2.789324406,"0,1"
4306,9,4,564,30,4.859334667,2.8856617,"0,1"
4307,9,4,630,39,5.274406297,2.832293045,"0,1"
4313,9,4,626,57,5.11814587,3.128069888,"0,1"
4315,9,4,613,55,5.425769036,3.417549749,"0,1"
4320,9,4,587,18,4.342603871,2.276243423,"0,1"
4323,9,4,620,34,5.157831863,2.441440257,"0,1"
4329,9,4,634,23,5.057653003,2.333257537,"0,1"
4345,9,4,585,25,4.333709504,2.088841852,"0,1"
4350,9,4,577,11,4.800373239,1.825008887,"0,1"
4362,9,4,653,29,5.802482599,3.346619427,"0,1"
4368,9,4,600,35,5.191454843,2.759853898,"0,1"
4377,9,4,621,46,5.221569732,3.409848459,"0,1"
4378,9,4,551,6,3.653797275,1.181251723,"0,1"
4399,9,4,635,24,4.948252015,2.401956783,"0,1"
4425,9,4,606,14,4.641812212,1.663762175,"0,1"
4447,9,4,613,32,4.91815521,2.268033376,"0,1"
4456,9,4,608,19,5.099563875,2.189096043,"0,1"
4459,9,4,638,42,5.627806233,2.835161226,"0,1"
4466,9,4,601,36,5.552650375,3.530906002,"0,1"
4483,9,4,575,26,4.587886697,2.367188889,"0,1"
4503,9,4,572,19,4.77584593,2.280391314,"0,1"
4523,9,4,551,19,3.89373258,2.129780057,"0,1"
4544,9,4,591,1,4.690822307,0.258823529,"0,1"
4547,9,4,582,46,4.984613002,3.014885536,"0,1"
4555,9,4,581,26,4.517315143,2.072062013,"0,1"
4568,9,4,591,29,4.575297664,2.559384658,"0,1"
4589,9,4,582,39,4.622055678,2.446389426,"0,1"
4594,9,4,565,24,4.34646931,2.554242011,"0,1"
4606,9,4,635,57,5.758166225,3.851381713,"0,1"
4611,9,4,617,50,5.039989259,3.195339744,"0,1"
4627,9,4,593,26,4.868007905,2.370795009,"0,1"
4630,9,4,587,15,4.545016833,2.127634401,"0,1"
4663,9,4,623,16,5.874479698,2.136200495,"0,1"
4667,9,4,578,12,4.293034155,1.775790893,"0,1"
4668,9,4,600,46,5.675451498,3.642563116,"0,1"
4671,9,4,570,46,4.293184606,2.608845451,"0,1"
4678,9,4,632,44,6.046546353,3.751088526,"0,1"
4689,9,4,588,22,4.839233165,2.831902074,"0,1"
4690,9,4,543,35,4.015841373,2.34953348,"0,1"
4693,9,4,653,37,4.986918682,2.830533252,"0,1"
4720,9,4,573,24,4.04686502,1.947697504,"0,1"
4747,9,4,577,29,4.74437687,2.555331552,"0,1"
4754,9,4,570,28,4.652638332,2.399596275,"0,1"
4769,9,4,586,42,5.750023987,3.54976701,"0,1"
4771,9,4,572,22,4.994486772,2.384916719,"0,1"
4788,9,4,608,23,5.487633856,2.359529991,"0,1"
4811,9,4,569,13,4.451856181,1.752129478,"0,1"
4816,9,4,594,32,4.61668072,2.61976341,"0,1"
4824,9,4,635,42,5.777222639,3.604762112,"0,1"
4826,9,4,578,36,3.91534408,2.162904195,"0,1"
4830,9,4,584,41,4.328914436,2.556568009,"0,1"
4831,9,4,640,102,6.152103818,4.657940433,"0,1"
4879,9,4,609,46,5.80693483,3.979445459,"0,1"
4894,9,4,575,30,4.149006635,2.258523945,"0,1"
4895,9,4,599,38,5.722790123,3.409117747,"0,1"
4901,9,4,594,45,5.879758905,3.517730123,"0,1"
4902,9,4,578,13,4.184910923,1.961764461,"0,1"
4912,9,4,596,12,4.495306622,1.949985952,"0,1"
