seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,first_largest,second_largest,third_largest,fourth_largest,fifth_largest,last_largest
94,,,,,,,,8.089689,0.22177577,0.11830711,-0.1297276,-2.4442854,-10.108259
95,,,,,,,,12.61078,1.3347251,-4.0439625,-4.1795754,-4.7206864,-30.436937
96,,,,,,,,8.166069,0.35920727,0.35464025,-4.071763,-5.5716743,-23.016792
97,,,,,,,,10.068616,0.08562088,-0.81068933,-1.2310617,-1.2682463,-13.501139
98,,,,,,,,8.677336,-1.7927766,-3.2201853,-3.6381755,-10.169365,-23.949821
99,,,,,,,,6.381088,2.7188716,0.1766046,-1.5620193,-2.5170245,-7.685859
100,,,,,,,,2.3949842,0.55012035,-2.9331174,-3.723837,-3.7691913,-9.4503355
101,73,2.847183057841499,0.3921568627450981,0.00784313725490196,7,1,4,6.7403345,-0.7570135,-1.8820109,-3.2232041,-6.729435,-24.448385
102,,,,,,,,10.89484,1.0050001,-0.24146733,-1.0783895,-1.7371237,-7.0766077
103,,,,,,,,9.907953,-1.2745813,-2.5878954,-7.098994,-7.1903286,-32.9913
104,,,,,,,,7.937,1.060287,0.47418618,-0.6740694,-0.90431076,-8.484783
105,,,,,,,,11.759763,2.276641,2.1529524,-0.87180746,-1.014522,-6.438759
106,,,,,,,,14.52303,5.8538556,1.7886422,-2.99045,-3.7937706,-10.650316
107,,,,,,,,12.202773,3.8410592,-1.8654344,-5.742468,-8.54662,-45.56568
108,,,,,,,,11.1290865,5.102333,4.535384,-0.37842572,-3.0174184,-15.126755
109,,,,,,,,8.524177,2.8202775,0.7040005,-0.46019912,-2.1320438,-24.24513
110,,,,,,,,9.0659,1.0199498,0.75157535,-0.85203165,-1.561475,-33.957695
111,,,,,,,,19.168133,5.0159335,-1.35901,-2.7597318,-14.248825,-95.374275
112,,,,,,,,7.6645684,0.24948883,-0.54437983,-1.1581912,-2.207764,-9.254864
113,,,,,,,,13.711386,2.7562501,1.6980466,-0.08677912,-0.83737385,-7.8663244
114,,,,,,,,17.51512,5.932703,2.2117813,-5.359435,-7.6441526,-24.964716
115,,,,,,,,8.435748,1.3448169,-1.642144,-2.7841096,-3.1485493,-20.674324
116,,,,,,,,8.406664,2.6459594,-0.033339858,-0.7721517,-3.230899,-32.89058
117,,,,,,,,10.461335,2.1382768,-1.4461259,-4.2330027,-6.4733543,-25.045322
118,,,,,,,,7.558571,1.6360767,-0.5213777,-0.6400621,-1.593261,-13.003628
119,,,,,,,,12.789115,-1.4110291,-4.384933,-7.9947085,-9.518207,-27.582176
120,,,,,,,,6.829389,1.5620116,-1.23184,-1.7850891,-10.085717,-30.290535
121,,,,,,,,17.720675,3.5994427,3.162849,3.0973668,2.0759277,-30.471483
122,,,,,,,,11.540113,2.4801178,2.1520333,1.3214865,-2.5951765,-16.094349
123,,,,,,,,13.288421,0.63281465,-4.483737,-6.05169,-7.5690155,-22.036304
124,,,,,,,,8.750554,0.7695435,0.0320009,-1.11177,-1.7213489,-6.9654317
125,,,,,,,,4.370281,-0.39695138,-1.0879848,-1.7739493,-3.1591427,-11.808546
126,,,,,,,,15.096701,4.138796,2.6928248,0.99717665,-1.1007859,-12.133549
127,,,,,,,,10.377639,1.5426795,0.19516516,-0.52070796,-1.844043,-32.364754
128,,,,,,,,12.346797,0.26926184,-0.13760093,-1.013184,-1.8390301,-8.358428
129,,,,,,,,11.933567,2.2740364,1.3167764,-2.6314697,-3.4109724,-14.100035
130,,,,,,,,6.6575203,-4.229716,-6.116708,-6.5245485,-7.6483483,-28.243607
131,,,,,,,,6.872593,1.3750182,0.8357452,-2.7472339,-3.6578193,-26.138712
132,,,,,,,,3.300794,3.20284,-2.3336444,-2.5620441,-4.315246,-13.102745
133,,,,,,,,7.161928,-0.9432949,-0.9692786,-1.8902274,-2.7569733,-32.08505
134,48,2.2094829002866208,0.3921568627450981,0.0196078431372549,1,5,2,1.8266283,0.7208481,0.67334324,-0.8467818,-1.158204,-11.699031
135,,,,,,,,17.5716,3.8789415,-2.4844098,-6.436612,-12.167865,-63.962
136,,,,,,,,10.027894,-1.9288608,-4.0299063,-4.822909,-5.2053623,-32.245937
137,,,,,,,,5.1048765,0.594882,0.4862064,0.29981422,-1.5904212,-14.556575
138,,,,,,,,10.704902,-0.16658795,-2.070908,-3.5533311,-8.3445835,-21.21155
139,,,,,,,,8.930222,2.3599021,-0.64715755,-0.93839717,-1.4193606,-20.283285
140,,,,,,,,4.1311703,-1.3319747,-2.4034643,-2.911808,-3.9424567,-9.721763
141,57,2.451250181230058,0.3921568627450981,0.0039215686274509665,7,9,2,3.7113261,0.9483293,0.39408636,-4.7208977,-4.82669,-15.939769
142,,,,,,,,6.0005374,1.3188038,-1.9105589,-2.4437273,-2.5046985,-15.687401
143,,,,,,,,5.157709,4.326011,0.7527096,-7.1656895,-7.2831087,-24.191986
144,,,,,,,,5.3096623,0.07031798,-0.3937889,-1.2212515,-2.1950233,-8.392725
145,,,,,,,,7.319034,-0.3467692,-3.1963818,-4.2290354,-4.264083,-24.618471
146,,,,,,,,8.031091,0.094971985,-0.57532763,-0.8520576,-1.7986476,-12.913422
147,,,,,,,,14.294055,2.4722033,0.8383235,-0.30656892,-0.4173497,-20.363167
148,,,,,,,,2.7514477,1.150767,0.22535712,0.06436157,-0.23181796,-11.758796
149,,,,,,,,13.200182,-2.0072587,-3.927186,-4.7364006,-10.958211,-44.516697
150,,,,,,,,9.615211,0.46653938,0.18030322,0.11130163,-2.8697557,-28.079332
151,,,,,,,,12.124753,3.1950457,-0.46903896,-3.5571308,-4.258949,-11.072323
152,,,,,,,,7.744466,3.3823385,1.4105603,-0.635978,-1.247167,-6.2288704
153,66,2.533193707073106,0.3921568627450981,0.00392156862745098,9,4,2,6.056134,-0.058214903,-0.43619072,-0.56535375,-1.2761389,-21.240225
154,,,,,,,,2.5173657,0.74168,-0.47191644,-4.118289,-7.2602,-26.735659
155,,,,,,,,15.639911,-0.9040717,-1.2550147,-3.2804947,-5.4347277,-12.558697
156,,,,,,,,13.547777,5.251759,4.8741775,-0.64030564,-2.4587772,-18.563475
157,,,,,,,,12.108672,6.505453,-3.096559,-6.866659,-10.327145,-50.626278
158,,,,,,,,4.5207353,-1.0357416,-1.826484,-2.3088856,-3.566014,-8.326163
159,,,,,,,,7.7323627,2.6000197,1.3516299,-3.13803,-3.4699345,-18.025705
160,,,,,,,,2.465867,1.4395434,0.504977,-1.9041116,-2.3430843,-8.096641
161,,,,,,,,10.522487,4.6301255,4.445812,-4.321867,-5.8671675,-24.22311
162,,,,,,,,6.501259,2.9262516,-0.1924038,-0.74762106,-2.2984338,-26.222971
163,,,,,,,,5.345895,0.55872214,-1.9510597,-2.2203686,-2.4209812,-10.487104
164,,,,,,,,13.033684,5.1091995,-1.0136015,-4.397586,-4.638879,-36.975296
165,,,,,,,,15.23871,2.1479712,-3.4364326,-6.3611584,-7.087677,-18.759588
166,,,,,,,,7.4488277,1.0131822,0.028194547,-1.54036,-3.1048212,-11.650416
167,,,,,,,,11.25817,1.2405503,-0.95185924,-4.3743424,-5.4737167,-47.05185
168,,,,,,,,6.350644,3.4489207,2.0335581,-2.5594938,-2.8040047,-18.38161
169,,,,,,,,9.205733,-0.99223745,-3.5811892,-4.347009,-5.5305347,-26.730932
170,,,,,,,,6.538024,2.6654515,-1.1839242,-1.2553446,-4.4315386,-32.469193
171,,,,,,,,14.747109,4.6111965,2.0787296,-4.2104945,-9.92511,-21.079725
172,,,,,,,,3.1174765,3.0724232,1.3911368,-4.085222,-7.285881,-28.70044
173,,,,,,,,7.685271,0.19653416,-1.0947828,-1.9699845,-2.9108052,-30.165817
174,,,,,,,,9.164934,2.2524939,-0.42896366,-0.53309774,-1.0805787,-9.284124
175,,,,,,,,9.022356,2.7635932,-2.8374648,-2.9304888,-4.32409,-29.880688
176,,,,,,,,7.7426834,-0.9270383,-0.99821585,-2.0701041,-3.3877552,-35.66699
177,,,,,,,,7.8348093,2.0938091,1.8065133,-0.018906385,-1.134865,-7.164969
178,94,3.5933896334873836,0.3921568627450981,0.25098039215686274,2,5,3,2.9571135,1.6733284,-0.56296253,-3.4854543,-4.03771,-14.506264
179,,,,,,,,12.083042,3.8007398,-1.860194,-9.767347,-10.351996,-61.627228
180,,,,,,,,4.82118,2.0779297,0.48638427,-1.274187,-1.289225,-7.878749
181,,,,,,,,13.995091,-1.1811086,-5.226408,-6.7006454,-10.819717,-79.69203
182,,,,,,,,7.3625884,2.4623349,-5.7378564,-6.1441555,-6.72725,-27.008802
183,,,,,,,,10.464219,3.3926358,2.4555848,0.41765058,-9.159603,-44.342026
184,,,,,,,,9.477529,0.57167315,0.5412495,-0.20279574,-0.8307111,-8.19155
185,,,,,,,,10.055632,-2.9251764,-4.6695366,-7.3594675,-7.994338,-26.327293
186,,,,,,,,8.686662,1.5235313,0.69416046,0.535604,-0.038449883,-10.229387
187,,,,,,,,10.582711,3.0234194,1.5390673,-0.91132414,-3.1543436,-20.119173
188,,,,,,,,8.619927,0.7489151,0.40036607,-0.69464684,-1.1851759,-16.688324
189,,,,,,,,4.652815,0.78125894,-1.234144,-2.487778,-6.6719394,-30.772835
190,,,,,,,,13.7744665,6.206167,-5.0910926,-5.8359747,-7.8267875,-21.418861
191,,,,,,,,8.762753,-0.43983603,-3.087763,-4.926877,-5.2616034,-30.019976
192,,,,,,,,9.339057,2.4789407,0.042691708,-2.2625537,-4.8479266,-26.326006
193,,,,,,,,9.36489,-2.7972548,-5.6271772,-5.954566,-6.468536,-35.271137
194,,,,,,,,9.91873,2.801368,-2.0069096,-2.322494,-3.077853,-21.233603
195,,,,,,,,6.320815,-0.33777988,-1.4801946,-3.2036104,-8.25469,-28.942787
196,,,,,,,,12.437649,-4.2169504,-6.0864954,-6.6919613,-6.9314194,-29.538914
197,,,,,,,,11.174383,1.7799337,1.4874492,-3.27823,-3.684182,-17.419512
198,,,,,,,,11.440146,2.3562696,-4.8552265,-5.448781,-7.2694626,-28.18388
199,,,,,,,,7.8411856,1.8999747,1.4970074,-6.228507,-7.6023974,-26.562881
200,,,,,,,,8.950775,0.52479464,-0.23125803,-1.4162712,-1.5270064,-9.420911
201,,,,,,,,9.80702,1.4614058,0.26799852,-0.045958996,-1.4544542,-9.387733
202,78,2.5893521060497338,0.3921568627450981,0.00392156862745098,8,5,3,5.362644,1.0029693,0.92857337,-0.6226679,-3.0228345,-13.514325
203,,,,,,,,14.260224,0.55649376,-3.4727616,-5.558709,-7.5973625,-66.559715
204,,,,,,,,11.953395,2.486992,1.2671359,-0.13956523,-1.404474,-13.544409
205,,,,,,,,11.674336,1.4299612,0.23485053,0.19071776,-1.2559419,-8.431415
206,,,,,,,,14.068718,2.0457227,-1.6381681,-3.9804854,-4.5606008,-28.194818
207,,,,,,,,2.8417132,1.9008985,-0.5471827,-1.497159,-6.409154,-40.55926
208,,,,,,,,11.097239,3.4573226,1.6203291,-0.3713144,-1.9418787,-8.047619
209,,,,,,,,17.434143,5.463785,1.4998701,-2.0325139,-6.197245,-26.948263
210,87,2.8655103485875535,0.3921568627450981,0.007843137254901933,0,8,3,3.830482,0.54258424,-1.3265605,-2.162929,-4.0714517,-10.714241
211,,,,,,,,9.766911,0.32269895,0.26766562,-0.72905135,-1.2161263,-7.839921
212,,,,,,,,3.6520352,2.20045,0.6033207,-0.22504961,-0.34500003,-10.993608
213,,,,,,,,18.23191,6.824587,0.9157585,-6.3296795,-8.799422,-24.815382
214,,,,,,,,14.239931,-0.14217155,-1.4269047,-10.927428,-14.4249,-46.52803
215,,,,,,,,13.265232,2.527245,-4.9011865,-9.056333,-11.358206,-45.45878
216,,,,,,,,7.9276533,0.38299936,-1.1904767,-3.1823735,-3.5687733,-22.421408
217,,,,,,,,10.1403675,2.9598734,-0.93978053,-1.4091482,-4.05981,-20.34688
218,,,,,,,,9.284627,0.8974811,0.863888,0.33661246,-0.0026066601,-11.387199
219,,,,,,,,10.665195,-2.3451054,-2.58277,-3.9308834,-12.6802225,-25.69809
220,,,,,,,,14.993841,2.24957,2.1089742,0.08143878,-2.8852043,-21.332104
221,,,,,,,,10.775618,2.3997045,0.99365586,0.6962539,0.6416785,-12.248246
222,,,,,,,,14.776991,5.768141,-1.179198,-2.037476,-2.7915604,-35.290085
223,,,,,,,,6.4476185,-2.9222972,-5.1932664,-6.333333,-7.8187466,-26.463062
224,,,,,,,,-0.053239822,-0.57010555,-1.2727436,-2.5283015,-3.6837392,-15.816064
225,,,,,,,,9.734415,-0.53131557,-1.1036694,-1.5517771,-2.4900362,-18.100878
226,,,,,,,,6.436573,-1.8451788,-2.0870397,-2.3526626,-2.8719764,-30.608234
227,,,,,,,,4.1679373,2.6241136,-1.0012474,-1.2239519,-1.700526,-22.716484
228,,,,,,,,2.83896,1.0189755,-0.23065913,-1.1578969,-3.031467,-12.265085
229,,,,,,,,16.139389,6.002516,2.7740355,-0.87708926,-5.576123,-22.65542
230,,,,,,,,8.919682,2.95696,0.34769386,-5.143216,-7.6113167,-32.355278
231,,,,,,,,9.975365,1.7911174,-0.05047828,-1.0484673,-1.3422873,-7.298788
232,80,2.8296665329024044,0.3921568627450981,0.0039215686274509665,0,6,3,3.2950673,0.7291947,-1.3635257,-3.0761826,-3.1998029,-13.951593
233,,,,,,,,8.345479,3.318404,-1.7304745,-2.3734708,-2.7514424,-20.976667
234,,,,,,,,2.7512126,-0.288893,-1.6170509,-3.2106602,-5.131329,-19.260761
235,,,,,,,,7.636752,-0.72283065,-3.0235987,-6.5830774,-8.221565,-38.54956
236,,,,,,,,9.727106,2.9477308,-0.9832556,-4.398924,-7.6606064,-27.713154
237,,,,,,,,7.7007513,1.3174322,-1.4123209,-2.7764122,-2.9298537,-15.056646
238,77,2.6477181459208174,0.3921568627450981,0.00392156862745098,6,4,2,5.5014744,4.336093,1.2086376,0.95588505,-0.015429735,-14.080837
239,,,,,,,,7.20099,0.11038995,-0.65477026,-2.519032,-11.076824,-33.640587
240,68,2.6967877854702604,0.3921568627450981,0.011764705882352941,8,1,2,5.216828,4.158523,0.961267,0.8362422,0.66809833,-17.313688
241,,,,,,,,18.573763,4.002765,0.7388243,0.17625427,-0.85079867,-27.56443
242,,,,,,,,11.536351,-4.9299445,-5.1678123,-5.3917894,-10.048379,-40.110245
243,,,,,,,,7.3917017,-1.8885539,-3.9534035,-4.0307384,-6.022026,-22.743418
244,,,,,,,,10.322563,3.8295624,1.4606426,0.52847147,-13.7528715,-29.085215
245,,,,,,,,11.066839,1.210496,0.37264657,-1.8112276,-3.2815783,-12.977015
246,108,3.4491483550639415,0.3921568627450981,0.0039215686274509665,0,2,2,6.2430496,5.4134254,-1.9865264,-3.4536147,-3.5116076,-15.690176
247,,,,,,,,1.8542395,-1.5288186,-1.7459729,-2.0727222,-2.6326334,-14.264035
248,,,,,,,,10.945326,0.9109533,0.3916604,-0.36765814,-0.7973355,-10.37468
249,,,,,,,,16.210825,5.334485,3.6018815,-1.560669,-2.1661544,-19.536524
250,81,2.9144959791985166,0.3921568627450981,0.00392156862745098,3,2,2,1.551882,0.77681583,-1.4972993,-2.857662,-3.0155659,-17.734526
251,,,,,,,,13.513059,1.9781718,-0.14940333,-0.38221622,-0.7705922,-8.539454
252,,,,,,,,17.47612,4.647125,3.33238,-1.6400838,-3.1547263,-23.919842
253,,,,,,,,17.120386,7.257103,1.3839756,-4.493619,-5.67422,-42.109955
254,,,,,,,,0.833616,-3.3413496,-3.4246154,-4.9495425,-6.23781,-14.009343
255,,,,,,,,8.300953,-0.95142794,-4.1628604,-5.0793133,-10.335295,-27.73631
256,59,2.3763541031440183,0.3921568627450981,0.03137254901960784,6,1,2,4.1245933,1.5989888,1.3304956,1.001611,-0.9247085,-6.302293
257,,,,,,,,8.568542,1.7271183,-0.41734242,-2.6347282,-3.2644536,-17.204615
258,,,,,,,,4.1621904,0.3472026,-0.42189562,-4.7396374,-4.982292,-18.427814
259,,,,,,,,3.7271895,-0.7045716,-2.5363228,-5.494932,-5.5669775,-25.31712
260,,,,,,,,6.5150633,0.8701731,0.29343826,-2.4087477,-3.6029358,-15.42899
261,,,,,,,,16.57155,4.549297,3.1165593,-3.7359579,-4.3021846,-19.916471
262,,,,,,,,7.2430625,5.768861,5.156637,-0.63099116,-1.0770345,-14.953314
263,,,,,,,,10.028678,-1.624348,-2.4724343,-7.3061237,-8.114876,-34.367516
264,76,2.7341265341333525,0.3921568627450981,0.0196078431372549,9,7,3,4.7388983,3.5523047,0.049024463,-2.4500053,-2.7653184,-19.23035
265,,,,,,,,8.294907,1.8440843,1.4781859,-0.5249871,-3.8251228,-11.924908
266,,,,,,,,6.3896747,3.0452845,0.04306984,-1.4864824,-5.5297318,-17.719751
267,,,,,,,,3.9412448,1.1525478,-0.619964,-1.031097,-3.864138,-22.264503
268,,,,,,,,4.660785,4.259536,0.9745531,-2.4657273,-4.5915956,-10.910709
269,,,,,,,,9.360788,1.8285608,1.3305793,-0.1043092,-2.1345747,-5.745222
270,,,,,,,,8.3400135,1.2453659,0.52946544,0.22828174,-0.42196763,-4.626705
271,,,,,,,,8.00941,1.1897435,-0.23979849,-2.15721,-2.9299474,-14.511366
272,,,,,,,,8.367677,4.185094,-0.90953606,-4.9823265,-5.644022,-25.780783
273,,,,,,,,4.6639147,4.030054,-3.0021458,-7.074435,-10.248244,-27.474728
274,67,2.530159488205334,0.3921568627450981,0.00784313725490196,6,8,2,5.4739013,3.2629519,2.6990902,1.9496908,0.17384982,-9.214843
275,,,,,,,,7.9960794,2.4224105,-0.75701296,-0.83636713,-1.8350136,-21.470926
276,,,,,,,,8.883253,1.2822865,0.32328552,0.16120663,-2.0255933,-5.0134497
277,,,,,,,,15.813105,4.722232,2.813789,-3.9742699,-8.953744,-21.699007
278,,,,,,,,2.9162443,0.9300575,-5.205372,-5.3567624,-6.808832,-16.640316
279,,,,,,,,6.5298567,0.1408335,-2.6692119,-5.8356147,-12.081035,-39.363625
280,,,,,,,,4.704625,1.6348332,1.4231964,-3.3905673,-3.6690893,-20.601799
281,,,,,,,,14.557311,1.1959916,-4.7681084,-4.912305,-8.558556,-54.023506
282,77,2.7948076203481094,0.3921568627450981,0.0039215686274509665,9,3,2,1.7494528,-1.9007125,-2.4106865,-3.9768524,-4.0586543,-31.661446
283,,,,,,,,15.064976,5.992542,4.111153,-0.73597693,-6.4500737,-30.655077
284,,,,,,,,7.149628,3.1144965,-0.4403742,-3.4756665,-14.516509,-34.028107
285,,,,,,,,3.428571,1.6407678,-0.6605896,-3.3449662,-3.6175342,-18.567802
286,,,,,,,,13.312741,2.1032581,1.5981236,-0.2007693,-0.29170483,-15.361588
