seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,delta_first_prod_vs_second_prob,delta_first_prod_vs_third_prob,delta_first_prod_vs_fourth_prob
123,,,,,,,,12.655606,17.772158,19.34011
124,,,,,,,,7.9810104,8.718554,9.862324
125,,,,,,,,4.7672324,5.4582663,6.1442304
126,,,,,,,,10.957905,12.403875,14.099524
127,,,,,,,,8.834959,10.182474,10.898347
128,,,,,,,,12.077536,12.484398,13.359981
129,,,,,,,,9.659531,10.616791,14.565037
130,,,,,,,,10.887236,12.774228,13.182069
131,,,,,,,,5.497575,6.0368476,9.619827
132,,,,,,,,0.0979538,5.6344385,5.862838
133,,,,,,,,8.105223,8.1312065,9.0521555
134,,,,,,,,1.1057802,1.153285,2.6734102
135,,,,,,,,13.692658,20.05601,24.008213
136,,,,,,,,11.956755,14.0578,14.850803
137,,,,,,,,4.5099945,4.61867,4.8050623
138,,,,,,,,10.87149,12.77581,14.258233
139,,,,,,,,6.570319,9.577379,9.868619
140,,,,,,,,5.4631453,6.5346346,7.0429783
141,,,,,,,,2.7629967,3.3172398,8.432224
142,,,,,,,,4.6817336,7.9110966,8.444264
143,,,,,,,,0.83169794,4.4049997,12.323399
144,,,,,,,,5.2393446,5.703451,6.530914
145,,,,,,,,7.6658034,10.515416,11.548069
146,,,,,,,,7.9361186,8.606419,8.883148
147,,,,,,,,11.821852,13.455731,14.600624
148,,,,,,,,1.6006807,2.5260906,2.687086
149,,,,,,,,15.20744,17.127369,17.936583
150,,,,,,,,9.148671,9.434907,9.503909
151,,,,,,,,8.929708,12.593792,15.681884
152,,,,,,,,4.3621273,6.3339057,8.380444
153,,,,,,,,6.1143494,6.492325,6.621488
154,,,,,,,,1.7756857,2.9892821,6.6356544
155,,,,,,,,16.543982,16.894926,18.920406
156,,,,,,,,8.296019,8.673599,14.188083
157,,,,,,,,5.603219,15.205231,18.97533
158,,,,,,,,5.5564766,6.3472195,6.829621
159,,,,,,,,5.1323433,6.380733,10.870393
160,,,,,,,,1.0263237,1.96089,4.369979
161,,,,,,,,5.892361,6.0766745,14.844354
162,,,,,,,,3.5750072,6.6936626,7.24888
163,,,,,,,,4.787173,7.2969546,7.566263
164,,,,,,,,7.9244843,14.047285,17.43127
165,,,,,,,,13.090739,18.675142,21.599869
166,,,,,,,,6.4356456,7.4206333,8.989187
167,,,,,,,,10.01762,12.21003,15.632513
168,,,,,,,,2.9017234,4.317086,8.910138
169,,,,,,,,10.19797,12.786922,13.552742
170,,,,,,,,3.8725724,7.721948,7.7933683
171,,,,,,,,10.135913,12.66838,18.957603
172,,,,,,,,0.045053244,1.7263397,7.202698
173,,,,,,,,7.4887366,8.780054,9.655255
174,,,,,,,,6.9124403,9.593898,9.698032
175,,,,,,,,6.258763,11.859821,11.952845
176,,,,,,,,8.669722,8.740899,9.812788
177,,,,,,,,5.741,6.028296,7.853716
178,,,,,,,,1.2837851,3.520076,6.442568
179,,,,,,,,8.282303,13.943236,21.85039
180,,,,,,,,2.7432501,4.3347955,6.095367
181,,,,,,,,15.1762,19.2215,20.695736
182,,,,,,,,4.9002533,13.100445,13.506744
183,,,,,,,,7.0715833,8.008635,10.046569
184,,,,,,,,8.905855,8.936279,9.680325
185,,,,,,,,12.980808,14.725168,17.4151
186,,,,,,,,7.1631303,7.9925013,8.151058
187,,,,,,,,7.559292,9.043644,11.494036
188,,,,,,,,7.871012,8.219562,9.314574
189,,,,,,,,3.8715558,5.886959,7.1405926
190,,,,,,,,7.5682993,18.865559,19.610441
191,,,,,,,,9.202589,11.850515,13.68963
192,,,,,,,,6.860116,9.296366,11.60161
193,,,,,,,,12.162145,14.992067,15.319456
194,,,,,,,,7.117362,11.925639,12.241224
195,,,,,,,,6.658595,7.8010097,9.5244255
196,,,,,,,,16.654598,18.524143,19.12961
197,,,,,,,,9.394449,9.6869335,14.452613
198,,,,,,,,9.083877,16.295372,16.888927
199,,,,,,,,5.9412107,6.344178,14.069693
200,,,,,,,,8.425981,9.182034,10.367046
201,,,,,,,,8.345614,9.5390215,9.85298
202,,,,,,,,4.359675,4.4340706,5.985312
203,,,,,,,,13.703731,17.732986,19.818933
204,,,,,,,,9.466403,10.686259,12.09296
205,,,,,,,,10.244375,11.439486,11.483619
206,,,,,,,,12.022995,15.706886,18.049204
207,,,,,,,,0.94081473,3.388896,4.338872
208,,,,,,,,7.639916,9.47691,11.468553
209,,,,,,,,11.970358,15.934273,19.466658
210,,,,,,,,3.2878978,5.1570425,5.993411
211,,,,,,,,9.444212,9.499245,10.495962
212,,,,,,,,1.4515853,3.0487146,3.8770847
213,,,,,,,,11.407324,17.316153,24.56159
214,,,,,,,,14.382103,15.666836,25.167358
215,,,,,,,,10.7379875,18.166418,22.321564
216,,,,,,,,7.544654,9.11813,11.110027
217,,,,,,,,7.1804943,11.080148,11.549516
218,,,,,,,,8.387146,8.420739,8.948014
219,,,,,,,,13.010301,13.247966,14.596079
220,,,,,,,,12.744271,12.884867,14.912402
221,,,,,,,,8.375914,9.781961,10.079364
222,,,,,,,,9.00885,15.956189,16.814466
223,,,,,,,,9.369916,11.640884,12.7809515
224,,,,,,,,0.51686573,1.2195038,2.4750617
225,,,,,,,,10.265731,10.838084,11.286192
226,,,,,,,,8.281752,8.523613,8.789236
227,,,,,,,,1.5438237,5.1691847,5.391889
228,,,,,,,,1.8199844,3.0696192,3.9968567
229,,,,,,,,10.136873,13.365354,17.016478
230,,,,,,,,5.962722,8.571988,14.062898
231,,,,,,,,8.184247,10.025843,11.023832
232,,,,,,,,2.5658727,4.658593,6.37125
233,,,,,,,,5.027075,10.0759535,10.71895
234,,,,,,,,3.0401056,4.3682632,5.961873
235,,,,,,,,8.359583,10.660351,14.21983
236,,,,,,,,6.779375,10.7103615,14.12603
237,,,,,,,,6.383319,9.113072,10.477163
238,,,,,,,,1.1653814,4.2928367,4.5455894
239,,,,,,,,7.0906,7.8557606,9.720022
240,,,,,,,,1.0583048,4.255561,4.3805857
241,,,,,,,,14.570997,17.834938,18.397509
242,,,,,,,,16.466295,16.704163,16.92814
243,,,,,,,,9.280255,11.345105,11.42244
244,,,,,,,,6.493001,8.86192,9.794092
245,,,,,,,,9.856343,10.694193,12.878067
246,,,,,,,,0.8296242,8.229576,9.696665
247,,,,,,,,3.383058,3.6002123,3.9269617
248,,,,,,,,10.034372,10.553665,11.312984
249,,,,,,,,10.87634,12.608944,17.771494
250,,,,,,,,0.7750662,3.0491815,4.409544
251,,,,,,,,11.534887,13.662462,13.895275
252,,,,,,,,12.828995,14.14374,19.116203
253,,,,,,,,9.863283,15.73641,21.614006
254,,,,,,,,4.174966,4.258231,5.7831583
255,,,,,,,,9.25238,12.463814,13.380266
256,,,,,,,,2.5256045,2.7940977,3.1229823
257,,,,,,,,6.841423,8.985884,11.20327
258,,,,,,,,3.814988,4.584086,8.901828
259,,,,,,,,4.4317613,6.2635126,9.222122
260,,,,,,,,5.6448903,6.221625,8.923811
261,,,,,,,,12.022253,13.454991,20.307508
262,,,,,,,,1.4742017,2.0864253,7.8740535
263,,,,,,,,11.653026,12.501112,17.3348
264,,,,,,,,1.1865935,4.6898737,7.188904
265,,,,,,,,6.4508224,6.816721,8.819894
266,,,,,,,,3.3443902,6.346605,7.876157
267,,,,,,,,2.788697,4.5612087,4.972342
268,,,,,,,,0.4012494,3.686232,7.1265125
269,,,,,,,,7.5322275,8.030209,9.465097
270,,,,,,,,7.0946474,7.810548,8.111732
271,,,,,,,,6.8196664,8.249208,10.16662
272,,,,,,,,4.182583,9.277213,13.350003
273,,,,,,,,0.6338606,7.6660604,11.73835
274,,,,,,,,2.2109494,2.774811,3.5242105
275,,,,,,,,5.573669,8.753093,8.832447
276,,,,,,,,7.6009665,8.559968,8.722047
277,,,,,,,,11.090873,12.999315,19.787374
278,,,,,,,,1.9861867,8.121616,8.273006
279,,,,,,,,6.3890233,9.199068,12.365471
280,,,,,,,,3.0697918,3.2814288,8.095192
281,,,,,,,,13.36132,19.32542,19.469616
282,,,,,,,,3.6501653,4.160139,5.726305
283,,,,,,,,9.072433,10.953823,15.800953
284,,,,,,,,4.0351315,7.5900025,10.625295
285,,,,,,,,1.7878032,4.0891604,6.773537
286,,,,,,,,11.209483,11.714618,13.513511
287,,,,,,,,2.2101638,4.4268847,7.5178914
288,,,,,,,,10.165784,13.683536,13.795005
289,,,,,,,,6.4916945,8.895483,10.991476
290,,,,,,,,9.526128,10.275892,10.924378
291,,,,,,,,7.2307525,7.8574,11.4716625
292,,,,,,,,3.749804,6.2547665,7.11617
293,,,,,,,,11.911221,14.892169,21.166626
294,,,,,,,,9.875031,16.710823,18.192072
295,,,,,,,,7.983715,8.129684,8.5954685
296,,,,,,,,7.723999,9.540576,14.027161
297,,,,,,,,7.6816916,9.465505,12.997012
298,,,,,,,,11.972813,18.45568,20.347218
299,,,,,,,,5.647545,7.96457,9.477257
300,,,,,,,,7.547496,8.026375,9.050353
301,,,,,,,,10.144285,11.809855,15.128479
302,,,,,,,,13.74912,15.4338255,17.968098
303,,,,,,,,12.783148,14.858675,22.63514
304,,,,,,,,1.5091423,4.146723,5.657962
305,,,,,,,,9.078206,10.62687,13.926491
306,,,,,,,,10.041297,18.989367,20.630423
307,,,,,,,,6.4353733,8.682976,11.398137
308,,,,,,,,8.26601,13.226473,15.4537
309,,,,,,,,5.3997517,6.2809744,8.355478
310,,,,,,,,7.421693,8.850342,9.294995
311,,,,,,,,10.883614,11.039177,12.32088
312,,,,,,,,2.5099702,7.2930136,7.535619
313,,,,,,,,2.3060265,5.084529,7.944784
314,,,,,,,,7.5088186,7.705652,7.7950196
315,,,,,,,,9.15953,9.428723,9.78966
316,,,,,,,,2.082517,3.780765,3.8397312
317,,,,,,,,5.5420637,8.374187,10.65134
318,,,,,,,,4.4794292,5.612864,8.615898
319,,,,,,,,3.6870365,6.3756075,6.4572277
320,,,,,,,,9.499333,11.752832,12.848644
321,,,,,,,,7.8541937,7.899688,10.716299
322,,,,,,,,5.472169,5.642752,8.181482
323,,,,,,,,6.952635,9.859484,15.504239
324,,,,,,,,4.619011,5.0697594,11.263939
325,,,,,,,,4.495343,7.616074,8.102952
326,,,,,,,,8.567532,14.716993,14.891307
327,,,,,,,,12.154552,12.573122,16.821589
328,,,,,,,,10.0415535,10.587816,12.616616
329,,,,,,,,7.055438,7.3457303,7.942166
330,,,,,,,,4.4520392,5.7422905,12.545984
331,,,,,,,,9.874587,10.100296,12.224505
332,,,,,,,,9.549591,11.900664,13.647815
333,,,,,,,,10.929671,12.673272,12.958848
334,,,,,,,,2.1985493,8.700219,9.996602
335,,,,,,,,3.4694192,7.526247,7.762917
336,,,,,,,,6.31567,7.2965193,7.837895
337,,,,,,,,10.969693,11.982699,12.595703
338,,,,,,,,5.6092587,8.841717,8.894767
339,,,,,,,,8.510206,14.346506,19.225473
340,,,,,,,,0.9936911,3.8863692,4.8250775
341,,,,,,,,16.381372,18.848194,21.492619
342,,,,,,,,4.6450577,5.7807126,6.0926876
343,,,,,,,,6.2079124,7.5829477,7.6414213
344,,,,,,,,3.0921829,3.4638634,6.926296
345,,,,,,,,7.13759,7.255064,7.302937
346,,,,,,,,3.7632055,3.7980576,8.271343
347,,,,,,,,8.233611,13.39448,13.84469
348,,,,,,,,8.650984,9.089753,9.6834545
349,,,,,,,,11.00477,12.275896,12.887812
350,,,,,,,,5.629738,7.402507,11.082668
351,,,,,,,,7.406678,7.7174215,7.959707
352,,,,,,,,6.509472,9.091648,9.648817
353,,,,,,,,5.2062483,5.846209,10.906754
354,,,,,,,,3.2245252,4.1102896,5.542878
355,,,,,,,,9.714283,10.695821,12.053441
356,,,,,,,,6.485244,7.800453,8.682315
357,,,,,,,,9.170155,10.394742,11.136506
358,,,,,,,,5.793484,5.9291067,6.4776254
359,,,,,,,,10.126824,14.911737,17.352455
360,,,,,,,,17.87077,22.594189,31.331038
361,,,,,,,,4.1665707,8.806645,13.748044
362,,,,,,,,3.7484028,3.9910336,5.242655
363,,,,,,,,4.578106,7.649143,7.972706
364,,,,,,,,1.5505902,3.4498308,4.8436165
365,,,,,,,,8.018869,11.036911,18.594707
366,,,,,,,,8.210246,8.751431,9.692386
367,,,,,,,,8.638202,11.164388,18.313658
368,,,,,,,,8.161611,8.953928,9.434668
369,,,,,,,,7.5293183,8.247947,10.647856
370,,,,,,,,2.0392811,4.126112,5.112116
371,,,,,,,,7.8443127,13.519111,14.370912
372,,,,,,,,4.597868,5.399594,6.255525
373,,,,,,,,6.753301,7.464001,9.047348
374,,,,,,,,2.5134072,5.298113,6.9745703
375,,,,,,,,9.233106,17.094349,17.849346
376,,,,,,,,5.989937,6.1160965,9.423433
377,,,,,,,,10.518981,13.6094055,13.653303
378,,,,,,,,12.850315,20.064358,24.77518
379,,,,,,,,5.0566964,7.328991,8.219072
380,,,,,,,,5.6761537,5.8506966,6.1606884
381,,,,,,,,7.044406,12.795094,14.465713
382,,,,,,,,7.353856,9.065727,11.667067
383,,,,,,,,6.9848385,8.042879,9.339309
384,,,,,,,,1.8153455,4.6055117,7.4952197
385,,,,,,,,14.336704,22.762959,29.13427
386,,,,,,,,3.9922006,5.153688,5.711642
387,,,,,,,,10.601997,11.135434,12.570374
388,,,,,,,,2.2045557,6.567894,6.947933
389,,,,,,,,3.6266942,6.018395,7.0131006
390,,,,,,,,2.2055635,2.467219,3.2518864
391,,,,,,,,7.8451633,12.021189,12.829069
392,,,,,,,,17.998775,22.249214,24.975132
393,,,,,,,,9.641643,9.782858,11.409106
394,,,,,,,,4.793099,5.677008,8.308472
395,,,,,,,,15.007257,16.458614,18.22638
396,,,,,,,,10.915691,14.172316,15.068748
397,,,,,,,,9.8032255,9.955117,10.287368
398,,,,,,,,10.127011,11.071036,11.673584
399,,,,,,,,12.431921,13.374176,22.011284
400,,,,,,,,13.782578,26.654373,30.695133
401,,,,,,,,14.952744,14.985297,16.573034
402,,,,,,,,6.649938,9.2160015,10.690119
403,,,,,,,,8.449307,12.703423,15.127417
404,,,,,,,,4.439926,6.5893145,9.310001
405,,,,,,,,8.883694,9.847656,11.757942
406,,,,,,,,6.848792,6.8554816,8.247279
407,,,,,,,,10.964644,12.236235,15.333097
408,,,,,,,,9.755971,11.011274,12.070221
409,,,,,,,,4.22678,4.648992,7.331732
410,,,,,,,,8.85934,13.824952,14.891895
411,,,,,,,,9.166191,11.095485,12.753317
412,,,,,,,,4.6772933,4.885153,6.0063295
413,,,,,,,,5.7331886,9.217382,9.230643
414,,,,,,,,3.9808984,5.563505,6.0613804
415,,,,,,,,9.715801,10.163187,12.060122
416,,,,,,,,7.1489177,8.7059555,8.806713
417,,,,,,,,6.7748775,6.950531,7.1570716
418,,,,,,,,0.70828927,1.0407472,1.527357
419,,,,,,,,4.665703,6.6451774,6.7781267
420,,,,,,,,1.0517831,7.431466,7.9116044
421,,,,,,,,12.240107,15.691949,19.652866
422,,,,,,,,10.322582,12.852511,15.020011
423,,,,,,,,4.113992,4.6854215,7.0445614
424,,,,,,,,4.7504973,5.157197,7.171131
425,,,,,,,,8.572409,10.394369,10.677611
426,,,,,,,,15.4052305,16.217014,16.902136
427,,,,,,,,14.452286,20.519077,20.597172
428,,,,,,,,6.012294,7.665166,12.644242
429,,,,,,,,11.118561,12.141559,17.51725
430,,,,,,,,8.960838,9.884941,10.255773
431,,,,,,,,12.280849,13.111848,13.380475
432,,,,,,,,8.492746,12.327701,12.516825
433,,,,,,,,10.894505,12.41884,15.279322
434,,,,,,,,9.023807,9.800743,11.800498
435,,,,,,,,8.686567,10.892458,16.580986
436,,,,,,,,5.9599843,8.085499,8.356731
437,,,,,,,,2.2622943,4.949999,7.635218
438,,,,,,,,5.802754,10.394668,10.516374
439,,,,,,,,7.6028776,8.489059,9.641852
440,,,,,,,,0.91247654,1.7903795,4.7755494
441,,,,,,,,4.366878,4.6810274,4.922408
442,,,,,,,,6.7081394,8.558531,10.949356
443,,,,,,,,7.120382,7.542282,9.518608
444,,,,,,,,1.4438765,1.8737246,2.228918
445,,,,,,,,8.387615,9.066551,9.434567
446,,,,,,,,2.4977744,5.2480116,5.943023
447,,,,,,,,8.099041,9.18767,9.301674
448,,,,,,,,2.820305,6.0140877,9.158653
449,,,,,,,,7.56453,8.736082,9.802452
450,,,,,,,,3.1404657,3.936696,5.5568905
451,,,,,,,,12.699621,13.224076,18.388733
452,,,,,,,,11.75852,12.470957,13.725288
453,,,,,,,,9.019201,12.905565,16.759697
454,,,,,,,,8.861224,9.290167,9.7684555
455,,,,,,,,6.071386,9.119969,9.559428
456,,,,,,,,6.204383,6.947507,7.055138
457,,,,,,,,1.8261802,2.5230772,5.360074
458,,,,,,,,10.193221,13.911782,15.395491
459,,,,,,,,6.6533504,9.042229,10.105043
460,,,,,,,,3.0982106,6.8904576,9.251797
461,,,,,,,,5.488035,9.966261,10.919151
462,,,,,,,,11.621399,20.965534,21.419912
463,,,,,,,,8.199047,9.385939,10.084522
464,,,,,,,,9.310879,13.931238,16.7682
465,,,,,,,,9.196285,12.202902,17.769783
466,,,,,,,,5.494902,6.8922415,7.49557
467,,,,,,,,15.451221,17.699396,19.868511
468,,,,,,,,5.5050993,5.9267592,9.122128
469,,,,,,,,10.370359,11.1732235,11.260148
470,,,,,,,,0.28465414,2.8273194,3.5687933
471,,,,,,,,7.2703257,8.049079,11.049252
472,,,,,,,,2.0867968,7.1190667,7.923126
473,,,,,,,,10.89086,13.274824,20.75743
474,,,,,,,,12.815403,16.396114,16.958553
475,,,,,,,,7.2314277,10.056927,10.152856
476,,,,,,,,9.136643,9.204656,9.561353
477,,,,,,,,4.2254314,4.48813,5.70839
478,,,,,,,,4.232704,6.4720535,11.233296
479,,,,,,,,12.287285,13.005859,15.301422
480,,,,,,,,3.0196142,5.358013,9.76992
481,,,,,,,,7.5565033,10.647732,10.656271
482,,,,,,,,2.0096693,6.6522136,8.2275715
483,,,,,,,,9.491845,11.862189,13.627238
484,,,,,,,,9.297484,9.721508,10.380225
485,,,,,,,,8.31296,9.588073,10.200655
486,,,,,,,,17.416588,20.040403,30.46806
487,,,,,,,,2.564741,2.8616319,3.2752137
488,,,,,,,,0.11327505,0.9559388,1.6554086
489,,,,,,,,7.61922,8.164438,11.308246
490,,,,,,,,9.580579,16.609911,17.269968
491,,,,,,,,3.7481623,4.2321568,6.2681007
492,,,,,,,,3.8822818,7.8080015,8.10324
493,,,,,,,,5.579628,9.237045,14.484489
494,,,,,,,,8.482964,9.649538,16.832533
495,,,,,,,,18.782024,24.442932,27.533195
496,,,,,,,,8.196264,8.724918,9.735811
497,,,,,,,,6.5702744,10.6606245,12.70766
498,,,,,,,,9.217972,11.589549,12.81684
499,,,,,,,,11.048686,11.873754,12.801371
500,,,,,,,,0.4299252,2.0125945,5.119524
501,,,,,,,,5.0808544,5.6537714,7.9501176
502,,,,,,,,4.4156423,5.840519,6.164382
503,,,,,,,,5.8191457,6.2078505,6.227399
504,,,,,,,,6.5758457,10.813769,11.982814
505,,,,,,,,12.994211,14.285031,15.320461
506,,,,,,,,0.5164485,5.9355426,6.9264245
507,,,,,,,,5.1973805,7.927017,8.277953
508,,,,,,,,6.3124585,6.825977,10.590506
509,,,,,,,,3.1197562,6.1264515,12.377104
510,,,,,,,,8.958073,9.217232,9.967696
511,,,,,,,,3.4928865,3.8015537,4.135442
512,,,,,,,,5.261821,6.8883963,13.949424
513,,,,,,,,11.166346,13.827056,14.1874
514,,,,,,,,4.119067,6.572694,8.340395
515,,,,,,,,4.254386,12.687013,12.730886
516,,,,,,,,9.817031,13.016197,13.874441
517,,,,,,,,3.4226432,4.104929,4.182209
518,,,,,,,,0.71415234,5.919455,8.347785
519,,,,,,,,9.336102,13.845617,18.398798
520,,,,,,,,8.157516,8.820982,9.743186
521,,,,,,,,9.217387,17.738049,22.153088
522,,,,,,,,14.621445,15.491442,17.873568
523,,,,,,,,6.023628,6.3346195,6.4251027
524,,,,,,,,7.829776,12.205315,13.666733
525,,,,,,,,4.8271246,8.911156,10.25158
526,,,,,,,,12.00691,13.5377865,17.348183
527,,,,,,,,5.379706,6.8531623,8.555487
528,,,,,,,,3.539877,3.7380252,4.4741764
529,,,,,,,,0.51984787,3.700214,7.294542
530,,,,,,,,3.8083496,7.9300838,11.267883
531,,,,,,,,7.4596567,10.285465,11.03283
532,,,,,,,,5.3373556,6.6575108,9.382011
533,,,,,,,,5.0446944,5.4069777,6.4982424
534,,,,,,,,11.258379,12.568598,12.794443
535,,,,,,,,5.3159223,8.672188,9.867185
536,,,,,,,,7.7812243,8.31817,8.896486
537,,,,,,,,3.9216805,7.931347,8.362042
538,,,,,,,,7.022296,8.2694845,8.29062
539,,,,,,,,10.852321,10.958329,11.717254
540,,,,,,,,4.0228224,8.156059,9.744684
541,,,,,,,,5.9153004,9.715853,9.857271
542,,,,,,,,3.9066854,8.281075,11.965459
543,,,,,,,,8.73306,9.656616,10.335802
544,,,,,,,,8.367668,14.889464,17.863506
545,,,,,,,,9.998985,11.377038,12.480391
546,,,,,,,,13.667134,18.628462,20.044521
547,,,,,,,,3.9578567,6.0430107,7.786468
548,,,,,,,,8.530873,8.815535,10.126355
549,,,,,,,,10.526106,13.612114,15.75139
550,,,,,,,,3.2264223,5.684858,7.4391966
551,,,,,,,,3.1210158,3.7158284,3.8961635
552,,,,,,,,5.354188,6.1513367,7.364652
553,,,,,,,,6.222017,6.3643265,6.6785793
554,,,,,,,,4.005143,5.20089,8.550404
555,,,,,,,,3.6299293,5.2995462,7.1058617
556,,,,,,,,10.772293,11.816186,12.361471
557,,,,,,,,9.502022,16.662683,19.120792
