seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,first_largest,second_largest,third_largest,fourth_largest,fifth_largest,last_largest,alpha,iter
358,379,0.7489272091658763,0.0392156862745098,0.0039215686274509665,1,7,2,1.0,1.7906775e-11,4.299405e-12,1.5498514e-13,9.797427e-15,6.574714e-32,0.00392156862745098,9
362,472,0.6690039765546276,0.03137254901960784,0.007843137254901933,9,2,2,1.0,2.0263402e-09,2.6088728e-10,4.031713e-12,3.834246e-12,5.0024314e-23,0.00392156862745098,7
374,519,0.5184634085797566,0.023529411764705896,0.007843137254901933,9,8,2,1.0,7.114266e-13,2.6954682e-14,8.959776e-15,9.170194e-21,2.3164923e-29,0.00392156862745098,5
408,470,0.5053348610568122,0.023529411764705882,0.0039215686274509665,1,8,2,1.0,1.06415154e-11,1.2937526e-12,1.1823866e-13,5.82944e-14,3.0766342e-23,0.00392156862745098,5
419,475,0.7559986940298605,0.03529411764705882,0.00392156862745098,9,8,2,1.0,4.458569e-10,4.79863e-12,5.019141e-14,1.1993015e-16,8.142943e-32,0.00392156862745098,8
423,469,0.8317609155787201,0.03921568627450982,0.0039215686274509665,9,8,2,1.0,3.6209265e-11,1.2678529e-13,3.046004e-15,8.769731e-16,4.802473e-28,0.00392156862745098,9
441,474,0.6720200286281311,0.03137254901960784,0.007843137254901933,9,8,2,1.0,3.388084e-11,3.2753862e-11,3.0721831e-12,7.98572e-13,6.667356e-32,0.00392156862745098,7
447,429,0.7122803728088102,0.03529411764705882,0.007843137254901933,1,2,2,1.0,4.2948813e-08,1.6149816e-09,1.5700481e-09,1.9503955e-14,1.2485877e-27,0.00392156862745098,8
471,503,0.6031571428935015,0.027450980392156862,0.0039215686274509665,9,8,2,1.0,5.3688238e-11,9.348071e-12,1.0348816e-14,1.8805802e-15,5.9525783e-31,0.00392156862745098,6
475,410,0.7766191182954229,0.0392156862745098,0.0039215686274509665,1,7,2,1.0,3.728254e-09,7.9989637e-10,1.0400632e-12,3.9362513e-13,5.5984295e-27,0.00392156862745098,9
484,388,0.764746102511931,0.0392156862745098,0.0039215686274509665,1,7,2,1.0,1.0707998e-10,1.2085736e-13,9.919143e-14,1.3783151e-15,1.3141289e-23,0.00392156862745098,9
497,452,0.8123044525575068,0.0392156862745098,0.007843137254901933,7,2,2,1.0,5.83564e-09,2.0917121e-09,4.3828197e-10,6.965059e-16,2.6394179e-37,0.00392156862745098,9
517,502,0.8512785237229586,0.0392156862745098,0.0039215686274509665,8,2,2,1.0,6.5627245e-13,3.8642426e-13,3.2415252e-16,1.347644e-17,5.7959337e-37,0.00392156862745098,9
531,468,0.749409609994747,0.03529411764705882,0.0039215686274509665,4,9,2,1.0,2.3068057e-10,5.5415676e-13,9.866249e-15,1.734256e-16,1.760889e-30,0.00392156862745098,8
550,497,0.6854673124012741,0.03137254901960784,0.007843137254901933,9,8,2,1.0,2.4069696e-11,7.016213e-14,2.7403869e-14,1.7022907e-15,5.1402528e-26,0.00392156862745098,7
559,513,0.6010627522492833,0.027450980392156862,0.0039215686274509665,8,2,2,1.0,5.2356555e-09,1.1941244e-09,6.2373823e-19,7.772521e-22,0.0,0.00392156862745098,6
564,495,0.8451230604548493,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,9.555163e-12,2.3238761e-12,1.3825468e-18,5.432479e-20,3.459789e-29,0.00392156862745098,9
565,511,0.7620365679366968,0.03529411764705884,0.0039215686274509665,6,2,2,1.0,1.9029721e-12,2.3511458e-14,2.16484e-15,1.3802349e-16,8.713881e-37,0.00392156862745098,8
573,390,0.756568062108654,0.0392156862745098,0.007843137254901933,1,7,2,1.0,9.25373e-12,6.780288e-13,9.6615736e-14,9.7902384e-18,3.845205e-33,0.00392156862745098,9
574,448,0.49187164612627915,0.023529411764705882,0.0039215686274509665,3,2,2,1.0,2.5604838e-09,5.8612344e-11,1.3645615e-11,9.267462e-14,8.200604e-34,0.00392156862745098,5
578,416,0.780264054911149,0.0392156862745098,0.0039215686274509665,6,1,2,1.0,1.3400597e-13,2.3903173e-14,2.8072316e-17,3.205114e-18,8.0029205e-24,0.00392156862745098,9
580,490,0.8502572150799202,0.0392156862745098,0.0039215686274509665,9,8,3,1.0,2.6737476e-10,2.1750954e-12,1.1766996e-12,1.857147e-15,8.0040986e-27,0.00392156862745098,9
582,446,0.7994711823902779,0.0392156862745098,0.007843137254901933,0,7,2,1.0,2.1186142e-09,1.4406417e-09,5.764713e-10,4.6932333e-11,4.622909e-24,0.00392156862745098,9
587,430,0.7976513004302356,0.0392156862745098,0.00392156862745098,1,2,2,1.0,4.5332297e-11,1.3172047e-13,8.362651e-15,4.3058734e-15,2.1348673e-36,0.00392156862745098,9
597,473,0.820573593703564,0.0392156862745098,0.0039215686274509665,6,2,2,1.0,4.50819e-11,9.95078e-12,1.0848942e-14,5.103369e-17,2.9696541e-34,0.00392156862745098,9
606,523,0.860817811666752,0.0392156862745098,0.0039215686274509665,4,2,2,1.0,3.2823863e-10,5.162563e-16,8.6261266e-17,1.6279105e-22,3.185339e-36,0.00392156862745098,9
630,393,0.7685874339322853,0.0392156862745098,0.0039215686274509665,6,4,2,1.0,5.218109e-09,1.1284365e-10,8.090513e-12,3.7223935e-12,1.001632e-19,0.00392156862745098,9
665,503,0.6641011767294845,0.03137254901960784,0.00392156862745098,6,2,2,1.0,1.8645235e-10,8.0325344e-11,3.4658377e-11,1.090031e-12,0.0,0.00392156862745098,7
671,423,0.6988538978018899,0.03529411764705884,0.007843137254901933,1,7,2,1.0,1.4370451e-11,2.1183945e-14,9.402644e-20,1.4841716e-20,4.98782e-29,0.00392156862745098,8
687,486,0.8396645308774723,0.0392156862745098,0.0039215686274509665,9,8,2,1.0,9.003352e-16,3.8577207e-19,3.5037943e-20,1.3365776e-21,0.0,0.00392156862745098,9
691,426,0.7836762114928729,0.0392156862745098,0.007843137254901933,1,7,2,1.0,5.3718047e-11,6.6392326e-14,5.2564965e-17,2.5823771e-17,4.3716062e-33,0.00392156862745098,9
708,486,0.5940238067351246,0.027450980392156862,0.0039215686274509665,8,2,2,1.0,5.1679654e-11,1.4957105e-11,1.1647961e-11,1.332289e-17,5.717348e-27,0.00392156862745098,6
727,500,0.6866777526792355,0.03137254901960784,0.0039215686274509665,9,8,2,1.0,9.654308e-12,6.4823733e-16,3.1049406e-17,1.4172502e-19,1.5087313e-32,0.00392156862745098,7
729,512,0.6908975935792021,0.03137254901960784,0.0039215686274509665,4,8,2,1.0,3.8044602e-11,3.1597746e-16,2.6426371e-18,1.0604631e-20,1.7196278e-35,0.00392156862745098,7
746,466,0.834114973676772,0.0392156862745098,0.0039215686274509665,4,1,2,1.0,1.6099255e-09,9.67004e-13,7.250045e-13,7.1094025e-15,5.689586e-27,0.00392156862745098,9
803,500,0.6009220136057469,0.027450980392156862,0.0039215686274509665,7,2,2,1.0,3.7565363e-12,3.7970454e-14,9.003528e-15,5.970951e-17,9.434108e-37,0.00392156862745098,6
806,499,0.8428179970112878,0.0392156862745098,0.0039215686274509665,9,8,2,1.0,1.0415268e-11,1.1562227e-12,2.4815837e-16,1.6128247e-19,1.0525263e-30,0.00392156862745098,9
809,435,0.7970341023105963,0.0392156862745098,0.0117647058823529,1,2,2,1.0,5.9398545e-08,4.8526994e-10,2.1645401e-10,8.155873e-14,7.346814e-22,0.00392156862745098,9
827,466,0.8273673408150952,0.0392156862745098,0.0039215686274509665,9,8,2,1.0,1.02900445e-10,1.5400329e-13,3.112152e-16,5.134534e-17,6.976896e-30,0.00392156862745098,9
838,480,0.34063513510947385,0.01568627450980392,0.007843137254901933,1,8,2,1.0,3.519066e-08,5.926642e-10,1.0303296e-11,9.538201e-14,5.171496e-22,0.00392156862745098,3
851,493,0.8468863295682209,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,9.780543e-16,5.4212253e-17,5.2376565e-19,8.2936504e-22,1.6668637e-31,0.00392156862745098,9
863,453,0.5697757168842329,0.027450980392156862,0.0039215686274509665,2,4,3,1.0,3.362781e-08,5.273982e-09,2.3471864e-09,5.874259e-12,1.5592774e-28,0.00392156862745098,6
899,461,0.7407717538041929,0.03529411764705882,0.0039215686274509665,5,8,2,1.0,2.2672992e-09,2.7978253e-16,1.5176422e-19,1.4748062e-23,1.0409298e-32,0.00392156862745098,8
930,527,0.8658500278137821,0.0392156862745098,0.007843137254901933,9,8,2,1.0,9.48042e-09,5.1396696e-09,5.0161884e-16,1.2188571e-16,8.9921534e-33,0.00392156862745098,9
931,436,0.6336822932278285,0.03137254901960784,0.0039215686274509665,2,4,2,1.0,4.49248e-08,3.7670844e-08,2.964706e-09,2.0239198e-15,3.0963024e-27,0.00392156862745098,7
932,490,0.8536057811899417,0.0392156862745098,0.0039215686274509665,9,8,2,1.0,5.0136265e-08,5.940094e-11,5.6646843e-11,5.3926844e-15,9.209372e-24,0.00392156862745098,9
951,414,0.7045957774034654,0.03529411764705882,0.0039215686274509665,1,7,2,1.0,4.307823e-10,2.8907664e-11,1.7056724e-13,1.048106e-13,1.1137935e-32,0.00392156862745098,8
959,429,0.781898241249689,0.0392156862745098,0.00392156862745098,1,2,2,1.0,4.362024e-12,8.287058e-18,5.0517856e-18,6.57932e-20,0.0,0.00392156862745098,9
961,437,0.6492535565553187,0.03137254901960784,0.0039215686274509665,1,2,2,1.0,4.400242e-10,1.3632529e-11,1.1501958e-12,6.7888508e-18,3.1431358e-24,0.00392156862745098,7
996,484,0.8412655924267627,0.0392156862745098,0.007843137254901933,6,2,2,1.0,2.3568175e-13,1.5264024e-13,3.8820532e-17,4.9035366e-18,1.5327976e-28,0.00392156862745098,9
1002,372,0.7516430803655665,0.0392156862745098,0.0039215686274509665,1,7,2,1.0,6.2156774e-10,2.1422409e-11,4.019221e-12,3.852499e-12,7.958784e-22,0.00392156862745098,9
1003,390,0.6881095913359883,0.03529411764705882,0.0039215686274509665,1,7,3,1.0,9.50819e-11,9.794191e-12,4.0887e-13,3.990844e-15,4.771113e-31,0.00392156862745098,8
1012,401,0.6903297553257013,0.03529411764705882,0.0039215686274509665,1,7,2,1.0,3.3080059e-09,2.1297833e-10,2.485851e-13,1.7868935e-15,1.3661137e-22,0.00392156862745098,8
1039,476,0.8394996770724149,0.03921568627450982,0.0039215686274509665,5,9,2,1.0,1.8899653e-15,2.0035964e-20,3.89712e-21,1.4126317e-24,0.0,0.00392156862745098,9
1047,444,0.558186771722606,0.027450980392156862,0.0039215686274509665,2,7,2,1.0,3.3577352e-09,4.0262765e-10,2.6611234e-15,1.6870085e-15,0.0,0.00392156862745098,6
1056,470,0.7554797890409543,0.03529411764705882,0.0039215686274509665,9,5,2,1.0,7.7419376e-11,9.9226434e-14,2.9987685e-15,1.9779109e-15,2.3194456e-29,0.00392156862745098,8
1060,463,0.582138337694541,0.027450980392156862,0.0039215686274509665,1,8,2,1.0,3.717742e-14,8.514295e-15,2.8953391e-16,9.250777e-17,1.5011629e-27,0.00392156862745098,6
1061,501,0.4322806840157952,0.0196078431372549,0.0039215686274509665,9,8,2,1.0,1.9895944e-08,5.41919e-09,2.7294508e-12,1.0795615e-12,1.4679542e-29,0.00392156862745098,4
1070,464,0.49556277935437193,0.023529411764705882,0.007843137254901933,6,2,2,1.0,6.0162934e-12,1.2148258e-12,3.3642924e-17,1.7130831e-17,6.8482833e-26,0.00392156862745098,5
1086,458,0.8226325648754367,0.03921568627450982,0.007843137254901933,8,2,2,1.0,2.7920457e-09,2.5865432e-09,1.2058456e-12,1.1485516e-12,6.1200777e-34,0.00392156862745098,9
1088,439,0.5751619132482301,0.027450980392156862,0.027450980392156765,7,2,2,0.95777565,0.032919064,0.009272568,3.2286305e-05,3.6651562e-07,1.6605408e-23,0.00392156862745098,6
1089,469,0.6725004269874824,0.03137254901960784,0.0039215686274509665,5,3,2,1.0,9.008915e-09,7.8117097e-19,9.587619e-20,1.09828655e-20,1.9216559e-29,0.00392156862745098,7
1100,488,0.42651453458496086,0.0196078431372549,0.007843137254901933,6,1,2,1.0,3.9077825e-08,1.2970241e-08,4.4959128e-10,3.696495e-10,6.907955e-24,0.00392156862745098,4
1103,544,0.7946379317161405,0.03529411764705884,0.0039215686274509665,9,8,2,1.0,1.1887628e-14,5.2176945e-19,1.6149164e-21,3.479257e-22,0.0,0.00392156862745098,8
1113,441,0.7259987618652739,0.03529411764705882,0.0039215686274509665,6,2,2,1.0,1.1653367e-10,1.0548763e-10,1.7542256e-14,3.3866217e-16,6.90782e-25,0.00392156862745098,8
1117,473,0.6735971938379255,0.03137254901960784,0.0039215686274509665,6,2,2,1.0,4.2411336e-10,7.0166255e-11,9.104835e-14,1.507713e-17,8.276714e-36,0.00392156862745098,7
1142,505,0.6939957797083344,0.03137254901960786,0.0039215686274509665,9,8,2,1.0,3.8313587e-08,6.3855246e-09,1.7773032e-13,7.3029744e-14,2.5136461e-29,0.00392156862745098,7
1167,518,0.7861547021332845,0.03529411764705882,0.0039215686274509665,9,8,2,1.0,5.621928e-12,2.0583548e-18,4.243914e-19,9.67404e-25,0.0,0.00392156862745098,8
1169,483,0.5902188778086016,0.027450980392156876,0.0039215686274509665,9,8,2,1.0,6.9534183e-12,5.988987e-12,7.3883796e-15,1.3478335e-18,1.1404152e-32,0.00392156862745098,6
1174,487,0.5102260695620576,0.023529411764705882,0.007843137254901933,1,8,2,1.0,4.740027e-09,3.6100222e-12,5.24483e-13,1.3487878e-14,3.8272414e-22,0.00392156862745098,5
1177,517,0.5235110520390891,0.023529411764705896,0.0039215686274509665,9,8,2,1.0,2.1659452e-09,3.821134e-12,2.705973e-13,1.654386e-14,4.197571e-29,0.00392156862745098,5
1194,487,0.8332110636944402,0.03921568627450982,0.0039215686274509665,9,4,2,1.0,3.590279e-09,7.272831e-16,9.339742e-17,8.588403e-24,0.0,0.00392156862745098,9
1211,417,0.691565041658065,0.03529411764705882,0.007843137254901933,1,7,2,1.0,3.6193715e-08,7.280927e-11,2.4229344e-11,8.597686e-15,1.6609713e-26,0.00392156862745098,8
1228,467,0.7489682766519469,0.03529411764705882,0.0039215686274509665,6,2,2,1.0,4.0321863e-10,1.5679368e-11,6.0310094e-20,1.1357161e-20,4.477509e-27,0.00392156862745098,8
1229,423,0.6452380800377449,0.03137254901960784,0.03137254901960773,7,2,2,1.0,5.9112736e-11,3.7707207e-16,2.719027e-16,2.3864415e-17,0.0,0.00392156862745098,7
1230,467,0.6659049858737031,0.03137254901960784,0.007843137254901933,1,8,2,1.0,7.187946e-13,2.99352e-13,6.027805e-15,5.7893254e-15,2.8748538e-26,0.00392156862745098,7
1237,515,0.8439940926633279,0.0392156862745098,0.007843137254901933,8,0,2,1.0,5.762228e-14,5.6028434e-15,8.730868e-18,7.02173e-21,9.345665e-38,0.00392156862745098,9
1241,482,0.8082047543963307,0.03921568627450982,0.0039215686274509665,3,5,2,1.0,3.8078408e-16,3.2719293e-21,1.0651486e-22,8.154513e-23,0.0,0.00392156862745098,9
1243,412,0.6895384567611555,0.03529411764705882,0.007843137254901933,1,7,2,1.0,2.1047578e-10,5.3508722e-11,2.5437142e-13,1.7850286e-13,7.1395457e-29,0.00392156862745098,8
1244,508,0.17664479418910115,0.00784313725490196,0.0039215686274509665,3,8,2,0.6036495,0.35536948,0.040611897,0.00036918724,3.470381e-10,8.979735e-26,0.00392156862745098,1
1354,409,0.7803921568627447,0.0392156862745098,0.007843137254901933,1,7,2,1.0,9.022438e-15,8.1370787e-16,4.964069e-16,2.9247116e-16,3.7961222e-31,0.00392156862745098,9
1394,460,0.4161484666898762,0.0196078431372549,0.007843137254901933,1,8,2,1.0,1.3105889e-09,2.3758757e-11,9.190635e-12,6.1285334e-12,1.4823742e-25,0.00392156862745098,4
1396,488,0.6824543535187372,0.03137254901960784,0.0039215686274509665,9,8,2,1.0,1.655195e-09,2.5624062e-11,1.2935577e-12,7.332261e-13,5.106369e-24,0.00392156862745098,7
1398,477,0.7454178880054819,0.03529411764705882,0.007843137254901933,6,2,2,1.0,6.2942825e-11,1.0212878e-12,2.6177146e-18,4.2948364e-21,6.6576474e-32,0.00392156862745098,8
1401,506,0.8256182658792608,0.0392156862745098,0.007843137254901933,9,4,2,1.0,5.0501252e-12,2.312388e-13,1.6369123e-14,3.0382272e-16,0.0,0.00392156862745098,9
1405,476,0.7530535046930003,0.03529411764705882,0.007843137254901933,1,8,2,1.0,1.0419715e-08,1.4404027e-09,6.19176e-11,4.3883633e-11,9.882172e-32,0.00392156862745098,8
1411,480,0.8346310541429613,0.0392156862745098,0.0039215686274509665,4,5,3,1.0,5.2282507e-09,1.2308503e-10,9.570876e-14,4.5579846e-14,1.162904e-31,0.00392156862745098,9
1426,472,0.669084427818645,0.03137254901960784,0.0039215686274509665,9,8,2,1.0,8.2362556e-14,5.7608656e-14,8.447746e-15,4.1127682e-16,6.2379216e-29,0.00392156862745098,7
1434,504,0.695755241182162,0.03137254901960784,0.0039215686274509665,8,2,2,1.0,3.2545895e-13,2.094676e-15,3.0158142e-16,2.8932303e-16,3.9046717e-25,0.00392156862745098,7
1450,373,0.5301664918070419,0.027450980392156862,0.027450980392156765,1,7,2,1.0,1.591916e-09,9.0663477e-10,8.5045415e-11,1.9071181e-12,3.2499826e-23,0.00392156862745098,6
1452,461,0.7473958377289219,0.03529411764705882,0.0039215686274509665,1,3,2,1.0,1.5299528e-09,2.5532002e-11,1.4244179e-12,2.5002065e-13,2.298302e-26,0.00392156862745098,8
1458,384,0.5268784705432836,0.027450980392156862,0.0039215686274509665,1,7,2,1.0,1.8778664e-08,3.6832287e-10,3.151693e-11,2.5262955e-15,1.1977342e-22,0.00392156862745098,6
1463,375,0.6030296443944145,0.03137254901960784,0.0039215686274509665,1,7,2,1.0,2.6917517e-08,3.5817909e-09,3.2900158e-09,2.1586124e-09,9.382877e-25,0.00392156862745098,7
1467,451,0.7356783309910208,0.03529411764705882,0.0039215686274509665,5,9,2,1.0,5.446964e-12,2.785589e-16,2.4919184e-20,3.9145297e-25,0.0,0.00392156862745098,8
1468,491,0.8490445135141547,0.0392156862745098,0.0039215686274509665,5,3,2,1.0,8.832713e-09,5.3625226e-10,3.0703745e-11,4.3508744e-19,1.6982952e-30,0.00392156862745098,9
1473,457,0.6570939013813797,0.03137254901960784,0.0039215686274509665,4,8,4,1.0,7.282129e-09,2.4250948e-10,1.8800163e-12,8.0804075e-13,6.0993114e-19,0.00392156862745098,7
1498,463,0.8278504750698837,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,1.9944242e-11,5.079991e-14,1.5806741e-15,1.6772029e-16,8.872108e-27,0.00392156862745098,9
1506,467,0.583286371482522,0.027450980392156876,0.0039215686274509665,6,2,2,1.0,1.22395e-08,8.5050605e-11,2.3999924e-11,6.201812e-13,3.438106e-22,0.00392156862745098,6
1519,493,0.8422795454934369,0.0392156862745098,0.0039215686274509665,8,2,2,1.0,4.60567e-08,3.9289774e-12,1.3696648e-18,2.715637e-24,9.26144e-32,0.00392156862745098,9
1528,475,0.5076576237739154,0.023529411764705882,0.0117647058823529,1,8,2,1.0,8.909998e-11,2.5873904e-14,4.7154943e-15,2.0643489e-16,6.599029e-27,0.00392156862745098,5
1545,441,0.7244507657232055,0.03529411764705882,0.0039215686274509665,4,6,3,1.0,2.9882776e-09,2.227578e-11,2.679506e-14,7.650821e-15,2.7614173e-21,0.00392156862745098,8
1565,443,0.7230483548774344,0.03529411764705882,0.0039215686274509665,4,2,2,1.0,2.6328184e-09,1.5312932e-16,1.0844793e-16,5.0990877e-17,1.2941778e-26,0.00392156862745098,8
1575,451,0.8175976850659149,0.0392156862745098,0.0039215686274509665,5,3,2,1.0,1.2289886e-16,1.0880139e-16,5.6260114e-17,5.4545965e-19,2.6547835e-32,0.00392156862745098,9
1576,470,0.8412107493358328,0.03921568627450982,0.0039215686274509665,4,8,2,1.0,1.0550695e-10,1.3577063e-13,2.839016e-14,3.7391084e-16,1.2613795e-27,0.00392156862745098,9
1591,507,0.6897614496059866,0.03137254901960784,0.0039215686274509665,9,2,2,1.0,6.509726e-10,1.5879946e-13,1.8790384e-15,1.338765e-16,4.2041048e-31,0.00392156862745098,7
1595,474,0.830317495543952,0.0392156862745098,0.007843137254901933,2,4,2,1.0,1.6035968e-13,2.6235073e-22,3.6166784e-24,1.7627762e-24,1.2789027e-37,0.00392156862745098,9
1619,426,0.7858807874431585,0.03921568627450982,0.0039215686274509665,7,9,2,1.0,1.9310015e-08,3.43381e-09,2.3930594e-10,1.1206436e-11,5.979915e-30,0.00392156862745098,9
1643,476,0.6742817671984882,0.03137254901960784,0.0039215686274509665,9,8,2,1.0,6.5704057e-12,1.677127e-15,3.2207422e-17,1.7168776e-17,1.4076233e-32,0.00392156862745098,7
1659,477,0.755886803476127,0.03529411764705882,0.0039215686274509665,9,8,2,1.0,1.6381062e-13,5.0747396e-15,2.5592235e-17,3.984171e-20,9.115817e-29,0.00392156862745098,8
1666,495,0.7741398967738375,0.03529411764705882,0.0039215686274509665,8,2,2,1.0,4.0115066e-13,3.2703685e-14,6.6172874e-17,3.3313564e-17,1.1606146e-28,0.00392156862745098,8
1686,461,0.8279805015098057,0.0392156862745098,0.007843137254901933,6,2,2,1.0,1.2729625e-14,9.058636e-18,1.8379522e-19,4.0714537e-21,6.5901885e-30,0.00392156862745098,9
1700,423,0.7211209182241902,0.03529411764705882,0.0117647058823529,1,8,3,1.0,2.952024e-11,2.80814e-11,2.3891869e-14,6.904137e-16,1.1004141e-25,0.00392156862745098,8
1717,407,0.7787350620133389,0.0392156862745098,0.0039215686274509665,1,8,2,1.0,4.746824e-08,2.4996716e-10,5.2927584e-12,7.018171e-13,3.1177137e-23,0.00392156862745098,9
1750,410,0.5558399887028079,0.027450980392156862,0.027450980392156765,6,2,2,1.0,3.887214e-15,1.9955846e-15,5.486199e-16,2.0619788e-17,4.897619e-22,0.00392156862745098,6
1751,490,0.8526233349647495,0.0392156862745098,0.0039215686274509665,9,2,3,1.0,4.3563243e-14,1.9627105e-14,3.6152567e-17,1.4331579e-19,4.0982127e-34,0.00392156862745098,9
1814,493,0.6800502050806383,0.03137254901960784,0.0039215686274509665,4,0,2,1.0,3.2911725e-08,1.2719325e-08,4.2268558e-10,2.3656879e-11,1.3756778e-23,0.00392156862745098,7
1816,436,0.6432209414706022,0.03137254901960784,0.0039215686274509665,1,8,2,1.0,4.931709e-12,1.292563e-13,8.978628e-15,1.8398278e-16,2.3801665e-26,0.00392156862745098,7
