seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,first_largest,second_largest,third_largest,fourth_largest,fifth_largest,last_largest,alpha,iter
726,466,0.6657086542196666,0.03137254901960784,0.0039215686274509665,8,6,2,0.9750334,0.024704872,0.00015170725,0.000106596555,1.6851112e-06,1.2515645e-07,0.00392156862745098,7
788,472,0.8295763059335749,0.0392156862745098,0.0039215686274509665,9,7,2,0.7304662,0.2229448,0.032294013,0.010566716,0.003576437,3.4689425e-08,0.00392156862745098,9
796,464,0.7533801824752256,0.03529411764705884,0.0039215686274509665,8,6,2,0.99996173,2.1688764e-05,1.325982e-05,1.4175595e-06,6.6610846e-07,4.036131e-11,0.00392156862745098,8
897,462,0.7388593305509344,0.03529411764705882,0.0039215686274509665,4,6,2,1.0,8.18001e-09,3.7555465e-09,2.2385904e-09,1.5824768e-09,8.282538e-18,0.00392156862745098,8
987,478,0.7549197858858085,0.03529411764705882,0.0039215686274509665,4,6,2,1.0,2.940043e-08,3.0902167e-10,4.1254354e-11,2.3571427e-12,5.357435e-16,0.00392156862745098,8
1045,457,0.8052595274657687,0.0392156862745098,0.0039215686274509665,8,6,2,0.9939885,0.0058913887,0.00011997029,1.6556127e-07,1.9882846e-08,1.5644087e-10,0.00392156862745098,9
1063,457,0.7385158178574657,0.03529411764705882,0.0039215686274509665,8,6,2,0.9995832,0.0002222141,0.00014927033,3.1717147e-05,7.00734e-06,1.0900215e-08,0.00392156862745098,8
1170,490,0.771164281024196,0.03529411764705882,0.0039215686274509665,8,2,2,0.9861525,0.012532968,0.00061050284,0.00057748717,6.0420305e-05,2.4720177e-09,0.00392156862745098,8
1180,533,0.7017197526814705,0.03137254901960784,0.0039215686274509665,4,2,2,1.0,1.34352325e-08,2.4462896e-09,5.417957e-10,3.725331e-10,7.575804e-15,0.00392156862745098,7
1227,503,0.8403785236741064,0.0392156862745098,0.007843137254901933,4,6,2,1.0,2.5173195e-08,1.4164359e-09,2.507082e-10,7.173131e-12,7.46117e-15,0.00392156862745098,9
1546,493,0.8426263842152246,0.0392156862745098,0.007843137254901933,4,6,2,1.0,4.596692e-08,8.664682e-09,1.824683e-11,7.711971e-12,6.235241e-19,0.00392156862745098,9
1833,445,0.8011429743556864,0.0392156862745098,0.0039215686274509665,7,9,2,1.0,2.7912378e-08,3.9704626e-09,1.7355312e-11,1.2527486e-11,6.765986e-36,0.00392156862745098,9
1845,502,0.7474987125470614,0.03529411764705882,0.00392156862745098,4,6,2,1.0,4.15151e-10,6.8535683e-13,5.2831207e-14,1.1991243e-14,8.0616975e-22,0.00392156862745098,8
1967,484,0.66893501062727,0.03137254901960786,0.0039215686274509665,4,6,2,1.0,1.4918834e-08,1.5588435e-09,7.1894246e-10,4.6985377e-10,1.4355559e-17,0.00392156862745098,7
1969,517,0.5082933881104198,0.023529411764705882,0.0039215686274509665,0,9,2,1.0,2.1599108e-08,6.1403367e-09,4.0395068e-10,1.4661215e-10,1.8571163e-25,0.00392156862745098,5
2069,478,0.742958745180107,0.03529411764705882,0.0039215686274509665,4,6,2,1.0,2.8671137e-09,1.1409887e-11,9.0481084e-13,4.707941e-13,2.8539313e-17,0.00392156862745098,8
2071,507,0.7539821235784656,0.03529411764705882,0.007843137254901933,4,6,2,1.0,7.332757e-11,4.1866528e-12,1.703958e-14,1.9534138e-15,2.1263092e-21,0.00392156862745098,8
2106,481,0.8299655130108647,0.0392156862745098,0.00392156862745098,4,6,2,1.0,2.7223022e-08,1.0486429e-11,3.42651e-12,4.7376287e-14,1.1576491e-18,0.00392156862745098,9
2129,471,0.82265125915818,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,7.0124545e-10,1.5306131e-12,1.2111194e-12,4.011193e-13,1.8795886e-17,0.00392156862745098,9
2394,476,0.6724775586570503,0.03137254901960784,0.0039215686274509665,8,6,2,0.99991024,4.05443e-05,3.3121793e-05,7.6000515e-06,6.5115205e-06,7.434581e-10,0.00392156862745098,7
2591,479,0.8372066845646523,0.0392156862745098,0.0039215686274509665,7,5,2,1.0,2.3163667e-08,7.951129e-09,5.499136e-09,1.8254392e-10,4.3673712e-26,0.00392156862745098,9
2682,473,0.5823364360241082,0.027450980392156862,0.007843137254901933,8,6,2,0.923405,0.07583222,0.0006733545,3.506909e-05,2.2855002e-05,6.320638e-08,0.00392156862745098,6
2701,458,0.6527144398174242,0.03137254901960784,0.0039215686274509665,7,9,2,1.0,4.5258155e-08,1.0133634e-08,1.32467e-09,9.459463e-10,2.7200376e-28,0.00392156862745098,7
2855,479,0.7309702936271212,0.03529411764705882,0.0039215686274509665,2,6,2,1.0,2.0304411e-09,1.2169565e-09,3.4753783e-10,6.8107477e-13,1.4323202e-36,0.00392156862745098,8
2972,467,0.671367509601757,0.03137254901960784,0.0039215686274509665,8,6,2,0.8343465,0.14872806,0.015981395,0.000611516,0.00022303325,1.7962774e-11,0.00392156862745098,7
3121,470,0.8358738667450162,0.03921568627450982,0.0039215686274509665,9,5,2,0.9997243,0.00023164309,3.2262247e-05,9.526839e-06,2.132214e-06,1.0244432e-16,0.00392156862745098,9
3223,441,0.8031560200013665,0.0392156862745098,0.00392156862745098,7,9,2,1.0,1.0647866e-08,8.28117e-09,1.488763e-11,2.1301955e-12,0.0,0.00392156862745098,9
3274,420,0.7790707109280337,0.0392156862745098,0.0039215686274509665,2,6,2,1.0,9.518488e-09,1.936984e-09,1.6471153e-11,7.393297e-12,1.1256571e-21,0.00392156862745098,9
3724,449,0.49857929648040183,0.023529411764705882,0.0235294117647058,4,6,2,0.82120705,0.16849673,0.008478857,0.0010894586,0.00037564334,2.2831401e-07,0.00392156862745098,5
3784,481,0.8421608573486024,0.0392156862745098,0.007843137254901933,9,5,2,0.9998859,0.00010838194,4.495808e-06,5.6805703e-07,4.1794044e-07,1.7406331e-23,0.00392156862745098,9
3877,443,0.8253947129352615,0.0392156862745098,0.039215686274509665,4,6,2,1.0,6.9042403e-09,8.6787033e-10,1.461659e-11,1.9794413e-13,2.0021279e-14,0.00392156862745098,9
3983,476,0.676854111230236,0.03137254901960784,0.0039215686274509665,8,6,2,0.949245,0.037844967,0.012401079,0.00022067995,0.0001402422,1.438705e-07,0.00392156862745098,7
4097,465,0.7347370438767539,0.03529411764705882,0.00392156862745098,4,6,2,1.0,1.1942867e-08,1.3319076e-10,3.0380323e-11,6.6258925e-12,8.7670504e-17,0.00392156862745098,8
4361,480,0.8327402733970121,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,4.964195e-11,5.955449e-13,3.0071456e-13,2.363516e-13,4.237037e-20,0.00392156862745098,9
4396,463,0.8349442330819374,0.0392156862745098,0.0039215686274509665,7,9,2,1.0,5.6990036e-08,1.8406874e-09,8.0041834e-10,2.563567e-13,0.0,0.00392156862745098,9
4619,484,0.8429274704813676,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,1.1952956e-09,1.8068127e-11,1.9273769e-12,3.441947e-13,1.3948755e-16,0.00392156862745098,9
4634,431,0.6513110428871115,0.03137254901960784,0.03137254901960773,8,6,2,0.7599799,0.15142182,0.05456602,0.03125902,0.0023507136,8.2913905e-11,0.00392156862745098,7
4707,500,0.6798353375051359,0.03137254901960784,0.0039215686274509665,4,6,2,1.0,3.7349324e-08,5.817192e-09,6.796717e-10,3.446416e-12,2.5769733e-18,0.00392156862745098,7
4833,487,0.6607348558904259,0.03137254901960784,0.007843137254901933,4,6,2,1.0,1.5523781e-09,7.5549254e-11,3.7809118e-12,7.712188e-13,2.407893e-18,0.00392156862745098,7
4877,478,0.8231465029513452,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,1.3558639e-09,2.760973e-11,9.674722e-14,4.6306454e-14,1.4217438e-20,0.00392156862745098,9
5013,471,0.733490598634552,0.03529411764705882,0.007843137254901933,2,0,2,0.6771867,0.25826702,0.05861901,0.0035302043,0.0023902724,0.0,0.00392156862745098,8
5078,463,0.8347139658854938,0.0392156862745098,0.0039215686274509665,8,6,2,0.8753639,0.057647113,0.029313454,0.020432623,0.017237578,3.0876266e-09,0.00392156862745098,9
5361,496,0.764273381967276,0.03529411764705884,0.0039215686274509665,4,2,2,1.0,6.551757e-09,5.518372e-10,4.30448e-10,6.631724e-11,8.963194e-15,0.00392156862745098,8
5394,464,0.8117836504372709,0.0392156862745098,0.00392156862745098,8,6,2,0.99980253,0.00016537932,2.1942646e-05,9.559666e-06,3.4485842e-07,8.57358e-13,0.00392156862745098,9
5755,473,0.5809615648812584,0.027450980392156862,0.0039215686274509665,4,6,2,1.0,1.3074279e-09,1.65033e-10,6.481834e-11,4.6426092e-11,1.2914443e-13,0.00392156862745098,6
6028,494,0.7529513888196316,0.03529411764705882,0.007843137254901933,4,6,2,1.0,3.228579e-09,7.498507e-11,3.491209e-11,6.649818e-13,1.9833922e-19,0.00392156862745098,8
6035,498,0.6714705810781014,0.03137254901960786,0.007843137254901933,4,6,2,1.0,2.6252316e-09,5.972245e-11,1.8111108e-12,2.2864333e-13,1.8672128e-15,0.00392156862745098,7
6037,480,0.7440549974918377,0.03529411764705882,0.007843137254901933,4,6,2,1.0,1.1516794e-09,5.007655e-11,2.7234755e-12,3.4582734e-13,3.0773982e-15,0.00392156862745098,8
6042,452,0.7464487241656551,0.03529411764705882,0.0039215686274509665,9,5,2,0.9870526,0.009334359,0.0021330838,0.0009701436,0.00027559293,2.3074745e-12,0.00392156862745098,8
6189,480,0.7435587815825915,0.03529411764705882,0.0039215686274509665,4,6,2,1.0,3.156762e-09,1.2232859e-10,3.2774235e-11,7.8342385e-12,2.935453e-16,0.00392156862745098,8
6196,466,0.6618046465797324,0.03137254901960784,0.0039215686274509665,8,6,2,0.99994016,4.532817e-05,7.924579e-06,3.0473e-06,1.6224824e-06,1.1712729e-09,0.00392156862745098,7
6253,497,0.8347139658854935,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,1.0510114e-08,1.2518211e-12,1.8477188e-13,2.6505766e-15,6.477632e-22,0.00392156862745098,9
6283,482,0.660653387855571,0.03137254901960784,0.0039215686274509665,4,6,2,1.0,3.9356156e-08,3.035705e-10,2.8087307e-10,2.3785238e-11,6.046479e-16,0.00392156862745098,7
6329,478,0.8182557568756417,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,3.730077e-08,6.41581e-10,1.8451005e-11,7.353651e-12,6.5441335e-18,0.00392156862745098,9
6506,475,0.8257672675527136,0.0392156862745098,0.00392156862745098,8,6,2,0.9946266,0.0053144624,4.1029867e-05,1.7658225e-05,2.7544075e-07,5.501036e-13,0.00392156862745098,9
6534,486,0.8534165905174298,0.0392156862745098,0.007843137254901933,8,2,2,0.5960093,0.34961346,0.053059492,0.0012334115,7.709506e-05,1.3661024e-14,0.00392156862745098,9
6962,472,0.5858907524924835,0.027450980392156862,0.0039215686274509665,8,6,2,0.9493377,0.036492378,0.012949144,0.00050792797,0.00043396934,1.7547576e-10,0.00392156862745098,6
6976,423,0.725892840042463,0.03529411764705882,0.0352941176470587,8,6,2,0.8922888,0.059439432,0.0246229,0.013944991,0.007698395,1.3186013e-08,0.00392156862745098,8
7320,480,0.855836869622268,0.0392156862745098,0.00784313725490196,8,6,2,0.9975069,0.0017014012,0.0005020611,0.00019499917,7.166965e-05,1.2065866e-09,0.00392156862745098,9
7570,500,0.7581620463867296,0.03529411764705882,0.007843137254901933,8,6,2,0.9994981,0.0003645516,8.078619e-05,5.3841388e-05,1.2242778e-06,3.2673732e-11,0.00392156862745098,8
7674,503,0.5938296072617054,0.027450980392156862,0.0039215686274509665,8,6,2,0.7817037,0.21152452,0.003926333,0.0013893103,0.0012293094,3.5682845e-14,0.00392156862745098,6
7725,520,0.6192602648831959,0.027450980392156862,0.0039215686274509665,4,2,2,1.0,1.1590977e-08,5.6810795e-10,3.3180766e-10,3.0376746e-10,6.2331846e-15,0.00392156862745098,6
7851,498,0.5827588207288279,0.027450980392156862,0.0039215686274509665,8,7,2,0.8728078,0.12662445,0.00038204456,0.0001855316,2.0920372e-07,4.3672047e-18,0.00392156862745098,6
8175,506,0.6927204282360244,0.03137254901960786,0.0039215686274509665,8,2,2,0.93090403,0.052370895,0.009834927,0.005232202,0.0016411988,7.9854584e-19,0.00392156862745098,7
8210,426,0.8094026447274618,0.0392156862745098,0.039215686274509665,8,6,2,0.99991,4.6701007e-05,2.830793e-05,1.2159436e-05,2.3806917e-06,2.3253138e-14,0.00392156862745098,9
8261,475,0.5731396362806304,0.027450980392156862,0.007843137254901933,4,6,2,1.0,3.376683e-08,2.4239412e-08,6.4402856e-09,6.156083e-10,1.3181303e-12,0.00392156862745098,6
8303,517,0.8628520432824459,0.0392156862745098,0.007843137254901933,8,2,2,0.99921036,0.0007307921,5.1992174e-05,5.8366045e-06,9.0202275e-07,1.81359e-18,0.00392156862745098,9
8317,487,0.7537271224809398,0.03529411764705882,0.0039215686274509665,4,6,2,1.0,7.1702146e-09,8.678997e-11,9.378359e-12,7.6714904e-13,3.570103e-15,0.00392156862745098,8
8495,495,0.8199548941561324,0.0392156862745098,0.007843137254901933,4,6,2,1.0,1.4273961e-08,5.7794245e-09,3.4617662e-12,4.684819e-14,2.8688948e-18,0.00392156862745098,9
8583,440,0.7403356575318709,0.03529411764705882,0.0352941176470587,4,6,2,1.0,5.5340905e-09,2.5345115e-10,4.3344646e-12,3.6768724e-16,1.2861687e-21,0.00392156862745098,8
8650,456,0.837417902120102,0.0392156862745098,0.039215686274509665,4,6,2,1.0,2.8084228e-08,2.5331802e-08,3.2655945e-10,1.44217156e-11,1.0814258e-17,0.00392156862745098,9
8925,488,0.8440396447757023,0.0392156862745098,0.0039215686274509665,4,6,2,1.0,2.658008e-08,2.1543625e-10,1.1079596e-11,2.607149e-12,3.5884758e-18,0.00392156862745098,9
9063,463,0.7291270791692307,0.03529411764705884,0.0039215686274509665,6,2,2,1.0,1.9375205e-08,5.36141e-09,1.6501986e-09,8.233331e-11,3.5276264e-20,0.00392156862745098,8
9375,496,0.7589729801654985,0.03529411764705884,0.0039215686274509665,4,6,2,1.0,7.9447195e-12,4.0520403e-13,4.4025083e-14,1.0096753e-14,1.2244749e-20,0.00392156862745098,8
9442,493,0.6800502050806383,0.03137254901960784,0.007843137254901933,4,6,2,0.83873236,0.12054288,0.03080073,0.0067268885,0.0020338313,2.2033899e-07,0.00392156862745098,7
9651,477,0.6799823594970826,0.03137254901960784,0.0039215686274509665,8,6,2,0.85508424,0.13201495,0.010342149,0.0012484576,0.0009297412,9.79812e-07,0.00392156862745098,7
