seed,l0,l2,l_inf,minimum_change,true_label,adv_label,position_adv_label_in_original_pred,delta_first_prod_vs_second_prob,delta_first_prod_vs_third_prob,delta_first_prod_vs_fourth_prob
81,,,,,,,,14.175371,16.696404,18.981928
82,,,,,,,,19.078018,24.476952,27.11399
83,,,,,,,,9.259767,9.938381,16.083096
84,,,,,,,,12.26894,12.931892,28.697834
85,,,,,,,,6.357834,9.757817,10.689123
86,,,,,,,,8.235894,8.922136,9.971641
87,,,,,,,,9.722315,16.60173,17.039396
88,,,,,,,,13.52757,22.757584,23.48869
89,,,,,,,,12.381786,20.019985,22.661572
90,,,,,,,,18.583424,22.266132,23.807236
91,,,,,,,,16.586735,22.457766,28.50143
92,,,,,,,,4.1004114,11.766384,14.249916
93,,,,,,,,7.8635216,12.445251,12.514
94,,,,,,,,11.338976,12.121454,14.137102
95,,,,,,,,18.518703,24.247042,24.418974
96,,,,,,,,5.635121,12.678348,16.779097
97,,,,,,,,11.224876,13.917788,13.992409
98,,,,,,,,8.797257,13.108544,14.01087
99,,,,,,,,4.061177,9.882127,10.096218
100,,,,,,,,7.7084556,8.211662,10.668133
101,,,,,,,,10.094777,13.086,13.841271
102,,,,,,,,6.745169,8.873508,15.498396
103,,,,,,,,10.955594,15.939126,17.790615
104,,,,,,,,11.305664,12.895115,13.297985
105,,,,,,,,7.4335976,8.081055,11.062372
106,,,,,,,,13.935297,18.026283,18.57752
107,,,,,,,,16.18412,16.213007,16.8152
108,,,,,,,,7.7341805,11.789305,13.797367
109,,,,,,,,15.149196,20.633318,21.682013
110,,,,,,,,11.203479,12.144032,14.561224
111,,,,,,,,24.414757,27.028896,27.584326
112,,,,,,,,11.46633,11.824553,12.685688
113,,,,,,,,6.8957186,10.2225065,15.819624
114,,,,,,,,18.98254,19.860046,23.137505
115,,,,,,,,11.421564,19.69392,21.390123
116,,,,,,,,5.5600395,13.912457,16.995993
117,,,,,,,,15.530655,18.65583,28.320137
118,,,,,,,,8.439014,9.729825,9.749002
119,,,,,,,,17.917675,25.572073,27.686665
120,,,,,,,,9.739404,23.596697,32.53155
121,,,,,,,,27.830635,29.202911,32.92635
122,,,,,,,,8.564293,24.73305,27.39755
123,,,,,,,,16.475727,24.709152,25.578478
124,,,,,,,,6.5109177,8.518503,8.994847
125,,,,,,,,7.443805,12.4444,12.587389
126,,,,,,,,8.552255,13.586596,17.12206
127,,,,,,,,9.904784,11.252842,11.403774
128,,,,,,,,11.486177,13.212146,17.513405
129,,,,,,,,13.008885,17.82042,22.149164
130,,,,,,,,15.136149,16.016903,17.042902
131,,,,,,,,8.085584,11.564408,18.217598
132,,,,,,,,1.2006538,2.632594,5.8430057
133,,,,,,,,9.684183,10.683937,11.392363
134,,,,,,,,2.9707024,4.837839,5.1904325
135,,,,,,,,15.176525,15.679056,22.15064
136,,,,,,,,9.497909,13.366852,15.908516
137,,,,,,,,4.098054,4.68203,8.466967
138,,,,,,,,6.436044,7.6359963,10.206407
139,,,,,,,,14.445805,21.157467,22.277811
140,,,,,,,,2.8344405,4.7985334,6.805744
141,,,,,,,,2.6097488,7.3972745,9.480895
142,,,,,,,,12.453224,12.799907,16.788456
143,,,,,,,,3.409384,9.122849,13.402142
144,,,,,,,,4.512641,7.999095,9.329557
145,,,,,,,,12.973261,13.9419365,16.069012
146,,,,,,,,6.1657934,9.584011,11.428464
147,,,,,,,,11.636796,14.992552,16.65633
148,,,,,,,,0.08488083,1.3150194,4.6796093
149,,,,,,,,16.353138,18.023026,21.510044
150,,,,,,,,7.481951,9.978916,10.77936
151,,,,,,,,16.177185,20.846285,20.852001
152,,,,,,,,8.434958,10.275589,11.684977
153,,,,,,,,8.793259,10.9542885,13.526853
154,,,,,,,,6.029146,8.448746,10.0251875
155,,,,,,,,9.810749,18.478249,21.149006
156,,,,,,,,15.583981,19.424644,19.522333
157,,,,,,,,10.164139,12.505074,14.439985
158,,,,,,,,4.6365695,6.496941,7.8077517
159,,,,,,,,6.846428,12.710756,18.01161
160,,,,,,,,2.3538575,3.84273,4.1990986
161,,,,,,,,21.583866,22.415615,25.285378
162,,,,,,,,11.392114,11.524251,11.95321
163,,,,,,,,14.509375,16.44179,17.25185
164,,,,,,,,9.038164,19.737085,21.635391
165,,,,,,,,18.426868,25.543968,31.858404
166,,,,,,,,7.9631743,13.588933,18.168001
167,,,,,,,,11.245013,15.528856,15.538664
168,,,,,,,,5.1949267,7.0789757,8.626504
169,,,,,,,,12.126352,13.776377,13.8518305
170,,,,,,,,9.216024,14.4813385,16.038038
171,,,,,,,,18.44741,26.477364,30.32247
172,73,2.657753269468162,0.3921568627450981,0.011764705882352941,9,4,3,0.118395805,3.4307764,8.061409
173,,,,,,,,11.69347,12.105185,14.577501
174,,,,,,,,8.042073,9.084349,10.746185
175,,,,,,,,14.877795,17.004044,19.929516
176,,,,,,,,11.022167,12.047555,12.973549
177,,,,,,,,5.9711494,9.563257,11.175121
178,,,,,,,,6.021859,6.1976852,7.3450966
179,,,,,,,,12.775539,14.614634,15.306127
180,,,,,,,,2.9312658,6.740169,7.1263485
181,,,,,,,,2.3426747,7.9879513,12.721108
182,,,,,,,,2.5964918,7.8967953,13.928644
183,,,,,,,,8.326006,16.671759,17.144333
184,,,,,,,,8.611588,10.422545,12.265975
185,,,,,,,,15.731857,19.840643,20.2407
186,,,,,,,,1.2035625,3.1948998,4.6284614
187,,,,,,,,12.589821,18.498089,19.973997
188,,,,,,,,7.7020106,8.796744,10.030029
189,,,,,,,,19.225885,30.093441,32.5696
190,,,,,,,,15.307231,15.961676,19.637016
191,,,,,,,,11.01871,13.534727,14.551803
192,,,,,,,,7.5416284,13.624879,13.67984
193,,,,,,,,11.264145,16.816885,19.039036
194,,,,,,,,8.462544,18.084309,19.855932
195,,,,,,,,10.069983,12.971587,13.592915
196,,,,,,,,13.144023,16.417355,18.484123
197,,,,,,,,10.180857,11.658944,15.714534
198,,,,,,,,14.380636,17.84015,19.015112
199,,,,,,,,5.7653303,6.8010683,18.137243
200,,,,,,,,7.8011026,11.224581,14.717367
201,,,,,,,,10.613928,11.168964,12.8610935
202,,,,,,,,2.8463874,6.173628,8.696123
203,,,,,,,,12.453978,14.943606,15.054005
204,,,,,,,,9.147514,13.172817,22.654522
205,,,,,,,,11.242189,11.968851,15.572529
206,,,,,,,,17.038977,23.153526,24.813675
207,88,2.956581876710796,0.3921568627450981,0.0196078431372549,3,8,4,1.0997462,1.6583486,1.9349949
208,,,,,,,,10.400396,13.745675,15.340667
209,,,,,,,,22.565628,29.992,30.477337
210,,,,,,,,7.5271273,12.4161625,12.437622
211,,,,,,,,11.351651,14.420438,14.700499
212,,,,,,,,0.7290001,7.803078,7.8419137
213,,,,,,,,23.01532,30.491184,38.888317
214,,,,,,,,11.205125,20.649288,29.092747
215,,,,,,,,20.093168,21.781912,22.303911
216,,,,,,,,9.664438,12.79974,12.961057
217,,,,,,,,11.306464,21.80352,22.169933
218,,,,,,,,7.411629,9.585518,10.7467785
219,,,,,,,,9.748013,18.254532,19.788376
220,,,,,,,,20.347412,21.848328,27.036247
221,,,,,,,,11.614103,17.18929,25.72483
222,,,,,,,,10.644133,20.79099,20.83721
223,,,,,,,,12.9297285,16.31593,16.919632
224,,,,,,,,0.08306217,0.9816991,2.693943
225,,,,,,,,6.787287,7.125043,15.029294
226,,,,,,,,8.1799555,9.712173,10.49682
227,,,,,,,,6.2819233,8.239742,9.982003
228,,,,,,,,1.8243744,2.3705287,3.1617897
229,,,,,,,,22.2663,29.15374,30.593647
230,,,,,,,,13.789513,15.874883,21.633335
231,,,,,,,,7.724797,10.445133,10.755332
232,,,,,,,,4.74629,5.8732514,9.017347
233,,,,,,,,13.584525,21.206556,28.195148
234,,,,,,,,11.31057,14.5243225,14.665283
235,,,,,,,,17.228218,20.63522,21.165344
236,,,,,,,,17.283867,17.971882,31.408258
237,,,,,,,,15.479473,20.32986,25.510427
238,,,,,,,,7.8451147,8.069064,14.730012
239,,,,,,,,4.9121175,15.79697,19.02404
240,,,,,,,,3.2198238,4.6177483,4.7865353
241,,,,,,,,7.286228,13.590452,16.231915
242,,,,,,,,17.538437,18.469479,21.882969
243,,,,,,,,7.8090415,13.794712,15.071373
244,,,,,,,,7.1252747,7.972717,8.366822
245,,,,,,,,12.234012,16.678932,18.331736
246,,,,,,,,0.9612503,1.9759235,7.991187
247,,,,,,,,6.776889,7.4789777,8.002669
248,,,,,,,,12.30376,15.462547,22.631083
249,,,,,,,,17.694372,20.31348,24.896343
250,,,,,,,,1.9804127,4.8453846,7.0825834
251,,,,,,,,14.417345,15.59305,15.692122
252,,,,,,,,19.362322,21.586895,23.454327
253,,,,,,,,17.813335,36.039234,36.499317
254,,,,,,,,3.1605933,4.0375834,4.860544
255,,,,,,,,10.923341,18.54634,21.043358
256,,,,,,,,5.33404,7.0922008,7.7963543
257,,,,,,,,17.012001,21.682518,22.81171
258,,,,,,,,6.698407,12.062195,16.864307
259,,,,,,,,9.138155,12.351793,12.625707
260,,,,,,,,7.9661536,8.082269,9.672053
261,,,,,,,,8.608992,13.6955,15.37538
262,,,,,,,,1.8013933,3.0842881,4.7757134
263,,,,,,,,12.718314,18.38411,18.825928
264,,,,,,,,5.1293817,7.239935,9.442648
265,,,,,,,,11.770382,12.504805,17.70578
266,,,,,,,,5.282075,7.362332,9.850111
267,,,,,,,,9.440863,9.912818,11.913787
268,,,,,,,,0.90910196,7.325956,8.018506
269,,,,,,,,6.1948805,10.307395,10.518999
270,,,,,,,,5.901107,8.806669,9.620543
271,,,,,,,,17.460455,20.449913,23.674059
272,,,,,,,,10.478714,11.192502,12.328072
273,,,,,,,,1.6212778,16.510822,16.652061
274,,,,,,,,8.300694,9.106408,10.456314
275,,,,,,,,16.216547,17.336039,21.436914
276,,,,,,,,6.8553276,7.5674076,11.368949
277,,,,,,,,22.14209,34.25258,36.37509
278,,,,,,,,0.68282473,6.687585,8.3759
279,,,,,,,,10.850214,17.763554,19.406666
280,,,,,,,,2.1423588,6.478506,13.0803795
281,,,,,,,,17.971119,19.437578,19.702475
282,,,,,,,,3.43574,8.440111,8.886534
283,,,,,,,,22.672455,24.012785,26.20111
284,,,,,,,,1.9816284,12.607263,17.396076
285,,,,,,,,7.021743,9.390432,9.888571
286,,,,,,,,13.977245,15.204238,18.830328
287,,,,,,,,6.651184,19.528114,20.935062
288,,,,,,,,16.311724,19.080503,28.329996
289,,,,,,,,18.699131,19.197968,22.265123
290,,,,,,,,7.8938975,12.3748045,13.177572
291,,,,,,,,7.9195757,12.442087,13.284197
292,,,,,,,,12.2578535,15.247115,16.092594
293,,,,,,,,19.376951,24.940052,27.121048
294,,,,,,,,6.7983017,24.860222,29.483051
295,,,,,,,,8.14838,8.566021,12.7343235
296,,,,,,,,18.857918,19.567987,20.416237
297,,,,,,,,17.196922,22.892738,23.249586
298,,,,,,,,9.346883,9.563684,10.34002
299,,,,,,,,12.859592,20.765535,22.152739
300,,,,,,,,7.2281604,9.016521,9.454916
301,,,,,,,,8.800957,16.506916,16.593246
302,,,,,,,,4.8687716,10.692226,13.592658
303,,,,,,,,17.618538,26.92801,27.625893
304,,,,,,,,2.8941462,4.871066,4.9403315
305,,,,,,,,5.2689185,13.395256,16.795439
306,,,,,,,,15.813566,22.239445,23.150692
307,,,,,,,,4.371973,11.122278,11.704345
308,,,,,,,,19.278563,25.22606,25.494974
309,,,,,,,,6.5030613,6.9706683,7.941614
310,,,,,,,,9.794452,10.290686,10.754068
311,,,,,,,,9.0718,13.418015,21.588818
312,,,,,,,,8.727402,11.457898,17.344742
313,,,,,,,,8.445403,9.351127,13.182882
314,,,,,,,,11.469591,14.524751,15.536912
315,,,,,,,,7.5085006,8.992724,9.257024
316,,,,,,,,4.0719595,6.889929,8.863781
317,,,,,,,,16.077,18.88217,27.305834
318,,,,,,,,10.717197,11.614726,13.825414
319,,,,,,,,6.3016067,11.408342,12.557938
320,,,,,,,,6.695874,14.98165,18.819355
321,,,,,,,,13.446375,15.31827,18.45728
322,,,,,,,,6.9303975,8.231211,10.295334
323,,,,,,,,18.668829,21.519611,28.67649
324,,,,,,,,8.003435,15.923831,21.288166
325,,,,,,,,15.088578,19.400864,33.497475
326,,,,,,,,15.366962,21.502186,23.825634
327,,,,,,,,13.789408,18.464125,21.680107
328,,,,,,,,8.953203,10.033853,10.887941
329,,,,,,,,17.92532,22.488052,26.653702
330,,,,,,,,8.986857,13.125067,14.249302
331,,,,,,,,2.2726045,5.467908,11.26008
332,,,,,,,,13.069089,14.251828,17.622368
333,,,,,,,,10.409147,10.935053,14.529699
334,,,,,,,,4.307806,8.951986,9.717868
335,,,,,,,,13.681404,13.982711,18.050564
336,,,,,,,,8.983828,16.319977,18.722542
337,,,,,,,,9.355219,19.198376,20.411732
338,,,,,,,,10.407896,12.429468,18.729504
339,,,,,,,,19.093946,26.625648,30.932175
340,,,,,,,,2.1419003,2.849798,6.0245714
341,,,,,,,,21.948362,22.596926,24.519136
342,,,,,,,,7.111209,11.760033,12.079848
343,,,,,,,,11.515568,12.918899,13.470925
344,,,,,,,,5.4062996,7.101019,9.011649
345,,,,,,,,5.8637476,6.7270665,6.794309
346,,,,,,,,8.871208,12.077108,16.186296
347,,,,,,,,22.93586,24.117891,29.690321
348,,,,,,,,5.67014,8.322633,9.838589
349,,,,,,,,8.503167,15.550335,16.333967
350,,,,,,,,10.763367,12.129289,13.35912
351,,,,,,,,3.9307168,4.818982,4.925537
352,,,,,,,,7.6304073,7.72408,10.44613
353,,,,,,,,11.763111,13.684247,15.227069
354,,,,,,,,5.9315405,13.982813,17.722116
355,,,,,,,,9.051355,11.542075,12.709975
356,,,,,,,,4.474919,9.258929,10.198902
357,,,,,,,,7.7172985,8.22168,9.878011
358,,,,,,,,8.364982,9.816325,14.304485
359,,,,,,,,17.482197,20.108538,21.228664
360,,,,,,,,25.816004,26.89964,29.40796
361,,,,,,,,12.9552355,14.029133,22.003735
362,,,,,,,,4.793474,8.378204,10.81611
363,,,,,,,,12.175567,14.486809,14.939346
364,,,,,,,,7.4080505,7.662018,9.214323
365,,,,,,,,13.884555,14.073685,24.713318
366,,,,,,,,8.896149,9.686085,12.613772
367,,,,,,,,5.8438816,12.986115,19.644182
368,,,,,,,,7.3599243,7.7666574,7.8049984
369,,,,,,,,18.792973,20.280678,21.93169
370,56,2.391054069172639,0.3921568627450981,0.00392156862745098,7,1,2,1.639873,4.404407,6.166771
371,,,,,,,,6.751793,12.000241,12.75148
372,,,,,,,,14.200335,15.147032,18.15787
373,,,,,,,,19.667078,20.37299,21.284084
374,,,,,,,,3.927855,11.952231,12.155424
375,,,,,,,,15.914217,23.94238,28.940268
376,,,,,,,,7.021038,7.251128,10.563394
377,,,,,,,,12.025364,21.99043,23.460274
378,,,,,,,,25.45507,32.35211,36.016766
379,,,,,,,,8.495437,12.783216,14.772306
380,,,,,,,,18.41294,18.82795,19.16636
381,,,,,,,,13.572286,17.871984,23.269474
382,,,,,,,,5.833912,11.676868,14.085233
383,,,,,,,,14.08758,16.109104,19.697172
384,,,,,,,,10.411751,16.292406,16.71269
385,,,,,,,,23.00493,32.805153,33.13784
386,,,,,,,,2.0758996,6.7912297,11.354778
387,,,,,,,,9.399332,14.674868,15.273384
388,,,,,,,,5.0112314,10.60154,11.239115
389,,,,,,,,7.89035,9.673588,10.605904
390,,,,,,,,3.1591825,4.2296095,8.247311
391,,,,,,,,6.713198,7.8088326,15.80231
392,,,,,,,,16.191631,17.763315,21.736374
393,,,,,,,,12.632903,13.402502,13.520065
394,,,,,,,,1.8568616,4.171736,8.303467
395,,,,,,,,10.814944,15.697564,15.778275
396,,,,,,,,5.4533443,6.4507794,7.8027835
397,,,,,,,,8.222851,9.987747,10.893983
398,,,,,,,,11.122178,11.196529,13.807699
399,,,,,,,,21.863688,25.17762,27.656263
400,,,,,,,,18.55692,39.776913,40.96573
401,,,,,,,,7.93581,10.98771,11.866689
402,,,,,,,,13.437444,18.226566,18.872574
403,,,,,,,,10.014854,16.835194,16.981329
404,,,,,,,,0.824277,6.8667583,8.057047
405,,,,,,,,14.055841,19.11492,19.869188
406,,,,,,,,6.5807056,9.881477,15.405399
407,,,,,,,,7.1034036,11.733595,16.310425
408,,,,,,,,6.836539,8.795873,10.960481
409,,,,,,,,7.259988,8.295513,10.862384
410,,,,,,,,18.216778,28.630188,29.691607
411,,,,,,,,9.981777,14.356518,16.981325
412,,,,,,,,5.248212,8.600179,10.04851
413,,,,,,,,13.95379,14.262127,18.352322
414,,,,,,,,7.042463,7.5589943,7.9387984
415,,,,,,,,10.71579,10.83337,12.870639
416,,,,,,,,5.1457615,5.8589983,7.227247
417,,,,,,,,13.365133,17.520704,18.800016
418,,,,,,,,1.7748034,2.491233,3.5795941
419,,,,,,,,6.0296526,10.57479,11.887934
420,,,,,,,,1.1947365,7.490199,9.299729
421,,,,,,,,10.467552,11.505523,13.220869
422,,,,,,,,14.338787,21.131979,24.672941
423,,,,,,,,7.066694,10.9672,13.244036
424,,,,,,,,9.322384,11.310106,18.049824
425,,,,,,,,7.5959773,8.553932,10.714863
426,,,,,,,,12.334002,16.684656,18.464352
427,,,,,,,,20.452137,25.850082,30.557371
428,,,,,,,,10.145959,12.079309,13.079338
429,,,,,,,,29.325678,31.25956,36.151157
430,,,,,,,,10.072327,11.299768,13.413929
431,,,,,,,,12.164852,12.351016,14.781627
432,,,,,,,,10.18461,19.189457,19.247282
433,,,,,,,,8.977022,11.733186,20.207565
434,,,,,,,,6.7105737,7.377584,9.163277
435,,,,,,,,19.558868,20.383757,21.155117
436,,,,,,,,2.6777887,7.962719,8.506673
437,,,,,,,,6.767361,10.319565,17.252687
438,,,,,,,,8.687762,18.652185,20.001186
439,,,,,,,,8.81575,8.855053,11.502371
440,,,,,,,,9.805983,13.374529,14.780342
441,,,,,,,,8.416725,11.300972,13.535576
442,,,,,,,,14.431644,15.674622,21.023693
443,,,,,,,,7.4159813,7.960817,9.373336
444,,,,,,,,1.841861,2.0397272,2.8237758
445,,,,,,,,13.190222,15.682859,18.462961
446,,,,,,,,2.1874366,10.77714,10.9047575
447,,,,,,,,7.4199963,8.108198,10.611399
448,,,,,,,,15.0595875,25.673779,28.952175
449,,,,,,,,3.8808727,9.487543,13.411193
450,,,,,,,,5.5111938,9.62155,12.207571
451,,,,,,,,14.04635,16.202412,22.856543
452,,,,,,,,13.459902,13.464631,14.505814
453,,,,,,,,18.65647,20.238834,23.245443
454,,,,,,,,9.77869,10.215142,10.453796
455,,,,,,,,5.1215925,8.485855,9.659872
456,,,,,,,,7.590002,9.551878,9.766711
457,,,,,,,,11.984581,15.063979,17.547771
458,,,,,,,,19.197948,25.747274,27.445301
459,,,,,,,,5.267976,15.09153,15.154098
460,,,,,,,,5.4829426,7.011724,10.6259165
461,,,,,,,,10.462697,24.993711,28.846767
462,,,,,,,,16.813314,20.385143,22.67395
463,,,,,,,,11.990168,12.555411,12.917234
464,,,,,,,,13.272178,16.766235,19.48445
465,,,,,,,,19.407047,20.405743,21.7165
466,,,,,,,,5.3445807,6.182645,7.234088
467,,,,,,,,13.749764,15.742572,24.633022
468,,,,,,,,8.531346,8.676744,9.180941
469,,,,,,,,11.295358,17.216839,17.820328
470,,,,,,,,0.029310763,0.3669505,1.3101721
471,,,,,,,,9.254918,10.457758,10.676298
472,,,,,,,,2.036847,5.4409556,9.9034195
473,,,,,,,,12.486038,20.023903,22.738747
474,,,,,,,,16.101025,16.838728,18.98621
475,,,,,,,,6.90819,10.718007,11.748877
476,,,,,,,,4.8118534,7.84275,12.836285
477,,,,,,,,14.55364,14.775077,16.62386
478,,,,,,,,12.11887,19.136112,20.72215
479,,,,,,,,8.692964,15.344151,17.139442
480,,,,,,,,9.25194,13.598214,13.916171
481,,,,,,,,14.245659,18.11727,18.805552
482,,,,,,,,4.488159,7.8115587,13.195582
483,,,,,,,,10.978755,11.346945,17.977152
484,,,,,,,,8.817477,11.1593485,12.225966
485,,,,,,,,6.014174,11.049433,11.438526
486,,,,,,,,14.5820055,16.780842,18.65826
487,,,,,,,,2.7678356,9.619192,12.018464
488,,,,,,,,1.0440149,1.2964149,12.723896
489,,,,,,,,7.9943833,10.363859,15.852961
490,,,,,,,,9.461779,10.456555,11.863046
491,,,,,,,,6.271696,7.918621,8.52069
492,,,,,,,,5.484563,8.094669,9.495933
493,,,,,,,,14.589546,15.060689,15.425564
494,,,,,,,,4.681287,7.8820868,9.083326
495,,,,,,,,12.213213,14.062166,16.660587
496,,,,,,,,8.167708,9.669266,13.149126
497,,,,,,,,8.176006,11.4755335,13.006954
498,,,,,,,,6.5368423,12.145632,12.73536
499,,,,,,,,8.904532,13.773205,13.79664
500,,,,,,,,0.2034998,10.430229,12.29198
501,,,,,,,,3.7008052,7.422282,9.751906
502,,,,,,,,3.1353104,3.1399267,6.9508576
503,,,,,,,,6.9228415,7.885905,8.979633
504,,,,,,,,4.1260376,15.933935,16.33484
505,,,,,,,,11.578759,19.987846,21.784515
506,,,,,,,,11.957106,16.639292,17.542255
507,,,,,,,,5.267765,8.526944,10.2597475
508,,,,,,,,7.3250275,9.4003315,11.433317
509,,,,,,,,3.2568393,9.741516,12.393927
510,,,,,,,,7.9920745,8.907732,8.988586
511,,,,,,,,3.604126,14.438657,16.065954
512,,,,,,,,6.028175,6.293057,15.000191
513,,,,,,,,14.900204,19.184757,19.608486
514,,,,,,,,0.92762005,3.1485431,5.9418507
515,,,,,,,,13.072864,14.5981245,15.844054
516,,,,,,,,7.6025763,8.426666,17.963547
517,87,2.988834791390591,0.3921568627450981,0.0039215686274509665,8,2,3,1.3553805,2.7416384,9.888436
518,,,,,,,,6.0415525,11.74556,13.964262
519,,,,,,,,12.825102,14.900145,19.085598
520,,,,,,,,10.834991,12.390448,12.414747
521,,,,,,,,6.80264,15.972728,22.459637
522,,,,,,,,20.726149,21.150242,27.518827
523,,,,,,,,10.263409,10.937447,12.421186
524,,,,,,,,11.292931,18.405638,20.812315
525,,,,,,,,6.661344,10.197974,14.433542
526,,,,,,,,16.027855,21.732311,24.517857
527,,,,,,,,7.5416737,10.9021845,14.6732235
528,69,2.60681979036796,0.3921568627450981,0.007843137254901933,8,3,2,1.251379,2.8589482,9.966854
529,,,,,,,,4.6070485,5.1120243,12.08338
530,,,,,,,,5.0579925,11.380717,19.599981
531,,,,,,,,6.305459,11.114691,12.222268
532,,,,,,,,5.564718,6.25546,10.37201
533,,,,,,,,6.2147446,6.906992,9.793608
534,,,,,,,,14.469376,16.07368,16.813858
535,,,,,,,,4.6527185,5.6103115,12.585485
536,,,,,,,,14.569996,14.656548,23.2586
537,,,,,,,,14.498467,15.702162,16.412653
538,,,,,,,,6.5869,8.005882,8.205991
539,,,,,,,,10.519174,12.760885,19.675545
540,,,,,,,,3.5559196,8.125575,12.5216055
541,,,,,,,,17.111486,24.410011,25.061644
542,,,,,,,,7.0479436,7.7996616,11.33479
543,,,,,,,,9.737961,10.898625,12.292313
544,,,,,,,,3.5143032,14.585974,15.681446
545,,,,,,,,10.744329,15.805162,16.290874
546,,,,,,,,17.617714,19.954412,20.937395
547,,,,,,,,1.6230078,4.2828827,6.373911
548,,,,,,,,21.33674,21.516043,29.270828
549,,,,,,,,14.272404,14.996845,16.664589
550,,,,,,,,9.888815,11.369589,11.664703
551,,,,,,,,9.056952,10.372664,18.753605
552,,,,,,,,8.070358,11.473959,11.8672905
553,,,,,,,,7.8377166,10.25468,10.27703
554,,,,,,,,4.2946706,4.892462,7.514478
555,,,,,,,,10.211298,13.659765,15.528801
556,,,,,,,,8.924202,13.838644,19.231283
